visa_record_id,employee_id,visa_status,effective_date,end_date,work_authorization_status,verification_status
VISA001121,DUD100976,Spouse of Japanese National,2022-06-21,,Eligible,Verified
VISA001122,DUD100977,Permanent Resident,2025-05-04,,Eligible,Verified
VISA001123,DUD100978,Work Visa,2019-10-06,,Eligible,Verified
VISA001124,DUD100979,Work Visa,2024-05-10,,Eligible,Verified
VISA001125,DUD100980,Permanent Resident,2023-05-26,,Eligible,Verified
VISA001126,DUD100981,Student Visa with Work Permission,2023-11-15,,Eligible,Verified
VISA001127,DUD100982,Student Visa with Work Permission,2022-05-17,,Eligible,Verified
VISA001128,DUD100983,Work Visa,2024-09-24,,Eligible,Verified
VISA001129,DUD100984,Spouse of Japanese National,2019-11-13,,Eligible,Verified
VISA001130,DUD100985,Work Visa,2023-02-07,,Eligible,Verified
VISA001131,DUD100986,Spouse of Japanese National,2025-06-30,,Eligible,Verified
VISA001132,DUD100987,Spouse of Japanese National,2023-07-24,,Eligible,Verified
VISA001133,DUD100988,Work Visa,2025-08-19,,Eligible,Verified
VISA001134,DUD100989,Permanent Resident,2022-11-13,,Eligible,Verified
VISA001135,DUD100990,Work Visa,2025-01-09,,Eligible,Verified
VISA001136,DUD100991,Work Visa,2024-06-10,,Eligible,Verified
VISA001137,DUD100992,Work Visa,2019-09-17,,Eligible,Verified
VISA001138,DUD100993,Work Visa,2022-06-05,,Eligible,Verified
VISA001139,DUD100994,Long-Term Resident,2019-12-27,,Eligible,Verified
VISA001140,DUD100995,Work Visa,2024-06-20,,Eligible,Verified
VISA001141,DUD100996,Permanent Resident,2019-04-29,,Eligible,Verified
VISA001142,DUD100997,Work Visa,2021-05-17,,Eligible,Verified
VISA001143,DUD100998,Work Visa,2025-09-18,,Eligible,Verified
VISA001144,DUD100999,Permanent Resident,2024-12-25,,Eligible,Verified
VISA001145,DUD101000,Long-Term Resident,2019-12-22,,Eligible,Verified
VISA001146,DUD101001,Work Visa,2022-11-13,,Eligible,Verified
VISA001147,DUD101002,Permanent Resident,2022-09-05,,Eligible,Verified
VISA001148,DUD101003,Work Visa,2023-10-22,,Eligible,Verified
VISA001149,DUD101004,Other Work-Eligible Status,2021-03-12,,Eligible,Verified
VISA001150,DUD101005,Work Visa,2025-06-06,,Eligible,Verified
VISA001151,DUD101006,Work Visa,2022-12-07,,Eligible,Verified
VISA001152,DUD101007,Student Visa with Work Permission,2022-10-15,,Eligible,Verified
VISA001153,DUD101008,Dependent Visa with Work Permission,2024-04-16,,Eligible,Verified
VISA001154,DUD101009,Work Visa,2025-10-15,,Eligible,Verified
VISA001155,DUD101010,Work Visa,2024-08-04,,Eligible,Verified
VISA001156,DUD101011,Spouse of Japanese National,2023-09-06,,Eligible,Verified
VISA001157,DUD101012,Work Visa,2024-09-14,,Eligible,Verified
VISA001158,DUD101013,Work Visa,2019-12-28,,Eligible,Verified
VISA001159,DUD101014,Work Visa,2023-12-24,,Eligible,Verified
VISA001160,DUD101015,Work Visa,2021-07-11,,Eligible,Verified
VISA001161,DUD101016,Spouse of Japanese National,2023-07-02,,Eligible,Verified
VISA001162,DUD101017,Work Visa,2019-12-08,,Eligible,Verified
VISA001163,DUD101018,Work Visa,2023-04-12,,Eligible,Verified
VISA001164,DUD101019,Work Visa,2024-04-16,,Eligible,Verified
VISA001165,DUD101020,Permanent Resident,2019-09-27,,Eligible,Verified
VISA001166,DUD101021,Student Visa with Work Permission,2023-12-12,,Eligible,Verified
VISA001167,DUD101022,Work Visa,2021-02-13,,Eligible,Verified
VISA001168,DUD101023,Work Visa,2021-06-20,,Eligible,Verified
VISA001169,DUD101024,Other Work-Eligible Status,2021-07-27,,Eligible,Verified
VISA001170,DUD101025,Work Visa,2022-02-03,,Eligible,Verified
VISA001171,DUD101026,Work Visa,2023-09-06,,Eligible,Verified
VISA001172,DUD101027,Spouse of Japanese National,2022-05-27,,Eligible,Verified
VISA001173,DUD101028,Long-Term Resident,2023-06-08,,Eligible,Verified
VISA001174,DUD101029,Spouse of Japanese National,2019-08-31,,Eligible,Verified
VISA001175,DUD101030,Work Visa,2020-01-04,,Eligible,Verified
VISA001176,DUD101031,Student Visa with Work Permission,2022-06-20,,Eligible,Verified
VISA001177,DUD101032,Work Visa,2024-03-05,,Eligible,Verified
VISA001178,DUD101033,Work Visa,2023-06-22,,Eligible,Verified
VISA001179,DUD101034,Permanent Resident,2024-11-06,,Eligible,Verified
VISA001180,DUD101035,Permanent Resident,2025-05-14,,Eligible,Verified
VISA001181,DUD101036,Permanent Resident,2025-09-09,,Eligible,Verified
VISA001182,DUD101037,Long-Term Resident,2025-06-23,,Eligible,Verified
VISA001183,DUD101038,Work Visa,2023-09-02,,Eligible,Verified
VISA001184,DUD101039,Work Visa,2024-12-21,,Eligible,Verified
VISA001185,DUD101040,Permanent Resident,2021-05-22,,Eligible,Verified
VISA001186,DUD101041,Dependent Visa with Work Permission,2019-06-05,,Eligible,Verified
VISA001187,DUD101042,Work Visa,2024-11-17,,Eligible,Verified
VISA001188,DUD101043,Work Visa,2024-09-29,,Eligible,Verified
VISA001189,DUD101044,Dependent Visa with Work Permission,2022-01-02,,Eligible,Verified
VISA001190,DUD101045,Permanent Resident,2019-08-23,,Eligible,Verified
VISA001191,DUD101046,Spouse of Japanese National,2024-10-07,,Eligible,Verified
VISA001192,DUD101047,Work Visa,2024-09-19,,Eligible,Verified
VISA001193,DUD101048,Work Visa,2020-07-22,2023-08-19,Eligible,Verified
VISA001194,DUD101048,Long-Term Resident,2023-08-20,,Eligible,Verified
VISA001195,DUD101049,Work Visa,2023-06-07,,Eligible,Verified
VISA001196,DUD101050,Spouse of Japanese National,2025-01-05,,Eligible,Verified
VISA001197,DUD101051,Spouse of Japanese National,2025-05-26,,Eligible,Verified
VISA001198,DUD101052,Work Visa,2022-08-17,,Eligible,Verified
VISA001199,DUD101053,Work Visa,2020-10-23,,Eligible,Verified
VISA001200,DUD101054,Spouse of Japanese National,2020-09-29,,Eligible,Verified
VISA001201,DUD101055,Work Visa,2022-03-24,,Eligible,Verified
VISA001202,DUD101056,Student Visa with Work Permission,2020-09-18,,Eligible,Verified
VISA001203,DUD101057,Work Visa,2020-01-14,,Eligible,Verified
VISA001204,DUD101058,Work Visa,2022-12-29,,Eligible,Verified
VISA001205,DUD101059,Work Visa,2019-12-22,,Eligible,Verified
VISA001206,DUD101060,Long-Term Resident,2021-06-20,,Eligible,Verified
VISA001207,DUD101061,Student Visa with Work Permission,2023-05-12,,Eligible,Verified
VISA001208,DUD101062,Work Visa,2024-11-06,,Eligible,Verified
VISA001209,DUD101063,Work Visa,2023-07-17,,Eligible,Verified
VISA001210,DUD101064,Dependent Visa with Work Permission,2022-03-25,,Eligible,Verified
VISA001211,DUD101065,Work Visa,2020-01-21,,Eligible,Verified
VISA001212,DUD101066,Spouse of Japanese National,2023-01-31,,Eligible,Verified
VISA001213,DUD101067,Work Visa,2022-11-12,,Eligible,Verified
VISA001214,DUD101068,Work Visa,2020-08-26,2024-09-06,Eligible,Verified
VISA001215,DUD101068,Spouse of Japanese National,2024-09-07,,Eligible,Verified
VISA001216,DUD101069,Permanent Resident,2023-08-15,,Eligible,Verified
VISA001217,DUD101070,Permanent Resident,2024-10-17,,Eligible,Verified
VISA001218,DUD101071,Permanent Resident,2023-06-30,,Eligible,Verified
VISA001219,DUD101072,Other Work-Eligible Status,2025-08-01,,Eligible,Verified
VISA001220,DUD101073,Permanent Resident,2024-01-04,,Eligible,Verified
VISA001221,DUD101074,Permanent Resident,2021-07-07,,Eligible,Verified
VISA001222,DUD101075,Work Visa,2022-02-23,,Eligible,Verified
VISA001223,DUD101076,Spouse of Japanese National,2025-09-21,,Eligible,Verified
VISA001224,DUD101077,Permanent Resident,2020-01-25,,Eligible,Verified
VISA001225,DUD101078,Work Visa,2022-12-21,,Pending,Verified
VISA001226,DUD101079,Work Visa,2026-02-23,,Eligible,Verified
VISA001227,DUD101080,Work Visa,2023-06-28,,Eligible,Verified
VISA001228,DUD101081,Work Visa,2023-11-09,,Eligible,Verified
VISA001229,DUD101082,Work Visa,2023-07-28,,Eligible,Verified
VISA001230,DUD101083,Work Visa,2021-12-31,,Eligible,Verified
VISA001231,DUD101084,Work Visa,2022-01-30,,Eligible,Verified
VISA001232,DUD101085,Work Visa,2023-04-19,,Eligible,Verified
VISA001233,DUD101086,Student Visa with Work Permission,2020-12-11,,Eligible,Verified
VISA001234,DUD101087,Work Visa,2022-12-07,,Eligible,Verified
VISA001235,DUD101088,Student Visa with Work Permission,2021-01-17,,Eligible,Verified
VISA001236,DUD101089,Work Visa,2019-10-07,,Eligible,Verified
VISA001237,DUD101090,Work Visa,2020-01-02,2022-07-21,Eligible,Verified
VISA001238,DUD101090,Permanent Resident,2022-07-22,,Eligible,Verified
VISA001239,DUD101091,Work Visa,2023-06-30,,Eligible,Verified
VISA001240,DUD101092,Work Visa,2022-01-06,2025-05-10,Eligible,Verified
VISA001241,DUD101092,Spouse of Japanese National,2025-05-11,,Eligible,Verified
VISA001242,DUD101093,Long-Term Resident,2020-12-14,,Eligible,Verified
VISA001243,DUD101094,Work Visa,2022-12-26,,Eligible,Verified
VISA001244,DUD101095,Dependent Visa with Work Permission,2023-01-27,,Eligible,Verified
VISA001245,DUD101096,Permanent Resident,2021-02-14,,Eligible,Verified
VISA001246,DUD101097,Work Visa,2020-12-14,,Eligible,Verified
VISA001247,DUD101098,Student Visa with Work Permission,2019-09-25,,Eligible,Verified
VISA001248,DUD101099,Work Visa,2020-01-06,,Eligible,Verified
VISA001249,DUD101100,Work Visa,2024-08-13,,Eligible,Verified
VISA001250,DUD101101,Work Visa,2021-08-17,,Pending,Verified
VISA001251,DUD101102,Spouse of Japanese National,2023-01-14,,Eligible,Verified
VISA001252,DUD101103,Work Visa,2023-08-24,,Eligible,Verified
VISA001253,DUD101104,Permanent Resident,2022-12-23,,Eligible,Verified
VISA001254,DUD101105,Work Visa,2023-01-04,,Eligible,Verified
VISA001255,DUD101106,Long-Term Resident,2023-02-28,,Eligible,Verified
VISA001256,DUD101107,Permanent Resident,2025-12-02,,Eligible,Verified
VISA001257,DUD101108,Permanent Resident,2019-10-09,,Eligible,Verified
VISA001258,DUD101109,Permanent Resident,2021-10-13,,Eligible,Verified
VISA001259,DUD101110,Work Visa,2021-12-16,,Eligible,Verified
VISA001260,DUD101111,Long-Term Resident,2019-11-11,,Eligible,Verified
VISA001261,DUD101112,Work Visa,2022-12-27,,Eligible,Verified
VISA001262,DUD101113,Permanent Resident,2021-02-11,,Eligible,Verified
VISA001263,DUD101114,Work Visa,2020-01-20,,Eligible,Verified
VISA001264,DUD101115,Permanent Resident,2023-04-24,,Eligible,Verified
VISA001265,DUD101116,Long-Term Resident,2021-01-28,,Eligible,Verified
VISA001266,DUD101117,Student Visa with Work Permission,2025-01-21,,Eligible,Verified
VISA001267,DUD101118,Work Visa,2022-11-30,,Eligible,Verified
VISA001268,DUD101119,Work Visa,2019-05-11,,Eligible,Verified
VISA001269,DUD101120,Work Visa,2020-08-22,,Eligible,Verified
VISA001270,DUD101121,Permanent Resident,2020-11-03,,Eligible,Verified
VISA001271,DUD101122,Permanent Resident,2019-07-26,,Pending,Verified
VISA001272,DUD101123,Work Visa,2025-09-22,,Eligible,Verified
VISA001273,DUD101124,Other Work-Eligible Status,2022-08-04,,Eligible,Verified
VISA001274,DUD101125,Long-Term Resident,2024-08-06,,Eligible,Verified
VISA001275,DUD101126,Permanent Resident,2021-02-23,,Eligible,Verified
VISA001276,DUD101127,Work Visa,2025-03-10,,Eligible,Verified
VISA001277,DUD101128,Permanent Resident,2023-02-13,,Eligible,Verified
VISA001278,DUD101129,Work Visa,2020-07-25,2025-03-08,Eligible,Verified
VISA001279,DUD101129,Spouse of Japanese National,2025-03-09,,Eligible,Verified
VISA001280,DUD101130,Long-Term Resident,2019-10-31,,Eligible,Verified
VISA001281,DUD101131,Permanent Resident,2023-02-03,,Eligible,Verified
VISA001282,DUD101132,Work Visa,2021-07-31,,Eligible,Verified
VISA001283,DUD101133,Work Visa,2021-01-10,,Eligible,Verified
VISA001284,DUD101134,Permanent Resident,2024-08-15,,Eligible,Verified
VISA001285,DUD101135,Permanent Resident,2022-04-14,,Eligible,Verified
VISA001286,DUD101136,Work Visa,2022-04-24,,Eligible,Verified
VISA001287,DUD101137,Work Visa,2022-01-19,,Pending,Verified
VISA001288,DUD101138,Work Visa,2024-01-02,,Eligible,Verified
VISA001289,DUD101139,Other Work-Eligible Status,2026-01-16,,Eligible,Verified
VISA001290,DUD101140,Other Work-Eligible Status,2025-03-31,,Eligible,Verified
VISA001291,DUD101141,Work Visa,2021-08-01,,Eligible,Verified
VISA001292,DUD101142,Work Visa,2025-11-14,,Eligible,Verified
VISA001293,DUD101143,Work Visa,2022-02-14,,Eligible,Verified
VISA001294,DUD101144,Other Work-Eligible Status,2024-10-22,,Eligible,Verified
VISA001295,DUD101145,Spouse of Japanese National,2024-05-13,,Eligible,Verified
VISA001296,DUD101146,Work Visa,2019-10-26,,Eligible,Verified
VISA001297,DUD101147,Long-Term Resident,2022-09-05,,Eligible,Verified
VISA001298,DUD101148,Spouse of Japanese National,2020-06-20,,Eligible,Verified
VISA001299,DUD101149,Permanent Resident,2025-12-16,,Eligible,Verified
VISA001300,DUD101150,Work Visa,2024-04-05,,Pending,Verified
VISA001301,DUD101151,Student Visa with Work Permission,2020-08-10,,Eligible,Verified
VISA001302,DUD101152,Spouse of Japanese National,2021-11-30,,Eligible,Verified
VISA001303,DUD101153,Work Visa,2025-05-31,,Eligible,Verified
VISA001304,DUD101154,Work Visa,2025-05-20,,Eligible,Verified
VISA001305,DUD101155,Work Visa,2019-08-05,,Eligible,Verified
VISA001306,DUD101156,Student Visa with Work Permission,2023-06-01,,Eligible,Verified
VISA001307,DUD101157,Work Visa,2022-07-18,,Eligible,Verified
VISA001308,DUD101158,Work Visa,2022-07-13,,Pending,Verified
VISA001309,DUD101159,Permanent Resident,2023-07-07,,Eligible,Verified
VISA001310,DUD101160,Permanent Resident,2025-01-01,,Eligible,Verified
VISA001311,DUD101161,Work Visa,2021-08-06,,Pending,Verified
VISA001312,DUD101162,Work Visa,2022-02-25,,Eligible,Verified
VISA001313,DUD101163,Work Visa,2021-06-15,,Eligible,Verified
VISA001314,DUD101164,Spouse of Japanese National,2025-02-22,,Eligible,Verified
VISA001315,DUD101165,Other Work-Eligible Status,2025-03-17,,Eligible,Verified
VISA001316,DUD101166,Permanent Resident,2023-07-03,,Eligible,Verified
VISA001317,DUD101167,Permanent Resident,2019-07-26,,Eligible,Verified
VISA001318,DUD101168,Work Visa,2025-01-28,,Eligible,Verified
VISA001319,DUD101169,Work Visa,2022-07-14,,Eligible,Verified
VISA001320,DUD101170,Permanent Resident,2020-05-25,,Eligible,Verified
VISA001321,DUD101171,Work Visa,2021-09-08,,Eligible,Verified
VISA001322,DUD101172,Work Visa,2023-08-15,,Eligible,Verified
VISA001323,DUD101173,Work Visa,2019-08-17,,Eligible,Verified
VISA001324,DUD101174,Work Visa,2022-07-01,,Eligible,Verified
VISA001325,DUD101175,Spouse of Japanese National,2026-01-08,,Eligible,Verified
VISA001326,DUD101176,Permanent Resident,2019-08-05,,Eligible,Verified
VISA001327,DUD101177,Work Visa,2023-12-11,,Eligible,Verified
VISA001328,DUD101178,Spouse of Japanese National,2023-01-19,,Eligible,Verified
VISA001329,DUD101179,Work Visa,2019-11-29,,Eligible,Verified
VISA001330,DUD101180,Work Visa,2021-04-12,,Eligible,Verified
VISA001331,DUD101181,Spouse of Japanese National,2020-11-24,,Eligible,Verified
VISA001332,DUD101182,Work Visa,2021-12-13,,Eligible,Verified
VISA001333,DUD101183,Permanent Resident,2023-06-10,,Eligible,Verified
VISA001334,DUD101184,Work Visa,2024-05-07,,Eligible,Verified
VISA001335,DUD101185,Spouse of Japanese National,2026-01-15,,Eligible,Verified
VISA001336,DUD101186,Long-Term Resident,2025-08-23,,Eligible,Verified
VISA001337,DUD101187,Dependent Visa with Work Permission,2021-05-22,,Eligible,Verified
VISA001338,DUD101188,Long-Term Resident,2019-07-21,,Eligible,Verified
VISA001339,DUD101189,Long-Term Resident,2026-01-30,,Eligible,Verified
VISA001340,DUD101190,Long-Term Resident,2020-07-30,,Eligible,Verified
VISA001341,DUD101191,Student Visa with Work Permission,2022-03-27,,Eligible,Verified
VISA001342,DUD101192,Work Visa,2022-10-24,,Eligible,Verified
VISA001343,DUD101193,Student Visa with Work Permission,2019-10-11,,Eligible,Verified
VISA001344,DUD101194,Long-Term Resident,2020-08-17,,Eligible,Verified
VISA001345,DUD101195,Work Visa,2020-03-03,2024-12-19,Eligible,Verified
VISA001346,DUD101195,Long-Term Resident,2024-12-20,,Eligible,Verified
VISA001347,DUD101196,Dependent Visa with Work Permission,2020-11-10,,Pending,Verified
VISA001348,DUD101197,Work Visa,2024-05-11,,Eligible,Verified
VISA001349,DUD101198,Work Visa,2024-08-23,,Eligible,Verified
VISA001350,DUD101199,Permanent Resident,2020-01-07,,Eligible,Verified
VISA001351,DUD101200,Long-Term Resident,2025-06-08,,Eligible,Verified
VISA001352,DUD101201,Long-Term Resident,2025-01-22,,Eligible,Verified
VISA001353,DUD101202,Work Visa,2022-04-06,,Eligible,Verified
VISA001354,DUD101203,Work Visa,2022-06-11,,Eligible,Verified
VISA001355,DUD101204,Work Visa,2021-03-27,,Eligible,Verified
VISA001356,DUD101205,Long-Term Resident,2025-05-25,,Eligible,Verified
VISA001357,DUD101206,Spouse of Japanese National,2020-08-10,,Eligible,Verified
VISA001358,DUD101207,Permanent Resident,2025-11-22,,Eligible,Verified
VISA001359,DUD101208,Long-Term Resident,2020-12-18,,Eligible,Verified
VISA001360,DUD101209,Work Visa,2023-09-19,,Eligible,Verified
VISA001361,DUD101210,Student Visa with Work Permission,2021-03-16,,Eligible,Verified
VISA001362,DUD101211,Permanent Resident,2026-02-14,,Pending,Verified
VISA001363,DUD101212,Work Visa,2021-11-18,,Eligible,Verified
VISA001364,DUD101213,Work Visa,2025-07-05,,Eligible,Verified
VISA001365,DUD101214,Permanent Resident,2021-12-17,,Eligible,Verified
VISA001366,DUD101215,Spouse of Japanese National,2020-01-09,,Eligible,Verified
VISA001367,DUD101216,Work Visa,2021-01-16,,Eligible,Verified
VISA001368,DUD101217,Work Visa,2021-12-09,,Eligible,Verified
VISA001369,DUD101218,Work Visa,2020-08-29,,Eligible,Verified
VISA001370,DUD101219,Work Visa,2021-06-16,,Eligible,Verified
VISA001371,DUD101220,Work Visa,2021-10-24,2023-12-09,Eligible,Verified
VISA001372,DUD101220,Spouse of Japanese National,2023-12-10,,Eligible,Verified
VISA001373,DUD101221,Permanent Resident,2024-09-05,,Eligible,Verified
VISA001374,DUD101222,Work Visa,2023-05-28,,Eligible,Verified
VISA001375,DUD101223,Spouse of Japanese National,2025-07-16,,Eligible,Verified
VISA001376,DUD101224,Work Visa,2025-01-23,,Pending,Verified
VISA001377,DUD101225,Work Visa,2022-05-02,,Eligible,Verified
VISA001378,DUD101226,Work Visa,2021-03-22,,Eligible,Verified
VISA001379,DUD101227,Spouse of Japanese National,2022-04-23,,Eligible,Verified
VISA001380,DUD101228,Dependent Visa with Work Permission,2025-02-28,,Eligible,Verified
VISA001381,DUD101229,Long-Term Resident,2023-03-09,,Eligible,Verified
VISA001382,DUD101230,Permanent Resident,2024-05-03,,Eligible,Verified
VISA001383,DUD101231,Other Work-Eligible Status,2023-02-12,,Eligible,Verified
VISA001384,DUD101232,Work Visa,2024-01-28,,Pending,Verified
VISA001385,DUD101233,Other Work-Eligible Status,2021-11-28,,Eligible,Verified
VISA001386,DUD101234,Permanent Resident,2021-08-03,,Eligible,Verified
VISA001387,DUD101235,Permanent Resident,2021-10-09,,Eligible,Verified
VISA001388,DUD101236,Work Visa,2021-03-16,,Pending,Verified
VISA001389,DUD101237,Work Visa,2019-05-20,,Eligible,Verified
VISA001390,DUD101238,Work Visa,2019-07-26,,Eligible,Verified
VISA001391,DUD101239,Permanent Resident,2023-05-14,,Eligible,Verified
VISA001392,DUD101240,Student Visa with Work Permission,2022-01-05,,Eligible,Verified
VISA001393,DUD101241,Work Visa,2021-10-05,,Eligible,Verified
VISA001394,DUD101242,Work Visa,2020-06-09,,Eligible,Verified
VISA001395,DUD101243,Work Visa,2023-05-21,,Eligible,Verified
VISA001396,DUD101244,Work Visa,2024-10-17,,Eligible,Verified
VISA001397,DUD101245,Permanent Resident,2020-07-26,,Eligible,Verified
VISA001398,DUD101246,Work Visa,2025-12-19,,Eligible,Verified
VISA001399,DUD101247,Work Visa,2020-09-21,,Eligible,Verified
VISA001400,DUD101248,Work Visa,2025-07-03,,Eligible,Verified
VISA001401,DUD101249,Spouse of Japanese National,2021-12-15,,Eligible,Verified
VISA001402,DUD101250,Other Work-Eligible Status,2025-09-16,,Eligible,Verified
VISA001403,DUD101251,Permanent Resident,2021-03-10,,Eligible,Verified
VISA001404,DUD101252,Work Visa,2021-07-12,,Pending,Verified
VISA001405,DUD101253,Work Visa,2021-01-01,,Eligible,Verified
VISA001406,DUD101254,Work Visa,2020-04-03,,Eligible,Verified
VISA001407,DUD101255,Work Visa,2022-01-19,,Eligible,Verified
VISA001408,DUD101256,Work Visa,2020-06-02,2024-05-07,Eligible,Verified
VISA001409,DUD101256,Spouse of Japanese National,2024-05-08,,Eligible,Verified
VISA001410,DUD101257,Spouse of Japanese National,2022-12-02,,Eligible,Verified
VISA001411,DUD101258,Work Visa,2020-01-21,,Eligible,Verified
VISA001412,DUD101259,Spouse of Japanese National,2021-11-07,,Eligible,Verified
VISA001413,DUD101260,Work Visa,2022-03-28,,Eligible,Verified
VISA001414,DUD101261,Dependent Visa with Work Permission,2024-10-25,,Eligible,Verified
VISA001415,DUD101262,Student Visa with Work Permission,2020-09-27,,Eligible,Verified
VISA001416,DUD101263,Spouse of Japanese National,2019-11-30,,Eligible,Verified
VISA001417,DUD101264,Other Work-Eligible Status,2024-04-05,,Eligible,Verified
VISA001418,DUD101265,Work Visa,2022-02-06,,Eligible,Verified
VISA001419,DUD101266,Other Work-Eligible Status,2020-05-30,,Eligible,Verified
VISA001420,DUD101267,Work Visa,2020-12-15,,Eligible,Verified
VISA001421,DUD101268,Spouse of Japanese National,2021-11-04,,Eligible,Verified
VISA001422,DUD101269,Work Visa,2021-06-14,,Eligible,Verified
VISA001423,DUD101270,Work Visa,2025-07-16,,Eligible,Verified
VISA001424,DUD101271,Work Visa,2023-09-12,,Eligible,Verified
VISA001425,DUD101272,Work Visa,2020-05-24,,Eligible,Verified
VISA001426,DUD101273,Other Work-Eligible Status,2022-03-29,,Eligible,Verified
VISA001427,DUD101274,Permanent Resident,2022-03-01,,Eligible,Verified
VISA001428,DUD101275,Permanent Resident,2021-07-06,,Eligible,Verified
VISA001429,DUD101276,Dependent Visa with Work Permission,2024-09-16,,Eligible,Verified
VISA001430,DUD101277,Long-Term Resident,2025-12-11,,Eligible,Verified
VISA001431,DUD101278,Long-Term Resident,2020-10-23,,Eligible,Verified
VISA001432,DUD101279,Permanent Resident,2022-03-01,,Eligible,Verified
VISA001433,DUD101280,Work Visa,2025-04-26,,Eligible,Verified
VISA001434,DUD101281,Other Work-Eligible Status,2020-08-19,,Eligible,Verified
VISA001435,DUD101282,Long-Term Resident,2022-03-15,,Eligible,Verified
VISA001436,DUD101283,Long-Term Resident,2020-04-08,,Eligible,Verified
VISA001437,DUD101284,Work Visa,2024-08-27,,Eligible,Verified
VISA001438,DUD101285,Spouse of Japanese National,2024-01-15,,Eligible,Verified
VISA001439,DUD101286,Work Visa,2023-09-22,,Eligible,Verified
VISA001440,DUD101287,Student Visa with Work Permission,2024-01-23,,Eligible,Verified
VISA001441,DUD101288,Work Visa,2022-01-16,,Eligible,Verified
VISA001442,DUD101289,Permanent Resident,2024-02-23,,Eligible,Verified
VISA001443,DUD101290,Work Visa,2020-07-24,,Eligible,Verified
VISA001444,DUD101291,Work Visa,2023-11-23,,Eligible,Verified
VISA001445,DUD101292,Work Visa,2022-06-08,,Eligible,Verified
VISA001446,DUD101293,Permanent Resident,2019-12-30,,Eligible,Verified
VISA001447,DUD101294,Work Visa,2019-05-09,,Eligible,Verified
VISA001448,DUD101295,Work Visa,2021-05-25,2024-10-06,Eligible,Verified
VISA001449,DUD101295,Long-Term Resident,2024-10-07,,Eligible,Verified
VISA001450,DUD101296,Other Work-Eligible Status,2024-12-17,,Eligible,Verified
VISA001451,DUD101297,Long-Term Resident,2026-01-08,,Eligible,Verified
VISA001452,DUD101298,Work Visa,2020-02-29,2024-07-09,Eligible,Verified
VISA001453,DUD101298,Long-Term Resident,2024-07-10,,Eligible,Verified
VISA001454,DUD101299,Spouse of Japanese National,2025-10-06,,Eligible,Verified
VISA001455,DUD101300,Permanent Resident,2022-08-22,,Eligible,Verified
VISA001456,DUD101301,Other Work-Eligible Status,2024-02-27,,Eligible,Verified
VISA001457,DUD101302,Spouse of Japanese National,2022-10-09,,Eligible,Verified
VISA001458,DUD101303,Work Visa,2020-10-14,2023-02-26,Eligible,Verified
VISA001459,DUD101303,Spouse of Japanese National,2023-02-27,,Eligible,Verified
VISA001460,DUD101304,Work Visa,2019-05-30,,Eligible,Verified
VISA001461,DUD101305,Permanent Resident,2022-10-06,,Eligible,Verified
VISA001462,DUD101306,Spouse of Japanese National,2024-12-17,,Eligible,Verified
VISA001463,DUD101307,Spouse of Japanese National,2024-11-02,,Eligible,Verified
VISA001464,DUD101308,Permanent Resident,2023-11-24,,Eligible,Verified
VISA001465,DUD101309,Other Work-Eligible Status,2024-08-22,,Eligible,Verified
VISA001466,DUD101310,Work Visa,2022-04-19,,Eligible,Verified
VISA001467,DUD101311,Work Visa,2024-01-31,,Eligible,Verified
VISA001468,DUD101312,Permanent Resident,2024-04-15,,Eligible,Verified
VISA001469,DUD101313,Work Visa,2021-02-25,,Eligible,Verified
VISA001470,DUD101314,Other Work-Eligible Status,2019-12-30,,Eligible,Verified
VISA001471,DUD101315,Work Visa,2025-05-28,,Eligible,Verified
VISA001472,DUD101316,Work Visa,2020-06-15,2021-07-28,Eligible,Verified
VISA001473,DUD101316,Long-Term Resident,2021-07-29,,Eligible,Verified
VISA001474,DUD101317,Work Visa,2023-04-20,,Eligible,Verified
VISA001475,DUD101318,Work Visa,2022-11-10,,Eligible,Verified
VISA001476,DUD101319,Work Visa,2025-11-12,,Eligible,Verified
VISA001477,DUD101320,Permanent Resident,2024-05-05,,Pending,Verified
VISA001478,DUD101321,Other Work-Eligible Status,2021-11-01,,Eligible,Verified
VISA001479,DUD101322,Dependent Visa with Work Permission,2025-08-13,,Eligible,Verified
VISA001480,DUD101323,Work Visa,2019-04-09,,Eligible,Verified
VISA001481,DUD101324,Spouse of Japanese National,2020-08-11,,Eligible,Verified
VISA001482,DUD101325,Work Visa,2022-11-18,,Eligible,Verified
VISA001483,DUD101326,Spouse of Japanese National,2022-10-02,,Eligible,Verified
VISA001484,DUD101327,Work Visa,2022-06-16,,Eligible,Verified
VISA001485,DUD101328,Work Visa,2019-06-21,,Pending,Verified
VISA001486,DUD101329,Work Visa,2025-11-25,,Eligible,Verified
VISA001487,DUD101330,Work Visa,2025-06-21,,Eligible,Verified
VISA001488,DUD101331,Student Visa with Work Permission,2024-02-26,,Eligible,Verified
VISA001489,DUD101332,Permanent Resident,2024-05-28,,Eligible,Verified
VISA001490,DUD101333,Long-Term Resident,2023-04-22,,Eligible,Verified
VISA001491,DUD101334,Student Visa with Work Permission,2025-09-08,,Eligible,Verified
VISA001492,DUD101335,Permanent Resident,2020-11-01,,Eligible,Verified
VISA001493,DUD101336,Student Visa with Work Permission,2024-02-26,,Eligible,Verified
VISA001494,DUD101337,Work Visa,2023-05-18,,Eligible,Verified
