employment_history_id,employee_id,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,assignment_status
EMPLOY000708,DUD100708,2024-03-20,2025-12-31,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000709,DUD100709,2022-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000710,DUD100710,2023-06-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000711,DUD100711,2025-02-22,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000712,DUD100712,2024-03-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000713,DUD100713,2022-03-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000714,DUD100714,2021-03-18,2022-04-21,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000715,DUD100715,2025-10-11,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000716,DUD100716,2024-07-28,2025-04-21,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000717,DUD100717,2025-02-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000718,DUD100718,2024-09-14,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000719,DUD100719,2024-01-30,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000720,DUD100720,2026-04-27,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000721,DUD100721,2024-06-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000722,DUD100722,2023-10-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000723,DUD100723,2021-06-09,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000724,DUD100724,2022-11-02,2023-10-26,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000725,DUD100725,2023-03-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000726,DUD100726,2024-08-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000727,DUD100727,2026-06-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000728,DUD100728,2026-01-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000729,DUD100729,2023-05-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000730,DUD100730,2023-08-30,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000731,DUD100731,2021-05-11,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000732,DUD100732,2022-12-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000733,DUD100733,2024-09-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000734,DUD100734,2024-02-16,2024-12-09,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY000735,DUD100735,2024-07-28,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000736,DUD100736,2025-12-06,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000737,DUD100737,2023-12-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000738,DUD100738,2024-01-14,,Active,Full-time,Lead Trainer,6,Initial Hire,,Awaiting Assignment
EMPLOY000739,DUD100739,2021-05-12,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000740,DUD100740,2024-12-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000741,DUD100741,2021-11-16,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000742,DUD100742,2021-08-21,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000743,DUD100743,2021-02-16,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000744,DUD100744,2024-10-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000745,DUD100745,2023-08-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000746,DUD100746,2023-07-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000747,DUD100747,2021-11-28,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000748,DUD100748,2023-02-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000749,DUD100749,2023-07-10,2025-06-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY000750,DUD100750,2021-02-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000751,DUD100751,2023-08-31,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000752,DUD100752,2021-01-29,2021-10-16,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000753,DUD100753,2022-02-21,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000754,DUD100754,2022-03-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000755,DUD100755,2025-06-04,,Active,Full-time,Trainer,4,Initial Hire,,Awaiting Assignment
EMPLOY000756,DUD100756,2021-08-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000757,DUD100757,2026-08-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000758,DUD100758,2022-09-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000759,DUD100759,2025-03-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000760,DUD100760,2023-06-27,2025-03-01,Inactive,Full-time,Lead Trainer,6,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000761,DUD100761,2023-05-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000762,DUD100762,2026-07-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000763,DUD100763,2024-08-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000764,DUD100764,2024-01-24,2024-06-24,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY000765,DUD100765,2021-09-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000766,DUD100766,2026-01-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000767,DUD100767,2024-07-26,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000768,DUD100768,2025-10-09,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000769,DUD100769,2022-06-14,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000770,DUD100770,2025-04-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000771,DUD100771,2021-03-15,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000772,DUD100772,2024-03-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000773,DUD100773,2024-12-20,2025-12-14,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000774,DUD100774,2024-03-10,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY000775,DUD100775,2025-02-21,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000776,DUD100776,2023-02-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000777,DUD100777,2024-03-07,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000778,DUD100778,2023-05-04,2025-01-15,Inactive,Full-time,Senior Trainer,5,Initial Hire,Career Change,Assigned
EMPLOY000779,DUD100779,2025-01-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000780,DUD100780,2026-01-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000781,DUD100781,2025-01-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000782,DUD100782,2025-09-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000783,DUD100783,2021-12-07,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY000784,DUD100784,2024-10-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000785,DUD100785,2024-03-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000786,DUD100786,2022-11-26,2023-05-18,Inactive,Full-time,Senior Teacher,3,Initial Hire,Personal Reasons,Assigned
EMPLOY000787,DUD100787,2025-04-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000788,DUD100788,2026-02-06,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000789,DUD100789,2024-08-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000790,DUD100790,2024-07-26,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000791,DUD100791,2024-12-03,2026-03-04,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,Awaiting Assignment
EMPLOY000792,DUD100792,2026-04-02,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000793,DUD100793,2025-10-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000794,DUD100794,2026-02-10,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000795,DUD100795,2025-09-05,,Active,Full-time,Trainer,4,Initial Hire,,Awaiting Assignment
EMPLOY000796,DUD100796,2024-08-29,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000797,DUD100797,2026-07-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000798,DUD100798,2023-09-25,2025-02-16,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Assigned
EMPLOY000799,DUD100799,2023-09-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000800,DUD100800,2023-10-22,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000801,DUD100801,2022-07-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000802,DUD100802,2026-03-14,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000803,DUD100803,2025-06-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000804,DUD100804,2022-10-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000805,DUD100805,2026-07-29,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000806,DUD100806,2023-01-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000807,DUD100807,2022-05-04,2023-06-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY000808,DUD100808,2025-06-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000809,DUD100809,2023-08-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000810,DUD100810,2021-09-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000811,DUD100811,2023-04-15,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000812,DUD100812,2021-09-20,2023-09-08,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY000813,DUD100813,2024-02-16,2026-06-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000814,DUD100814,2023-03-11,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000815,DUD100815,2025-09-24,2026-02-09,Inactive,Full-time,Senior Trainer,5,Initial Hire,Performance,Assigned
EMPLOY000816,DUD100816,2022-01-14,2024-04-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Awaiting Assignment
EMPLOY000817,DUD100817,2024-04-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000818,DUD100818,2021-09-19,2023-10-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Awaiting Assignment
EMPLOY000819,DUD100819,2021-03-25,2023-02-01,Inactive,Full-time,Trainer,4,Initial Hire,Relocation,Assigned
EMPLOY000820,DUD100820,2025-09-21,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000821,DUD100821,2022-03-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000822,DUD100822,2021-07-21,2023-09-17,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY000823,DUD100823,2024-09-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000824,DUD100824,2023-02-25,2024-09-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000825,DUD100825,2023-11-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000826,DUD100826,2022-09-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000827,DUD100827,2024-11-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000828,DUD100828,2021-03-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000829,DUD100829,2025-01-25,2026-01-15,Inactive,Full-time,Senior Teacher,3,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000830,DUD100830,2022-05-15,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000831,DUD100831,2021-01-31,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000832,DUD100832,2022-05-22,2023-12-11,Inactive,Full-time,Senior Trainer,5,Initial Hire,Personal Reasons,Assigned
EMPLOY000833,DUD100833,2021-12-19,2022-08-21,Inactive,Full-time,Trainer,4,Initial Hire,Relocation,Awaiting Assignment
EMPLOY000834,DUD100834,2025-03-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000835,DUD100835,2022-05-16,2024-05-01,Inactive,Full-time,Senior Teacher,3,Initial Hire,Contract End,Assigned
EMPLOY000836,DUD100836,2025-01-23,2025-07-13,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Assigned
EMPLOY000837,DUD100837,2022-05-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000838,DUD100838,2025-03-28,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000839,DUD100839,2026-03-12,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000840,DUD100840,2023-08-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000841,DUD100841,2022-09-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000842,DUD100842,2022-10-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000843,DUD100843,2023-12-18,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000844,DUD100844,2025-03-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000845,DUD100845,2026-03-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000846,DUD100846,2022-10-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000847,DUD100847,2023-08-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000848,DUD100848,2023-10-31,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000849,DUD100849,2021-10-20,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000850,DUD100850,2026-04-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000851,DUD100851,2025-08-20,2027-02-26,Inactive,Full-time,Trainer,4,Initial Hire,Career Change,Assigned
EMPLOY000852,DUD100852,2024-09-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000853,DUD100853,2021-07-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000854,DUD100854,2025-02-01,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000855,DUD100855,2023-12-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000856,DUD100856,2021-02-13,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000857,DUD100857,2024-04-11,2025-03-10,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000858,DUD100858,2022-06-19,2023-11-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000859,DUD100859,2021-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000860,DUD100860,2024-03-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000861,DUD100861,2025-09-29,2027-10-28,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000862,DUD100862,2026-05-13,2028-07-21,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000863,DUD100863,2025-09-27,2026-03-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Awaiting Assignment
EMPLOY000864,DUD100864,2022-07-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000865,DUD100865,2022-08-25,2024-09-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY000866,DUD100866,2022-11-21,2024-03-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000867,DUD100867,2023-03-18,2023-07-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000868,DUD100868,2025-11-12,2028-02-23,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY000869,DUD100869,2025-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000870,DUD100870,2026-04-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000871,DUD100871,2024-09-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000872,DUD100872,2023-05-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000873,DUD100873,2022-08-25,2024-01-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000874,DUD100874,2023-09-18,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000875,DUD100875,2023-08-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000876,DUD100876,2025-01-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000877,DUD100877,2024-07-11,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000878,DUD100878,2026-07-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000879,DUD100879,2025-09-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000880,DUD100880,2025-02-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000881,DUD100881,2025-01-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000882,DUD100882,2024-08-22,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000883,DUD100883,2022-12-19,2023-05-04,Inactive,Full-time,Senior Trainer,5,Initial Hire,Performance,Assigned
EMPLOY000884,DUD100884,2022-12-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000885,DUD100885,2021-06-09,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000886,DUD100886,2023-10-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000887,DUD100887,2025-07-03,2027-09-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000888,DUD100888,2025-11-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000889,DUD100889,2023-05-06,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000890,DUD100890,2024-09-18,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000891,DUD100891,2021-12-09,2022-12-01,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY000892,DUD100892,2021-03-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000893,DUD100893,2025-03-23,2027-04-20,Inactive,Full-time,Trainer,4,Initial Hire,Relocation,Assigned
EMPLOY000894,DUD100894,2026-07-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000895,DUD100895,2026-04-11,2026-11-14,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Assigned
EMPLOY000896,DUD100896,2024-09-03,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000897,DUD100897,2021-11-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000898,DUD100898,2022-09-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000899,DUD100899,2025-02-15,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000900,DUD100900,2021-01-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000901,DUD100901,2025-08-05,2026-03-09,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Assigned
EMPLOY000902,DUD100902,2026-07-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000903,DUD100903,2024-03-18,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000904,DUD100904,2022-06-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000905,DUD100905,2024-06-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000906,DUD100906,2021-03-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000907,DUD100907,2025-01-11,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000908,DUD100908,2024-03-15,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000909,DUD100909,2023-06-05,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000910,DUD100910,2023-06-02,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000911,DUD100911,2024-10-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000912,DUD100912,2022-06-03,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000913,DUD100913,2024-09-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000914,DUD100914,2025-06-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000915,DUD100915,2023-11-01,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000916,DUD100916,2024-04-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000917,DUD100917,2025-12-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000918,DUD100918,2025-05-20,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000919,DUD100919,2022-07-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000920,DUD100920,2021-10-30,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000921,DUD100921,2025-11-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000922,DUD100922,2025-01-11,2025-09-10,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY000923,DUD100923,2024-04-06,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000924,DUD100924,2021-10-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000925,DUD100925,2026-05-17,2028-08-26,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000926,DUD100926,2022-04-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000927,DUD100927,2026-06-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000928,DUD100928,2022-03-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000929,DUD100929,2023-12-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000930,DUD100930,2024-06-20,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000931,DUD100931,2023-10-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000932,DUD100932,2024-12-01,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000933,DUD100933,2021-07-12,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000934,DUD100934,2022-07-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000935,DUD100935,2021-08-20,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000936,DUD100936,2023-10-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000937,DUD100937,2022-02-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000938,DUD100938,2022-03-09,2024-06-22,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000939,DUD100939,2024-10-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000940,DUD100940,2025-05-18,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000941,DUD100941,2024-11-09,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000942,DUD100942,2021-12-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000943,DUD100943,2021-02-18,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000944,DUD100944,2024-08-03,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
