client_feedback_id,client_id,assignment_id,employee_id,feedback_date,overall_satisfaction,teacher_performance,reliability,communication,lesson_quality,professionalism,assignment_satisfaction,renewal_intention,complaint_flag,complaint_category,comments
CFB0005147,CLI0016,ASG002049,DUD101322,2023-03-03,3,3,2,2,2,4,4,Maybe,False,,
CFB0005148,CLI0060,ASG002050,DUD101322,2026-03-11,4,3,4,4,4,3,4,Maybe,False,,
CFB0005149,CLI0060,ASG002050,DUD101322,2025-04-20,3,3,2,4,2,2,3,Yes,False,,
CFB0005150,CLI0060,ASG002050,DUD101322,2026-01-15,2,2,2,1,3,2,3,No,False,,
CFB0005151,CLI0158,ASG002051,DUD101323,2021-09-03,5,5,5,5,4,4,4,Yes,True,Professionalism,
CFB0005152,CLI0102,ASG002052,DUD101323,2022-11-18,4,5,3,4,3,3,3,Yes,False,,
CFB0005153,CLI0102,ASG002052,DUD101323,2022-04-18,5,5,5,5,5,4,5,Yes,False,,
CFB0005154,CLI0102,ASG002052,DUD101323,2023-04-19,5,4,5,5,5,4,4,Yes,True,Punctuality,
CFB0005155,CLI0102,ASG002052,DUD101323,2022-10-30,2,2,1,1,3,2,2,No,False,,
CFB0005156,CLI0156,ASG002053,DUD101324,2025-12-16,3,3,3,2,3,3,3,Maybe,True,Attendance,
CFB0005157,CLI0193,ASG002054,DUD101325,2025-07-10,4,4,3,4,5,4,4,Yes,False,,
CFB0005158,CLI0193,ASG002054,DUD101325,2025-11-09,1,1,2,1,1,1,1,Maybe,False,,
CFB0005159,CLI0076,ASG002055,DUD101325,2026-06-30,4,4,4,3,4,5,4,Yes,False,,
CFB0005160,CLI0172,ASG002056,DUD101326,2023-01-05,5,5,5,5,5,5,5,Yes,False,,
CFB0005161,CLI0172,ASG002056,DUD101326,2023-04-16,5,4,5,5,4,5,5,Yes,False,,
CFB0005162,CLI0267,ASG002057,DUD101326,2025-12-05,3,4,3,3,3,2,3,No,False,,
CFB0005163,CLI0267,ASG002057,DUD101326,2024-03-29,4,4,4,3,4,5,4,Yes,False,,
CFB0005164,CLI0267,ASG002057,DUD101326,2024-09-08,5,5,4,5,5,5,4,Yes,True,Classroom Management,
CFB0005165,CLI0267,ASG002057,DUD101326,2023-10-25,5,4,4,5,5,5,4,Yes,False,,
CFB0005166,CLI0259,ASG002058,DUD101327,2023-04-28,4,5,4,3,4,4,3,Maybe,True,Punctuality,
CFB0005167,CLI0259,ASG002058,DUD101327,2023-04-21,4,4,4,4,4,3,3,Yes,False,,
CFB0005168,CLI0259,ASG002058,DUD101327,2023-08-07,3,4,2,3,4,2,4,Maybe,False,,
CFB0005169,CLI0259,ASG002058,DUD101327,2023-07-17,5,4,5,5,5,4,4,Yes,False,,
CFB0005170,CLI0276,ASG002059,DUD101327,2023-11-23,5,5,5,4,4,5,5,Yes,True,Lesson Quality,
CFB0005171,CLI0131,ASG002060,DUD101327,2026-01-26,4,4,3,3,3,4,4,Yes,False,,
CFB0005172,CLI0131,ASG002060,DUD101327,2026-04-25,5,5,5,5,4,4,5,Maybe,False,,
CFB0005173,CLI0131,ASG002060,DUD101327,2025-08-10,3,3,2,4,3,4,4,Yes,False,,
CFB0005174,CLI0131,ASG002060,DUD101327,2026-07-28,3,3,3,3,2,3,4,Maybe,False,,
CFB0005175,CLI0211,ASG002061,DUD101328,2024-04-09,4,4,4,4,4,3,4,Maybe,False,,
CFB0005176,CLI0211,ASG002061,DUD101328,2024-02-05,3,2,2,3,2,4,2,No,False,,
CFB0005177,CLI0185,ASG002062,DUD101328,2025-09-09,5,5,4,5,5,5,5,Maybe,False,,
CFB0005178,CLI0215,ASG002063,DUD101329,2023-07-26,5,4,5,5,5,5,5,Yes,False,,
CFB0005179,CLI0068,ASG002064,DUD101330,2025-10-14,4,4,4,3,4,4,4,Yes,False,,
CFB0005180,CLI0068,ASG002064,DUD101330,2024-12-28,2,3,2,3,2,2,2,Yes,True,Punctuality,
CFB0005181,CLI0068,ASG002064,DUD101330,2026-06-20,5,5,5,4,5,4,5,No,False,,
CFB0005182,CLI0068,ASG002064,DUD101330,2023-05-04,3,3,2,2,3,3,2,Maybe,False,,
CFB0005183,CLI0084,ASG002065,DUD101331,2025-03-22,3,3,3,4,4,3,3,Maybe,False,,
CFB0005184,CLI0269,ASG002066,DUD101331,2025-09-22,3,2,4,2,3,3,3,Maybe,False,,
CFB0005185,CLI0269,ASG002066,DUD101331,2025-09-15,3,3,4,2,2,3,4,Yes,False,,
CFB0005186,CLI0269,ASG002066,DUD101331,2026-06-21,4,4,3,3,5,3,4,Yes,False,,
CFB0005187,CLI0109,ASG002067,DUD101332,2025-07-25,5,5,5,5,5,5,4,Yes,False,,
CFB0005188,CLI0092,ASG002068,DUD101332,2026-08-05,5,4,5,5,5,5,4,Yes,False,,
CFB0005189,CLI0092,ASG002068,DUD101332,2026-08-11,3,3,3,3,2,3,4,No,True,Professionalism,
CFB0005190,CLI0252,ASG002069,DUD101333,2026-01-02,4,5,3,4,5,3,4,Yes,False,,
CFB0005191,CLI0252,ASG002069,DUD101333,2026-06-17,3,3,2,3,2,3,3,Maybe,False,,
CFB0005192,CLI0252,ASG002069,DUD101333,2026-01-22,5,5,5,5,5,5,5,No,False,,
CFB0005193,CLI0056,ASG002070,DUD101334,2023-04-23,5,5,5,5,5,5,5,Yes,False,,
CFB0005194,CLI0052,ASG002071,DUD101334,2025-11-22,3,3,3,2,2,3,2,No,False,,
CFB0005195,CLI0012,ASG002072,DUD101335,2025-01-08,4,4,5,4,5,3,4,Yes,False,,
CFB0005196,CLI0012,ASG002072,DUD101335,2025-08-04,3,3,3,2,3,3,2,No,False,,
CFB0005197,CLI0012,ASG002072,DUD101335,2025-08-29,4,4,4,4,4,4,3,Yes,False,,
CFB0005198,CLI0012,ASG002072,DUD101335,2025-12-17,5,5,5,5,5,4,4,Yes,False,,
CFB0005199,CLI0186,ASG002073,DUD101336,2026-04-01,4,4,4,3,4,4,5,Yes,False,,
CFB0005200,CLI0186,ASG002073,DUD101336,2026-02-08,3,4,2,3,3,2,4,Yes,False,,
CFB0005201,CLI0186,ASG002073,DUD101336,2026-02-27,4,4,3,5,4,4,3,Yes,False,,
CFB0005202,CLI0186,ASG002073,DUD101336,2025-12-18,4,5,3,4,5,5,3,Yes,False,,
CFB0005203,CLI0295,ASG002074,DUD101336,2026-08-20,4,3,3,3,5,3,3,Yes,False,,
CFB0005204,CLI0295,ASG002074,DUD101336,2026-08-20,5,4,5,5,5,5,4,Maybe,False,,
CFB0005205,CLI0295,ASG002074,DUD101336,2026-08-20,4,4,3,4,4,3,4,Yes,False,,
CFB0005206,CLI0288,ASG002075,DUD101337,2026-03-24,4,3,4,5,4,4,4,Maybe,False,,
CFB0005207,CLI0288,ASG002075,DUD101337,2026-03-28,5,4,5,5,5,5,4,Yes,False,,
CFB0005208,CLI0288,ASG002075,DUD101337,2026-03-09,4,3,3,4,3,5,3,Yes,False,,
CFB0005209,CLI0288,ASG002075,DUD101337,2026-05-04,5,5,4,5,4,5,4,Yes,False,,
CFB0005210,CLI0012,ASG002076,DUD101338,2026-01-22,4,3,3,4,4,4,4,Yes,False,,
CFB0005211,CLI0012,ASG002076,DUD101338,2026-10-30,4,5,4,4,3,4,5,Yes,False,,
CFB0005212,CLI0288,ASG002077,DUD101339,2025-10-30,5,5,4,4,5,5,4,Maybe,False,,
CFB0005213,CLI0061,ASG002078,DUD101340,2023-04-28,4,4,4,4,3,4,3,Maybe,False,,
CFB0005214,CLI0061,ASG002078,DUD101340,2023-09-17,4,5,4,5,5,3,4,Yes,False,,
CFB0005215,CLI0235,ASG002079,DUD101340,2023-12-27,3,2,3,3,3,3,2,No,False,,
CFB0005216,CLI0106,ASG002080,DUD101341,2025-05-31,4,4,4,4,3,5,4,Maybe,False,,
CFB0005217,CLI0106,ASG002080,DUD101341,2026-07-04,3,2,3,4,2,3,4,No,False,,
CFB0005218,CLI0106,ASG002080,DUD101341,2023-11-07,4,4,5,4,4,3,4,Maybe,False,,
CFB0005219,CLI0106,ASG002080,DUD101341,2026-07-22,3,3,2,4,3,3,3,Yes,False,,
CFB0005220,CLI0130,ASG002081,DUD101342,2025-03-24,3,2,3,3,3,3,3,Yes,False,,
CFB0005221,CLI0130,ASG002081,DUD101342,2025-04-16,4,5,4,4,4,4,3,Yes,False,,
CFB0005222,CLI0130,ASG002081,DUD101342,2025-05-25,5,5,5,5,5,4,5,Yes,False,,
CFB0005223,CLI0058,ASG002082,DUD101342,2025-07-30,4,5,4,3,4,5,5,Yes,False,,
CFB0005224,CLI0058,ASG002082,DUD101342,2025-10-27,3,3,3,2,3,2,3,Maybe,False,,
CFB0005225,CLI0176,ASG002083,DUD101342,2026-07-02,4,4,4,4,3,3,4,Yes,False,,
CFB0005226,CLI0176,ASG002083,DUD101342,2026-07-13,2,2,3,2,1,1,3,Maybe,False,,
CFB0005227,CLI0112,ASG002084,DUD101343,2021-12-22,2,2,3,2,1,2,2,Maybe,False,,
CFB0005228,CLI0112,ASG002084,DUD101343,2022-03-12,5,5,5,5,5,5,5,No,False,,
CFB0005229,CLI0162,ASG002085,DUD101344,2022-01-30,4,4,4,4,4,5,4,Yes,False,,
CFB0005230,CLI0162,ASG002085,DUD101344,2022-11-20,4,4,4,4,5,4,4,Yes,True,Attendance,
CFB0005231,CLI0162,ASG002085,DUD101344,2022-09-26,4,4,4,3,5,4,3,Yes,False,,
CFB0005232,CLI0188,ASG002086,DUD101344,2023-06-28,4,5,5,4,5,4,3,Yes,True,Lesson Quality,
CFB0005233,CLI0188,ASG002086,DUD101344,2023-07-29,3,4,3,2,3,4,3,Maybe,True,Punctuality,
CFB0005234,CLI0188,ASG002086,DUD101344,2024-02-17,4,5,3,5,5,3,5,Maybe,False,,
CFB0005235,CLI0188,ASG002086,DUD101344,2023-06-22,5,4,4,5,4,5,5,Yes,False,,
CFB0005236,CLI0284,ASG002087,DUD101345,2024-12-09,4,3,5,4,3,4,4,Maybe,False,,
CFB0005237,CLI0284,ASG002087,DUD101345,2024-11-27,5,4,5,5,5,5,5,Yes,False,,
CFB0005238,CLI0284,ASG002087,DUD101345,2024-11-18,5,5,5,5,5,5,5,Yes,False,,
CFB0005239,CLI0260,ASG002088,DUD101346,2026-07-27,4,4,3,3,3,4,5,Yes,False,,
CFB0005240,CLI0260,ASG002088,DUD101346,2023-12-14,2,1,2,2,2,2,2,No,False,,
CFB0005241,CLI0260,ASG002088,DUD101346,2026-01-26,4,3,3,4,5,4,5,Yes,False,,
CFB0005242,CLI0182,ASG002089,DUD101347,2022-01-25,5,5,5,5,5,5,5,Yes,False,,
CFB0005243,CLI0182,ASG002089,DUD101347,2021-09-18,4,3,4,4,4,5,3,Yes,False,,
CFB0005244,CLI0182,ASG002089,DUD101347,2021-12-01,4,5,5,3,4,3,3,Yes,False,,
CFB0005245,CLI0182,ASG002089,DUD101347,2021-12-28,4,5,5,4,3,4,3,Maybe,False,,
CFB0005246,CLI0034,ASG002090,DUD101347,2026-04-22,4,4,4,5,5,4,5,Maybe,False,,
CFB0005247,CLI0034,ASG002090,DUD101347,2022-08-17,5,5,5,5,4,5,4,Maybe,False,,
CFB0005248,CLI0034,ASG002090,DUD101347,2026-08-08,5,5,5,5,5,5,5,Yes,False,,
CFB0005249,CLI0279,ASG002091,DUD101348,2024-02-26,2,1,2,2,1,2,3,Maybe,False,,
CFB0005250,CLI0279,ASG002091,DUD101348,2024-01-20,3,4,3,3,3,2,4,Maybe,False,,
CFB0005251,CLI0120,ASG002092,DUD101349,2025-01-29,2,2,3,1,2,2,2,Maybe,False,,
CFB0005252,CLI0120,ASG002092,DUD101349,2022-12-16,4,5,5,4,4,5,4,Yes,False,,
CFB0005253,CLI0036,ASG002093,DUD101350,2024-05-13,3,2,3,3,3,3,4,Yes,False,,
CFB0005254,CLI0036,ASG002093,DUD101350,2024-01-26,3,4,3,3,3,3,3,Maybe,True,Attendance,
CFB0005255,CLI0036,ASG002093,DUD101350,2024-01-30,4,4,4,5,4,3,5,Yes,True,Classroom Management,
CFB0005256,CLI0240,ASG002094,DUD101350,2026-01-10,5,5,5,5,5,5,5,Yes,False,,
CFB0005257,CLI0080,ASG002095,DUD101351,2021-11-12,4,4,4,4,3,5,3,Yes,False,,
CFB0005258,CLI0080,ASG002095,DUD101351,2021-06-21,5,5,4,5,5,5,4,Yes,False,,
CFB0005259,CLI0080,ASG002095,DUD101351,2021-05-24,4,4,4,4,3,4,4,Yes,False,,
CFB0005260,CLI0201,ASG002096,DUD101351,2026-03-02,2,2,3,3,3,1,2,Maybe,False,,
CFB0005261,CLI0201,ASG002096,DUD101351,2023-03-17,4,4,4,3,3,5,3,Yes,False,,
CFB0005262,CLI0201,ASG002096,DUD101351,2023-12-06,4,5,5,3,4,4,4,Yes,False,,
CFB0005263,CLI0201,ASG002096,DUD101351,2025-10-01,3,4,3,4,4,4,3,Maybe,False,,
CFB0005264,CLI0092,ASG002097,DUD101352,2024-07-01,5,5,5,4,5,4,5,Yes,False,,
CFB0005265,CLI0092,ASG002097,DUD101352,2024-05-26,4,4,4,4,5,4,3,Yes,False,,
CFB0005266,CLI0092,ASG002097,DUD101352,2024-03-29,5,5,5,5,5,5,5,Yes,False,,
CFB0005267,CLI0105,ASG002098,DUD101352,2025-11-01,5,5,5,5,5,5,5,Yes,False,,
CFB0005268,CLI0105,ASG002098,DUD101352,2025-07-11,4,3,5,4,4,4,4,Yes,False,,
CFB0005269,CLI0105,ASG002098,DUD101352,2025-05-15,4,4,4,4,4,4,4,Yes,False,,
CFB0005270,CLI0105,ASG002098,DUD101352,2025-06-18,4,4,5,4,4,5,4,Yes,False,,
CFB0005271,CLI0259,ASG002099,DUD101353,2026-05-03,4,5,4,4,4,3,5,Yes,False,,
CFB0005272,CLI0259,ASG002099,DUD101353,2025-11-25,4,3,4,5,4,3,4,Maybe,False,,
CFB0005273,CLI0152,ASG002100,DUD101353,2027-08-06,4,4,5,5,4,4,5,Yes,False,,
CFB0005274,CLI0152,ASG002100,DUD101353,2027-06-17,4,3,4,5,4,4,3,No,False,,
CFB0005275,CLI0152,ASG002100,DUD101353,2027-07-15,4,4,4,5,5,3,3,Yes,False,,
CFB0005276,CLI0152,ASG002100,DUD101353,2027-03-09,3,3,3,2,4,2,4,Maybe,False,,
CFB0005277,CLI0153,ASG002101,DUD101354,2022-02-21,4,4,4,3,4,5,3,Yes,False,,
CFB0005278,CLI0153,ASG002101,DUD101354,2021-12-08,4,4,5,4,4,3,3,Yes,False,,
CFB0005279,CLI0153,ASG002101,DUD101354,2022-10-23,4,3,4,4,4,5,4,Yes,False,,
CFB0005280,CLI0153,ASG002101,DUD101354,2022-08-26,3,2,4,2,3,4,2,Yes,False,,
CFB0005281,CLI0089,ASG002102,DUD101354,2023-02-02,5,5,5,5,4,5,5,Maybe,False,,
CFB0005282,CLI0089,ASG002102,DUD101354,2023-09-14,3,4,3,4,2,2,4,No,False,,
CFB0005283,CLI0032,ASG002103,DUD101355,2023-01-16,3,4,3,2,2,3,3,No,False,,
CFB0005284,CLI0032,ASG002103,DUD101355,2023-02-08,5,5,5,5,5,5,4,Maybe,False,,
CFB0005285,CLI0032,ASG002103,DUD101355,2023-04-19,4,4,4,4,4,3,3,Yes,False,,
CFB0005286,CLI0032,ASG002103,DUD101355,2024-01-21,5,5,5,5,4,4,5,Yes,False,,
CFB0005287,CLI0115,ASG002104,DUD101355,2026-04-26,2,2,3,3,2,1,2,Maybe,False,,
CFB0005288,CLI0115,ASG002104,DUD101355,2026-04-16,5,4,5,5,5,5,5,Maybe,False,,
CFB0005289,CLI0115,ASG002104,DUD101355,2026-05-10,3,4,3,3,4,3,2,No,False,,
CFB0005290,CLI0247,ASG002105,DUD101356,2026-03-14,5,5,5,4,5,5,5,Maybe,False,,
CFB0005291,CLI0221,ASG002106,DUD101356,2026-08-08,5,5,5,5,5,4,5,Yes,False,,
CFB0005292,CLI0221,ASG002106,DUD101356,2026-08-09,4,5,5,4,5,4,4,Yes,False,,
CFB0005293,CLI0221,ASG002106,DUD101356,2026-07-31,3,4,4,4,2,3,2,No,False,,
CFB0005294,CLI0100,ASG002107,DUD101357,2025-06-10,2,1,3,1,2,2,1,Yes,False,,
CFB0005295,CLI0086,ASG002108,DUD101358,2025-08-07,3,3,3,3,3,2,4,Maybe,False,,
CFB0005296,CLI0086,ASG002108,DUD101358,2023-08-13,3,3,3,3,3,3,4,Yes,False,,
CFB0005297,CLI0019,ASG002109,DUD101359,2025-05-18,4,4,4,3,4,3,3,Yes,False,,
CFB0005298,CLI0135,ASG002110,DUD101360,2021-06-04,3,2,2,3,2,4,3,Yes,True,Punctuality,
CFB0005299,CLI0037,ASG002111,DUD101360,2024-08-31,5,4,5,5,5,5,5,Yes,False,,
CFB0005300,CLI0037,ASG002111,DUD101360,2026-05-13,4,4,3,4,5,4,3,Yes,False,,
CFB0005301,CLI0074,ASG002112,DUD101361,2025-10-17,5,5,5,5,5,5,5,No,False,,
CFB0005302,CLI0020,ASG002113,DUD101361,2026-04-03,3,3,2,3,2,2,3,Yes,False,,
CFB0005303,CLI0020,ASG002113,DUD101361,2026-03-31,5,5,4,4,5,5,5,Yes,False,,
CFB0005304,CLI0020,ASG002113,DUD101361,2026-03-14,3,3,2,2,3,4,3,Yes,False,,
CFB0005305,CLI0020,ASG002113,DUD101361,2026-04-14,3,4,2,4,2,4,3,No,False,,
CFB0005306,CLI0018,ASG002114,DUD101362,2025-11-25,4,4,3,3,5,4,4,Yes,False,,
CFB0005307,CLI0018,ASG002114,DUD101362,2025-11-06,5,5,5,4,5,5,4,Maybe,False,,
CFB0005308,CLI0132,ASG002115,DUD101363,2023-04-18,4,4,5,3,5,5,3,Maybe,False,,
CFB0005309,CLI0132,ASG002115,DUD101363,2023-04-10,4,4,5,4,4,4,4,Yes,False,,
CFB0005310,CLI0132,ASG002115,DUD101363,2023-04-27,4,4,4,5,4,3,4,Yes,False,,
CFB0005311,CLI0132,ASG002115,DUD101363,2023-05-11,5,5,5,4,5,4,5,Yes,False,,
CFB0005312,CLI0143,ASG002116,DUD101363,2025-11-23,3,3,3,4,2,3,2,No,False,,
CFB0005313,CLI0143,ASG002116,DUD101363,2024-05-24,4,5,5,4,4,4,4,Maybe,False,,
CFB0005314,CLI0299,ASG002117,DUD101364,2022-08-20,5,5,5,4,5,4,5,Yes,False,,
CFB0005315,CLI0112,ASG002118,DUD101364,2025-08-28,4,5,4,5,4,5,5,No,False,,
CFB0005316,CLI0066,ASG002119,DUD101365,2025-02-06,4,4,5,4,5,3,3,Yes,False,,
CFB0005317,CLI0013,ASG002120,DUD101365,2026-04-29,5,5,5,5,5,4,5,No,False,,
CFB0005318,CLI0013,ASG002120,DUD101365,2025-07-05,2,1,2,2,1,1,3,Maybe,False,,
CFB0005319,CLI0013,ASG002120,DUD101365,2025-10-31,5,5,5,5,5,5,5,Yes,False,,
CFB0005320,CLI0013,ASG002120,DUD101365,2026-02-16,4,5,4,3,3,3,3,Yes,False,,
CFB0005321,CLI0008,ASG002121,DUD101365,2026-08-13,4,4,3,4,4,4,4,Yes,False,,
CFB0005322,CLI0008,ASG002121,DUD101365,2026-08-12,3,3,4,4,3,4,3,No,True,Professionalism,
CFB0005323,CLI0008,ASG002121,DUD101365,2026-08-15,4,4,4,4,5,4,4,No,False,,
CFB0005324,CLI0008,ASG002121,DUD101365,2026-08-14,4,4,4,5,4,5,3,Yes,False,,
CFB0005325,CLI0075,ASG002122,DUD101366,2021-10-13,3,2,4,3,3,2,2,Maybe,False,,
CFB0005326,CLI0075,ASG002122,DUD101366,2021-07-08,4,3,3,5,4,4,4,No,False,,
CFB0005327,CLI0207,ASG002123,DUD101367,2023-02-01,4,4,4,3,3,3,3,Yes,True,Lesson Quality,
CFB0005328,CLI0207,ASG002123,DUD101367,2023-05-19,4,4,5,4,4,4,5,Yes,False,,
CFB0005329,CLI0207,ASG002123,DUD101367,2023-08-06,4,5,5,5,5,4,4,No,False,,
CFB0005330,CLI0207,ASG002123,DUD101367,2022-11-02,4,4,4,3,4,4,3,Maybe,False,,
CFB0005331,CLI0289,ASG002124,DUD101367,2025-06-08,2,1,2,1,1,3,1,Yes,True,Punctuality,
CFB0005332,CLI0289,ASG002124,DUD101367,2025-07-16,4,3,4,5,4,3,4,Yes,False,,
CFB0005333,CLI0289,ASG002124,DUD101367,2024-03-31,4,5,4,4,4,5,3,Yes,False,,
CFB0005334,CLI0128,ASG002125,DUD101368,2024-07-24,4,4,4,5,3,4,5,Yes,False,,
CFB0005335,CLI0034,ASG002126,DUD101369,2024-06-23,4,4,4,5,4,4,4,Yes,False,,
CFB0005336,CLI0034,ASG002126,DUD101369,2024-04-10,4,4,5,4,4,4,4,Maybe,False,,
CFB0005337,CLI0182,ASG002127,DUD101369,2026-03-06,5,5,5,5,5,5,5,Yes,False,,
CFB0005338,CLI0182,ASG002127,DUD101369,2025-12-29,1,1,1,1,1,1,1,Maybe,False,,
CFB0005339,CLI0182,ASG002127,DUD101369,2026-08-09,4,5,4,5,4,4,4,No,False,,
CFB0005340,CLI0182,ASG002127,DUD101369,2025-07-14,5,5,5,5,5,5,4,Yes,False,,
CFB0005341,CLI0159,ASG002128,DUD101370,2026-06-08,4,3,5,3,5,3,4,Maybe,False,,
CFB0005342,CLI0159,ASG002128,DUD101370,2025-07-22,2,1,3,2,3,2,3,Maybe,False,,
CFB0005343,CLI0159,ASG002128,DUD101370,2025-09-10,3,4,2,2,3,2,4,No,True,Lesson Quality,
CFB0005344,CLI0159,ASG002128,DUD101370,2025-01-19,4,4,3,4,3,4,3,Yes,False,,
CFB0005345,CLI0262,ASG002129,DUD101371,2026-05-29,5,5,5,5,4,5,5,Yes,False,,
CFB0005346,CLI0262,ASG002129,DUD101371,2026-08-01,4,4,4,3,4,3,5,Yes,False,,
CFB0005347,CLI0262,ASG002129,DUD101371,2026-01-24,1,1,1,1,1,1,2,Maybe,False,,
CFB0005348,CLI0194,ASG002130,DUD101372,2025-10-02,4,5,4,5,5,4,4,No,False,,
CFB0005349,CLI0194,ASG002130,DUD101372,2025-05-16,4,4,4,3,3,4,4,Maybe,False,,
CFB0005350,CLI0194,ASG002130,DUD101372,2026-05-02,4,4,5,4,3,5,4,Maybe,False,,
CFB0005351,CLI0194,ASG002130,DUD101372,2025-12-31,5,5,4,5,4,5,5,No,False,,
CFB0005352,CLI0189,ASG002131,DUD101372,2026-10-16,3,2,4,4,3,3,4,No,False,,
CFB0005353,CLI0189,ASG002131,DUD101372,2026-11-24,3,4,4,3,2,4,3,No,False,,
CFB0005354,CLI0189,ASG002131,DUD101372,2026-12-21,4,4,4,5,3,3,3,Yes,False,,
CFB0005355,CLI0270,ASG002132,DUD101372,2027-03-20,3,4,3,3,4,3,3,Yes,False,,
CFB0005356,CLI0270,ASG002132,DUD101372,2027-03-20,5,5,4,4,5,5,5,Maybe,False,,
CFB0005357,CLI0270,ASG002132,DUD101372,2027-03-20,3,3,2,4,3,3,3,No,True,Punctuality,
CFB0005358,CLI0036,ASG002133,DUD101373,2026-04-12,4,4,3,4,4,4,4,Yes,False,,
CFB0005359,CLI0036,ASG002133,DUD101373,2026-04-28,3,3,4,3,3,4,4,No,False,,
CFB0005360,CLI0036,ASG002133,DUD101373,2025-03-30,5,5,4,5,5,5,5,Yes,False,,
CFB0005361,CLI0036,ASG002133,DUD101373,2025-09-02,4,4,5,4,4,5,5,Maybe,False,,
CFB0005362,CLI0047,ASG002134,DUD101374,2023-07-10,4,5,3,5,5,4,3,Yes,False,,
CFB0005363,CLI0047,ASG002134,DUD101374,2023-05-28,4,4,4,5,4,3,5,Yes,False,,
CFB0005364,CLI0047,ASG002134,DUD101374,2023-05-23,5,5,5,4,5,5,4,Yes,False,,
CFB0005365,CLI0024,ASG002135,DUD101374,2024-12-08,4,4,4,4,3,4,4,Yes,False,,
CFB0005366,CLI0024,ASG002135,DUD101374,2025-06-08,5,5,5,5,5,4,4,Yes,False,,
CFB0005367,CLI0234,ASG002136,DUD101375,2024-11-04,4,4,4,3,4,3,5,Yes,False,,
CFB0005368,CLI0234,ASG002136,DUD101375,2025-02-11,3,3,3,4,3,3,3,Yes,False,,
CFB0005369,CLI0023,ASG002137,DUD101375,2026-07-29,4,3,4,3,5,4,5,Yes,False,,
CFB0005370,CLI0023,ASG002137,DUD101375,2026-05-07,4,5,4,4,4,5,4,Yes,False,,
CFB0005371,CLI0011,ASG002138,DUD101376,2023-08-15,3,4,4,2,3,3,3,No,False,,
CFB0005372,CLI0210,ASG002139,DUD101376,2025-12-20,4,4,3,4,5,4,5,No,False,,
CFB0005373,CLI0210,ASG002139,DUD101376,2025-11-01,4,4,5,4,3,5,4,Yes,False,,
CFB0005374,CLI0210,ASG002139,DUD101376,2024-12-24,5,5,5,4,5,5,5,Maybe,False,,
CFB0005375,CLI0210,ASG002139,DUD101376,2024-05-31,2,3,3,2,3,1,2,Yes,False,,
CFB0005376,CLI0061,ASG002140,DUD101377,2023-08-29,2,2,1,2,3,2,3,Yes,False,,
CFB0005377,CLI0061,ASG002140,DUD101377,2025-12-29,4,3,4,3,3,5,4,Yes,False,,
CFB0005378,CLI0061,ASG002140,DUD101377,2026-01-07,5,5,4,5,5,4,5,Yes,True,Professionalism,
CFB0005379,CLI0048,ASG002141,DUD101378,2024-10-19,4,3,4,4,4,4,5,Yes,False,,
CFB0005380,CLI0048,ASG002141,DUD101378,2025-07-30,5,5,5,4,5,5,4,Yes,False,,
CFB0005381,CLI0048,ASG002141,DUD101378,2026-01-05,2,2,2,2,2,2,1,Maybe,False,,
CFB0005382,CLI0048,ASG002141,DUD101378,2025-05-06,5,5,5,5,5,5,5,Maybe,False,,
CFB0005383,CLI0264,ASG002142,DUD101378,2026-07-05,2,3,1,2,2,2,2,Maybe,False,,
CFB0005384,CLI0264,ASG002142,DUD101378,2026-07-08,5,5,5,4,5,4,5,Yes,False,,
CFB0005385,CLI0264,ASG002142,DUD101378,2026-05-25,5,4,5,5,5,5,4,Yes,False,,
CFB0005386,CLI0264,ASG002142,DUD101378,2026-07-06,5,4,5,5,5,5,5,Yes,False,,
CFB0005387,CLI0216,ASG002143,DUD101378,2026-08-30,5,5,5,5,5,5,5,Maybe,False,,
CFB0005388,CLI0216,ASG002143,DUD101378,2026-08-30,5,5,5,5,5,5,5,Maybe,False,,
CFB0005389,CLI0062,ASG002144,DUD101379,2025-08-17,4,5,4,3,3,4,5,Maybe,False,,
CFB0005390,CLI0062,ASG002144,DUD101379,2024-07-08,4,4,4,4,4,5,4,Maybe,False,,
CFB0005391,CLI0062,ASG002144,DUD101379,2025-01-05,2,2,3,3,3,1,2,Maybe,False,,
CFB0005392,CLI0004,ASG002145,DUD101380,2025-01-20,3,3,3,4,4,3,3,Maybe,False,,
CFB0005393,CLI0004,ASG002145,DUD101380,2024-07-30,5,5,5,5,5,4,5,Maybe,False,,
CFB0005394,CLI0004,ASG002145,DUD101380,2026-03-15,4,3,3,4,4,3,4,Yes,False,,
CFB0005395,CLI0004,ASG002145,DUD101380,2025-07-22,5,4,5,5,5,5,5,No,False,,
CFB0005396,CLI0241,ASG002146,DUD101381,2024-11-09,2,1,2,3,1,2,3,Maybe,False,,
CFB0005397,CLI0241,ASG002146,DUD101381,2024-10-30,3,4,2,3,3,3,3,Maybe,False,,
CFB0005398,CLI0217,ASG002147,DUD101381,2026-06-11,4,5,4,4,4,4,4,Yes,False,,
CFB0005399,CLI0217,ASG002147,DUD101381,2026-06-01,3,4,4,3,3,2,4,Maybe,False,,
CFB0005400,CLI0003,ASG002148,DUD101382,2022-07-24,3,2,2,2,2,3,3,No,False,,
CFB0005401,CLI0003,ASG002148,DUD101382,2022-05-15,4,4,5,3,3,4,5,Yes,False,,
