training_record_id,employee_id,training_date,training_type,delivery_mode,trainer_employee_id,completion_status,result,training_notes
TRN015209,DUD100993,2023-10-14,General Zoom Training,Zoom,DUD100090,Completed,Passed,Reinforced communication and professionalism
TRN015210,DUD100993,2024-03-06,General Zoom Training,Zoom,DUD100630,Completed,Passed,Reinforced lesson preparation
TRN015211,DUD100993,2024-05-19,General Zoom Training,Zoom,DUD101113,Completed,Passed,Reinforced communication and professionalism
TRN015212,DUD100993,2024-07-26,General Zoom Training,Zoom,DUD100482,Completed,Passed,Reinforced classroom management
TRN015213,DUD100993,2024-10-24,General Zoom Training,Zoom,DUD101077,Completed,Passed,General teaching skills refresher
TRN015214,DUD100993,2025-01-13,General Zoom Training,Zoom,DUD100953,Completed,Passed,Reinforced lesson preparation
TRN015215,DUD100993,2025-10-09,General Zoom Training,Zoom,DUD100473,Completed,Passed,Reinforced lesson preparation
TRN015216,DUD100993,2026-01-11,General Zoom Training,Zoom,DUD101324,Completed,Passed,Teaching ideas and classroom techniques
TRN015217,DUD100994,2019-12-27,Orientation,In Person,DUD100151,Completed,Passed,Initial training completed
TRN015218,DUD100994,2020-01-03,On-the-Job Training,In Person,DUD101494,Completed,Passed,Two-week initial training
TRN015219,DUD100994,2020-03-08,General Zoom Training,Zoom,DUD100290,Completed,Passed,General teaching skills refresher
TRN015220,DUD100994,2020-06-08,General Zoom Training,Zoom,DUD101293,Completed,Passed,Reinforced communication and professionalism
TRN015221,DUD100994,2020-08-28,General Zoom Training,Zoom,DUD100667,Completed,Passed,Reinforced communication and professionalism
TRN015222,DUD100994,2020-10-31,General Zoom Training,Zoom,DUD100534,Completed,Passed,Teaching ideas and classroom techniques
TRN015223,DUD100994,2021-02-01,General Zoom Training,Zoom,DUD100282,Completed,Passed,Teaching ideas and classroom techniques
TRN015224,DUD100994,2021-04-25,General Zoom Training,Zoom,DUD101129,Completed,Passed,Teaching ideas and classroom techniques
TRN015225,DUD100994,2021-06-24,General Zoom Training,Zoom,DUD100220,Completed,Passed,Teaching ideas and classroom techniques
TRN015226,DUD100994,2021-09-09,General Zoom Training,Zoom,DUD100603,Completed,Passed,Reinforced classroom management
TRN015227,DUD100994,2021-12-09,General Zoom Training,Zoom,DUD100220,Completed,Passed,Teaching ideas and classroom techniques
TRN015228,DUD100994,2022-02-26,General Zoom Training,Zoom,DUD100665,Completed,Passed,Reinforced lesson preparation
TRN015229,DUD100994,2022-07-16,General Zoom Training,Zoom,DUD100675,Completed,Passed,Teaching ideas and classroom techniques
TRN015230,DUD100994,2022-10-08,General Zoom Training,Zoom,DUD101054,Completed,Passed,Reinforced communication and professionalism
TRN015231,DUD100994,2023-01-01,General Zoom Training,Zoom,DUD100927,Completed,Passed,Reinforced communication and professionalism
TRN015232,DUD100994,2023-04-05,General Zoom Training,Zoom,DUD100499,Completed,Passed,Reinforced lesson preparation
TRN015233,DUD100994,2023-06-22,General Zoom Training,Zoom,DUD100045,Completed,Passed,Teaching ideas and classroom techniques
TRN015234,DUD100994,2023-08-30,General Zoom Training,Zoom,DUD100382,Completed,Passed,General teaching skills refresher
TRN015235,DUD100994,2023-10-29,General Zoom Training,Zoom,DUD100671,Completed,Passed,Reinforced communication and professionalism
TRN015236,DUD100994,2023-12-30,General Zoom Training,Zoom,DUD101057,Completed,Passed,Reinforced classroom management
TRN015237,DUD100994,2024-06-15,General Zoom Training,Zoom,DUD100822,Completed,Passed,Reinforced communication and professionalism
TRN015238,DUD100994,2024-08-18,General Zoom Training,Zoom,DUD100181,Completed,Passed,Reinforced lesson preparation
TRN015239,DUD100994,2025-02-19,General Zoom Training,Zoom,DUD100672,Completed,Passed,Reinforced communication and professionalism
TRN015240,DUD100994,2025-04-28,General Zoom Training,Zoom,DUD101193,Completed,Passed,Reinforced lesson preparation
TRN015241,DUD100994,2025-07-27,General Zoom Training,Zoom,DUD100457,Completed,Passed,General teaching skills refresher
TRN015242,DUD100994,2025-09-27,General Zoom Training,Zoom,DUD101482,Completed,Passed,Reinforced classroom management
TRN015243,DUD100994,2025-12-06,General Zoom Training,Zoom,DUD100665,Completed,Passed,Reinforced lesson preparation
TRN015244,DUD100994,2026-02-05,General Zoom Training,Zoom,DUD101151,Completed,Passed,Reinforced communication and professionalism
TRN015245,DUD100995,2024-06-20,Orientation,In Person,DUD100346,Completed,Passed,Initial training completed
TRN015246,DUD100995,2024-06-27,On-the-Job Training,In Person,DUD100537,Completed,Passed,Two-week initial training
TRN015247,DUD100995,2024-11-17,General Zoom Training,Zoom,DUD100808,Completed,Passed,Reinforced lesson preparation
TRN015248,DUD100995,2025-02-16,General Zoom Training,Zoom,DUD100223,Completed,Passed,Teaching ideas and classroom techniques
TRN015249,DUD100995,2025-04-26,General Zoom Training,Zoom,DUD100984,Completed,Passed,Reinforced classroom management
TRN015250,DUD100995,2025-07-14,General Zoom Training,Zoom,DUD100342,Completed,Passed,Reinforced classroom management
TRN015251,DUD100995,2025-09-18,General Zoom Training,Zoom,DUD101113,Completed,Passed,General teaching skills refresher
TRN015252,DUD100995,2025-12-22,General Zoom Training,Zoom,DUD100460,Completed,Passed,General teaching skills refresher
TRN015253,DUD100996,2019-04-29,Orientation,In Person,DUD101088,Completed,Passed,Initial training completed
TRN015254,DUD100996,2019-05-06,On-the-Job Training,In Person,DUD101090,Completed,Passed,Two-week initial training
TRN015255,DUD100996,2019-07-13,General Zoom Training,Zoom,DUD100671,Completed,Passed,Reinforced classroom management
TRN015256,DUD100996,2019-09-22,General Zoom Training,Zoom,DUD100671,Completed,Passed,Reinforced classroom management
TRN015257,DUD100996,2019-11-29,General Zoom Training,Zoom,DUD101120,Completed,Passed,Reinforced communication and professionalism
TRN015258,DUD100996,2020-02-07,General Zoom Training,Zoom,DUD101366,Completed,Passed,Teaching ideas and classroom techniques
TRN015259,DUD100996,2020-05-10,General Zoom Training,Zoom,DUD100939,Completed,Passed,Teaching ideas and classroom techniques
TRN015260,DUD100996,2020-07-22,General Zoom Training,Zoom,DUD100216,Completed,Passed,Reinforced classroom management
TRN015261,DUD100996,2020-10-09,General Zoom Training,Zoom,DUD101339,Completed,Passed,Reinforced communication and professionalism
TRN015262,DUD100996,2021-04-03,General Zoom Training,Zoom,DUD101339,Completed,Passed,General teaching skills refresher
TRN015263,DUD100996,2021-06-08,General Zoom Training,Zoom,DUD100722,Completed,Passed,Reinforced communication and professionalism
TRN015264,DUD100996,2022-02-03,General Zoom Training,Zoom,DUD101056,Completed,Passed,General teaching skills refresher
TRN015265,DUD100996,2022-04-23,General Zoom Training,Zoom,DUD101316,Completed,Passed,General teaching skills refresher
TRN015266,DUD100996,2022-07-03,General Zoom Training,Zoom,DUD100330,Completed,Passed,Reinforced classroom management
TRN015267,DUD100996,2022-10-05,General Zoom Training,Zoom,DUD101262,Completed,Passed,General teaching skills refresher
TRN015268,DUD100996,2022-12-23,General Zoom Training,Zoom,DUD100348,Completed,Passed,Teaching ideas and classroom techniques
TRN015269,DUD100996,2023-05-08,General Zoom Training,Zoom,DUD100817,Completed,Passed,Reinforced communication and professionalism
TRN015270,DUD100996,2023-07-31,General Zoom Training,Zoom,DUD100062,Completed,Passed,General teaching skills refresher
TRN015271,DUD100996,2023-09-29,General Zoom Training,Zoom,DUD100223,Completed,Passed,Teaching ideas and classroom techniques
TRN015272,DUD100996,2023-12-28,General Zoom Training,Zoom,DUD100131,Completed,Passed,Teaching ideas and classroom techniques
TRN015273,DUD100996,2024-02-28,General Zoom Training,Zoom,DUD101314,Completed,Passed,Reinforced communication and professionalism
TRN015274,DUD100996,2024-05-28,General Zoom Training,Zoom,DUD100650,Completed,Passed,General teaching skills refresher
TRN015275,DUD100996,2024-08-04,General Zoom Training,Zoom,DUD100002,Completed,Passed,Reinforced communication and professionalism
TRN015276,DUD100996,2024-11-02,General Zoom Training,Zoom,DUD100002,Completed,Passed,Reinforced classroom management
TRN015277,DUD100996,2025-01-19,General Zoom Training,Zoom,DUD100747,Completed,Passed,Reinforced communication and professionalism
TRN015278,DUD100996,2025-07-05,General Zoom Training,Zoom,DUD100067,Completed,Passed,Teaching ideas and classroom techniques
TRN015279,DUD100996,2025-09-27,General Zoom Training,Zoom,DUD100415,Completed,Passed,General teaching skills refresher
TRN015280,DUD100996,2025-12-21,General Zoom Training,Zoom,DUD100350,Completed,Passed,Reinforced classroom management
TRN015281,DUD100996,2026-02-28,General Zoom Training,Zoom,DUD100939,Completed,Passed,Teaching ideas and classroom techniques
TRN015282,DUD100997,2021-05-17,Orientation,In Person,DUD100869,Completed,Passed,Initial training completed
TRN015283,DUD100997,2021-05-24,On-the-Job Training,In Person,DUD100075,Completed,Passed,Two-week initial training
TRN015284,DUD100997,2021-08-12,General Zoom Training,Zoom,DUD101215,Completed,Passed,General teaching skills refresher
TRN015285,DUD100997,2021-10-24,General Zoom Training,Zoom,DUD100290,Completed,Passed,General teaching skills refresher
TRN015286,DUD100997,2022-01-03,General Zoom Training,Zoom,DUD100337,Completed,Passed,Reinforced lesson preparation
TRN015287,DUD100997,2022-03-25,General Zoom Training,Zoom,DUD101465,Completed,Passed,Reinforced communication and professionalism
TRN015288,DUD100997,2022-05-29,General Zoom Training,Zoom,DUD100603,Completed,Passed,Reinforced classroom management
TRN015289,DUD100997,2022-11-04,General Zoom Training,Zoom,DUD100633,Completed,Passed,Teaching ideas and classroom techniques
TRN015290,DUD100997,2023-01-04,General Zoom Training,Zoom,DUD100002,Completed,Passed,General teaching skills refresher
TRN015291,DUD100997,2023-03-15,General Zoom Training,Zoom,DUD100761,Completed,Passed,Reinforced lesson preparation
TRN015292,DUD100997,2023-05-16,General Zoom Training,Zoom,DUD100473,Completed,Passed,Reinforced classroom management
TRN015293,DUD100997,2024-01-06,General Zoom Training,Zoom,DUD100795,Completed,Passed,Reinforced lesson preparation
TRN015294,DUD100997,2024-03-10,General Zoom Training,Zoom,DUD101293,Completed,Passed,Reinforced lesson preparation
TRN015295,DUD100997,2024-05-27,General Zoom Training,Zoom,DUD100534,Completed,Passed,General teaching skills refresher
TRN015296,DUD100997,2024-08-24,General Zoom Training,Zoom,DUD100382,Completed,Passed,Reinforced lesson preparation
TRN015297,DUD100997,2024-11-09,General Zoom Training,Zoom,DUD100525,Completed,Passed,Reinforced communication and professionalism
TRN015298,DUD100997,2025-02-09,General Zoom Training,Zoom,DUD100312,Completed,Passed,General teaching skills refresher
TRN015299,DUD100997,2025-04-18,General Zoom Training,Zoom,DUD100282,Completed,Passed,Reinforced lesson preparation
TRN015300,DUD100997,2025-06-27,General Zoom Training,Zoom,DUD100836,Completed,Passed,Reinforced communication and professionalism
TRN015301,DUD100997,2025-09-04,General Zoom Training,Zoom,DUD100722,Completed,Passed,Teaching ideas and classroom techniques
TRN015302,DUD100997,2025-11-21,General Zoom Training,Zoom,DUD101120,Completed,Passed,Reinforced communication and professionalism
TRN015303,DUD100997,2026-02-24,General Zoom Training,Zoom,DUD101090,Completed,Passed,Teaching ideas and classroom techniques
TRN015304,DUD100998,2025-09-18,Orientation,In Person,DUD100667,Completed,Passed,Initial training completed
TRN015305,DUD100998,2025-09-25,On-the-Job Training,In Person,DUD100953,Completed,Passed,Two-week initial training
TRN015306,DUD100998,2026-03-16,General Zoom Training,Zoom,DUD100934,Completed,Passed,General teaching skills refresher
TRN015307,DUD100999,2024-12-25,Orientation,In Person,DUD100290,Completed,Passed,Initial training completed
TRN015308,DUD100999,2025-01-01,On-the-Job Training,In Person,DUD100939,Completed,Passed,Two-week initial training
TRN015309,DUD100999,2025-03-06,General Zoom Training,Zoom,DUD100608,Completed,Passed,General teaching skills refresher
TRN015310,DUD100999,2025-05-24,General Zoom Training,Zoom,DUD101316,Completed,Passed,Teaching ideas and classroom techniques
TRN015311,DUD100999,2025-08-15,General Zoom Training,Zoom,DUD100382,Completed,Passed,Reinforced communication and professionalism
TRN015312,DUD100999,2025-11-09,General Zoom Training,Zoom,DUD100181,Completed,Passed,Teaching ideas and classroom techniques
TRN015313,DUD100999,2026-01-15,General Zoom Training,Zoom,DUD101090,Completed,Passed,General teaching skills refresher
TRN015314,DUD100999,2026-03-28,General Zoom Training,Zoom,DUD101473,Completed,Passed,Reinforced lesson preparation
TRN015315,DUD101000,2019-12-22,Orientation,In Person,DUD101328,Completed,Passed,Initial training completed
TRN015316,DUD101000,2019-12-29,On-the-Job Training,In Person,DUD101262,Completed,Passed,Two-week initial training
TRN015317,DUD101000,2020-03-04,General Zoom Training,Zoom,DUD100131,Completed,Passed,General teaching skills refresher
TRN015318,DUD101000,2020-05-04,General Zoom Training,Zoom,DUD100487,Completed,Passed,General teaching skills refresher
TRN015319,DUD101000,2020-07-08,General Zoom Training,Zoom,DUD100216,Completed,Passed,Reinforced classroom management
TRN015320,DUD101000,2020-10-09,General Zoom Training,Zoom,DUD100414,Completed,Passed,General teaching skills refresher
TRN015321,DUD101000,2020-12-28,General Zoom Training,Zoom,DUD100978,Completed,Passed,Reinforced lesson preparation
TRN015322,DUD101000,2021-05-27,General Zoom Training,Zoom,DUD101425,Completed,Passed,Reinforced classroom management
TRN015323,DUD101000,2021-11-05,General Zoom Training,Zoom,DUD100460,Completed,Passed,Teaching ideas and classroom techniques
TRN015324,DUD101000,2022-01-08,General Zoom Training,Zoom,DUD101059,Completed,Passed,Teaching ideas and classroom techniques
TRN015325,DUD101000,2022-04-09,General Zoom Training,Zoom,DUD100537,Completed,Passed,Reinforced lesson preparation
TRN015326,DUD101000,2022-06-30,General Zoom Training,Zoom,DUD100805,Completed,Passed,Reinforced communication and professionalism
TRN015327,DUD101000,2022-09-04,General Zoom Training,Zoom,DUD100153,Completed,Passed,Reinforced lesson preparation
TRN015328,DUD101000,2022-11-27,General Zoom Training,Zoom,DUD101339,Completed,Passed,Reinforced classroom management
TRN015329,DUD101000,2023-04-23,General Zoom Training,Zoom,DUD100649,Completed,Passed,General teaching skills refresher
TRN015330,DUD101000,2023-07-07,General Zoom Training,Zoom,DUD101208,Completed,Passed,Reinforced classroom management
TRN015331,DUD101000,2023-10-09,General Zoom Training,Zoom,DUD100934,Completed,Passed,Reinforced communication and professionalism
TRN015332,DUD101000,2023-12-26,General Zoom Training,Zoom,DUD101294,Completed,Passed,Reinforced classroom management
TRN015333,DUD101000,2024-06-13,General Zoom Training,Zoom,DUD100181,Completed,Passed,Reinforced classroom management
TRN015334,DUD101000,2024-09-06,General Zoom Training,Zoom,DUD100415,Completed,Passed,Reinforced communication and professionalism
TRN015335,DUD101000,2024-11-26,General Zoom Training,Zoom,DUD100667,Completed,Passed,Reinforced lesson preparation
TRN015336,DUD101000,2025-02-22,General Zoom Training,Zoom,DUD100978,Completed,Passed,General teaching skills refresher
TRN015337,DUD101000,2025-04-26,General Zoom Training,Zoom,DUD100223,Completed,Passed,General teaching skills refresher
TRN015338,DUD101000,2025-07-25,General Zoom Training,Zoom,DUD101020,Completed,Passed,Teaching ideas and classroom techniques
TRN015339,DUD101000,2025-10-02,General Zoom Training,Zoom,DUD100697,Completed,Passed,Teaching ideas and classroom techniques
TRN015340,DUD101000,2025-12-25,General Zoom Training,Zoom,DUD100633,Completed,Passed,Teaching ideas and classroom techniques
TRN015341,DUD101000,2026-02-23,General Zoom Training,Zoom,DUD101088,Completed,Passed,Teaching ideas and classroom techniques
TRN015342,DUD101001,2022-11-13,Orientation,In Person,DUD100075,Completed,Passed,Initial training completed
TRN015343,DUD101001,2022-11-20,On-the-Job Training,In Person,DUD101251,Completed,Passed,Two-week initial training
TRN015344,DUD101001,2023-04-25,General Zoom Training,Zoom,DUD100761,Completed,Passed,Teaching ideas and classroom techniques
TRN015345,DUD101001,2023-06-25,General Zoom Training,Zoom,DUD101387,Completed,Passed,Reinforced classroom management
TRN015346,DUD101001,2023-08-31,General Zoom Training,Zoom,DUD100282,Completed,Passed,Reinforced lesson preparation
TRN015347,DUD101001,2023-11-19,General Zoom Training,Zoom,DUD100984,Completed,Passed,Reinforced classroom management
TRN015348,DUD101001,2024-04-06,General Zoom Training,Zoom,DUD100491,Completed,Passed,Reinforced lesson preparation
TRN015349,DUD101001,2024-09-05,General Zoom Training,Zoom,DUD101054,Completed,Passed,Teaching ideas and classroom techniques
TRN015350,DUD101001,2024-12-09,General Zoom Training,Zoom,DUD101482,Completed,Passed,Reinforced classroom management
TRN015351,DUD101001,2025-02-10,General Zoom Training,Zoom,DUD100295,Completed,Passed,Reinforced classroom management
TRN015352,DUD101001,2025-04-13,General Zoom Training,Zoom,DUD100090,Completed,Passed,Reinforced classroom management
TRN015353,DUD101001,2025-06-22,General Zoom Training,Zoom,DUD100181,Completed,Passed,Reinforced lesson preparation
TRN015354,DUD101001,2025-09-07,General Zoom Training,Zoom,DUD100335,Completed,Passed,General teaching skills refresher
TRN015355,DUD101001,2026-03-01,General Zoom Training,Zoom,DUD100204,Completed,Passed,Reinforced communication and professionalism
TRN015356,DUD101002,2022-09-05,Orientation,In Person,DUD100122,Completed,Passed,Initial training completed
TRN015357,DUD101002,2022-09-12,On-the-Job Training,In Person,DUD100466,Completed,Passed,Two-week initial training
TRN015358,DUD101002,2023-03-06,General Zoom Training,Zoom,DUD100625,Completed,Passed,Reinforced communication and professionalism
TRN015359,DUD101002,2023-05-13,General Zoom Training,Zoom,DUD101293,Completed,Passed,Reinforced communication and professionalism
TRN015360,DUD101002,2023-11-10,General Zoom Training,Zoom,DUD101387,Completed,Passed,Reinforced communication and professionalism
TRN015361,DUD101002,2024-04-12,General Zoom Training,Zoom,DUD100675,Completed,Passed,General teaching skills refresher
TRN015370,DUD101002,2024-04-23,Performance Improvement Training,Zoom,DUD101484,Completed,Passed,Additional support following performance review
TRN015362,DUD101002,2024-06-17,General Zoom Training,Zoom,DUD100817,Completed,Passed,General teaching skills refresher
TRN015363,DUD101002,2024-08-31,General Zoom Training,Zoom,DUD100491,Completed,Passed,Reinforced lesson preparation
TRN015364,DUD101002,2024-11-26,General Zoom Training,Zoom,DUD100297,Completed,Passed,Reinforced communication and professionalism
TRN015365,DUD101002,2025-02-20,General Zoom Training,Zoom,DUD100525,Completed,Passed,Reinforced lesson preparation
TRN015366,DUD101002,2025-05-22,General Zoom Training,Zoom,DUD100811,Completed,Passed,Reinforced communication and professionalism
TRN015367,DUD101002,2025-09-27,General Zoom Training,Zoom,DUD100382,Completed,Passed,Reinforced communication and professionalism
TRN015368,DUD101002,2025-12-12,General Zoom Training,Zoom,DUD100953,Completed,Passed,General teaching skills refresher
TRN015369,DUD101002,2026-03-15,General Zoom Training,Zoom,DUD101449,Completed,Passed,Reinforced lesson preparation
TRN015371,DUD101003,2023-10-22,Orientation,In Person,DUD100927,Completed,Passed,Initial training completed
TRN015372,DUD101003,2023-10-29,On-the-Job Training,In Person,DUD100829,Completed,Passed,Two-week initial training
TRN015373,DUD101003,2024-01-01,General Zoom Training,Zoom,DUD100012,Completed,Passed,Reinforced classroom management
TRN015374,DUD101003,2024-03-01,General Zoom Training,Zoom,DUD100722,Completed,Passed,Reinforced communication and professionalism
TRN015375,DUD101003,2024-05-10,General Zoom Training,Zoom,DUD100482,Completed,Passed,Reinforced lesson preparation
TRN015376,DUD101003,2024-08-11,General Zoom Training,Zoom,DUD101262,Completed,Passed,Reinforced classroom management
TRN015377,DUD101003,2024-10-19,General Zoom Training,Zoom,DUD100978,Completed,Passed,Reinforced lesson preparation
TRN015378,DUD101003,2025-05-17,General Zoom Training,Zoom,DUD100348,Completed,Passed,Teaching ideas and classroom techniques
TRN015379,DUD101003,2025-07-22,General Zoom Training,Zoom,DUD100953,Completed,Passed,Reinforced communication and professionalism
TRN015380,DUD101003,2025-10-18,General Zoom Training,Zoom,DUD100845,Completed,Passed,General teaching skills refresher
TRN015381,DUD101003,2026-01-08,General Zoom Training,Zoom,DUD101093,Completed,Passed,Teaching ideas and classroom techniques
TRN015382,DUD101003,2026-03-28,General Zoom Training,Zoom,DUD100537,Completed,Passed,General teaching skills refresher
TRN015383,DUD101004,2021-03-12,Orientation,In Person,DUD100227,Completed,Passed,Initial training completed
TRN015384,DUD101004,2021-03-19,On-the-Job Training,In Person,DUD101398,Completed,Passed,Two-week initial training
TRN015385,DUD101004,2021-06-12,General Zoom Training,Zoom,DUD100747,Completed,Passed,Reinforced communication and professionalism
TRN015386,DUD101004,2021-08-18,General Zoom Training,Zoom,DUD100896,Completed,Passed,General teaching skills refresher
TRN015387,DUD101004,2021-10-28,General Zoom Training,Zoom,DUD100661,Completed,Passed,General teaching skills refresher
TRN015388,DUD101004,2022-01-20,General Zoom Training,Zoom,DUD101193,Completed,Passed,Teaching ideas and classroom techniques
TRN015389,DUD101004,2022-07-12,General Zoom Training,Zoom,DUD101245,Completed,Passed,Reinforced communication and professionalism
TRN015390,DUD101004,2022-10-09,General Zoom Training,Zoom,DUD101245,Completed,Passed,Reinforced lesson preparation
TRN015391,DUD101004,2023-03-14,General Zoom Training,Zoom,DUD100597,Completed,Passed,Reinforced classroom management
TRN015392,DUD101004,2023-05-31,General Zoom Training,Zoom,DUD100992,Completed,Passed,Reinforced classroom management
TRN015393,DUD101004,2023-08-12,General Zoom Training,Zoom,DUD101314,Completed,Passed,General teaching skills refresher
TRN015394,DUD101004,2023-12-19,General Zoom Training,Zoom,DUD100282,Completed,Passed,Teaching ideas and classroom techniques
TRN015395,DUD101004,2024-02-21,General Zoom Training,Zoom,DUD101366,Completed,Passed,Teaching ideas and classroom techniques
TRN015396,DUD101004,2024-04-29,General Zoom Training,Zoom,DUD100649,Completed,Passed,Teaching ideas and classroom techniques
TRN015397,DUD101004,2024-06-28,General Zoom Training,Zoom,DUD100984,Completed,Passed,Teaching ideas and classroom techniques
TRN015398,DUD101004,2024-09-01,General Zoom Training,Zoom,DUD100836,Completed,Passed,Reinforced lesson preparation
TRN015399,DUD101004,2024-12-05,General Zoom Training,Zoom,DUD100978,Completed,Passed,Reinforced lesson preparation
TRN015400,DUD101004,2025-03-05,General Zoom Training,Zoom,DUD100248,Completed,Passed,Reinforced classroom management
TRN015401,DUD101004,2025-06-01,General Zoom Training,Zoom,DUD100491,Completed,Passed,General teaching skills refresher
TRN015402,DUD101004,2025-07-31,General Zoom Training,Zoom,DUD101056,Completed,Passed,Reinforced communication and professionalism
TRN015403,DUD101004,2025-10-11,General Zoom Training,Zoom,DUD100295,Completed,Passed,Reinforced classroom management
TRN015404,DUD101004,2026-01-09,General Zoom Training,Zoom,DUD100282,Completed,Passed,Reinforced lesson preparation
TRN015405,DUD101004,2026-03-22,General Zoom Training,Zoom,DUD100090,Completed,Passed,General teaching skills refresher
TRN015406,DUD101005,2025-06-06,Orientation,In Person,DUD101266,Completed,Passed,Initial training completed
TRN015407,DUD101005,2025-06-13,On-the-Job Training,In Person,DUD100294,Completed,Passed,Two-week initial training
TRN015408,DUD101005,2025-11-29,General Zoom Training,Zoom,DUD100829,Completed,Passed,Reinforced classroom management
TRN015409,DUD101005,2026-01-30,General Zoom Training,Zoom,DUD100699,Completed,Passed,Teaching ideas and classroom techniques
TRN015410,DUD101006,2022-12-07,Orientation,In Person,DUD100415,Completed,Passed,Initial training completed
TRN015411,DUD101006,2022-12-14,On-the-Job Training,In Person,DUD101122,Completed,Passed,Two-week initial training
TRN015412,DUD101006,2023-03-14,General Zoom Training,Zoom,DUD100149,Completed,Passed,General teaching skills refresher
TRN015413,DUD101006,2023-05-14,General Zoom Training,Zoom,DUD100589,Completed,Passed,Reinforced communication and professionalism
TRN015414,DUD101006,2023-08-05,General Zoom Training,Zoom,DUD100675,Completed,Passed,Reinforced classroom management
TRN015415,DUD101006,2023-10-10,General Zoom Training,Zoom,DUD101449,Completed,Passed,Reinforced lesson preparation
TRN015416,DUD101006,2024-01-13,General Zoom Training,Zoom,DUD101316,Completed,Passed,Reinforced classroom management
TRN015417,DUD101006,2024-03-21,General Zoom Training,Zoom,DUD101262,Completed,Passed,Reinforced communication and professionalism
TRN015418,DUD101006,2024-06-13,General Zoom Training,Zoom,DUD100415,Completed,Passed,Reinforced classroom management
TRN015419,DUD101006,2024-10-28,General Zoom Training,Zoom,DUD100295,Completed,Passed,Reinforced classroom management
TRN015420,DUD101006,2025-01-14,General Zoom Training,Zoom,DUD100861,Completed,Passed,Teaching ideas and classroom techniques
TRN015421,DUD101006,2025-06-13,General Zoom Training,Zoom,DUD100295,Completed,Passed,General teaching skills refresher
TRN015422,DUD101006,2025-08-17,General Zoom Training,Zoom,DUD100205,Completed,Passed,Reinforced communication and professionalism
TRN015423,DUD101006,2025-10-18,General Zoom Training,Zoom,DUD100672,Completed,Passed,Reinforced lesson preparation
TRN015424,DUD101007,2022-10-15,Orientation,In Person,DUD100052,Completed,Passed,Initial training completed
TRN015425,DUD101007,2022-10-22,On-the-Job Training,In Person,DUD101484,Completed,Passed,Two-week initial training
TRN015426,DUD101007,2023-01-03,General Zoom Training,Zoom,DUD100597,Completed,Passed,General teaching skills refresher
TRN015427,DUD101007,2023-05-31,General Zoom Training,Zoom,DUD100364,Completed,Passed,Reinforced classroom management
TRN015428,DUD101007,2023-10-28,General Zoom Training,Zoom,DUD101303,Completed,Passed,General teaching skills refresher
TRN015429,DUD101007,2024-01-10,General Zoom Training,Zoom,DUD101484,Completed,Passed,Reinforced communication and professionalism
TRN015430,DUD101007,2024-03-18,General Zoom Training,Zoom,DUD100205,Completed,Passed,Reinforced communication and professionalism
TRN015431,DUD101007,2024-06-11,General Zoom Training,Zoom,DUD101382,Completed,Passed,Teaching ideas and classroom techniques
TRN015432,DUD101007,2024-08-21,General Zoom Training,Zoom,DUD100898,Completed,Passed,General teaching skills refresher
TRN015433,DUD101007,2025-01-04,General Zoom Training,Zoom,DUD100570,Completed,Passed,Reinforced classroom management
TRN015440,DUD101007,2025-01-18,Performance Improvement Training,In Person,DUD100482,Completed,Passed,Additional support following performance review
TRN015434,DUD101007,2025-03-29,General Zoom Training,Zoom,DUD100364,Completed,Passed,General teaching skills refresher
TRN015435,DUD101007,2025-06-14,General Zoom Training,Zoom,DUD100817,Completed,Passed,Teaching ideas and classroom techniques
TRN015436,DUD101007,2025-08-29,General Zoom Training,Zoom,DUD101215,Completed,Passed,Reinforced lesson preparation
TRN015437,DUD101007,2025-10-31,General Zoom Training,Zoom,DUD100382,Completed,Passed,General teaching skills refresher
TRN015438,DUD101007,2026-01-24,General Zoom Training,Zoom,DUD100415,Completed,Passed,General teaching skills refresher
TRN015439,DUD101007,2026-03-31,General Zoom Training,Zoom,DUD101473,Completed,Passed,General teaching skills refresher
TRN015441,DUD101008,2024-04-16,Orientation,In Person,DUD100597,Completed,Passed,Initial training completed
TRN015442,DUD101008,2024-04-23,On-the-Job Training,In Person,DUD100984,Completed,Passed,Two-week initial training
TRN015443,DUD101008,2024-07-04,General Zoom Training,Zoom,DUD100808,Completed,Passed,Reinforced lesson preparation
TRN015444,DUD101008,2024-09-19,General Zoom Training,Zoom,DUD100675,Completed,Passed,Reinforced lesson preparation
TRN015445,DUD101008,2024-12-06,General Zoom Training,Zoom,DUD101494,Completed,Passed,Reinforced lesson preparation
TRN015446,DUD101008,2025-02-14,General Zoom Training,Zoom,DUD100758,Completed,Passed,Reinforced lesson preparation
TRN015447,DUD101008,2025-07-17,General Zoom Training,Zoom,DUD100153,Completed,Passed,Reinforced lesson preparation
TRN015448,DUD101008,2025-09-23,General Zoom Training,Zoom,DUD100898,Completed,Passed,Teaching ideas and classroom techniques
TRN015449,DUD101008,2025-11-28,General Zoom Training,Zoom,DUD100460,Completed,Passed,Reinforced communication and professionalism
TRN015450,DUD101008,2026-02-22,General Zoom Training,Zoom,DUD100220,Completed,Passed,Reinforced lesson preparation
TRN015451,DUD101009,2025-10-15,Orientation,In Person,DUD100630,Completed,Passed,Initial training completed
TRN015452,DUD101009,2025-10-22,On-the-Job Training,In Person,DUD100822,Completed,Passed,Two-week initial training
