performance_id,employee_id,assignment_id,reviewer_id,review_date,review_type,lesson_quality,classroom_management,professionalism,communication,reliability,overall_score,improvement_required,comments
PERF0002389,DUD101165,ASG001792,DUD000075,2022-02-10,Six-Month Review,2,3,1,2,2,2.0,True,
PERF0002390,DUD101165,ASG001792,DUD000005,2022-03-11,Annual Review,4,4,4,3,5,4.0,False,
PERF0002391,DUD101166,ASG001793,DUD000012,2025-09-29,Annual Review,2,4,3,3,3,3.0,False,
PERF0002392,DUD101166,ASG001793,DUD000079,2025-01-18,School Visit,4,5,5,4,5,4.6,False,
PERF0002393,DUD101166,ASG001793,DUD000053,2024-03-29,Performance Improvement Review,3,2,3,2,2,2.4,True,
PERF0002394,DUD101167,ASG001794,DUD000068,2024-04-04,School Visit,5,5,5,4,5,4.8,False,
PERF0002395,DUD101167,ASG001794,DUD000013,2024-05-23,Six-Month Review,4,5,5,4,4,4.4,False,
PERF0002396,DUD101168,ASG001795,DUD000034,2024-11-03,Performance Improvement Review,3,5,4,3,5,4.0,False,
PERF0002397,DUD101168,ASG001795,DUD000066,2025-06-07,School Visit,4,2,4,2,2,2.8,True,
PERF0002398,DUD101169,ASG001796,DUD000023,2021-07-04,Performance Improvement Review,3,5,4,4,4,4.0,False,
PERF0002399,DUD101170,ASG001799,DUD000077,2024-02-22,School Visit,4,3,5,5,4,4.2,False,
PERF0002400,DUD101171,ASG001801,DUD000091,2026-06-09,School Visit,3,4,2,3,3,3.0,False,
PERF0002401,DUD101171,ASG001801,DUD000042,2026-06-28,Annual Review,3,3,4,2,2,2.8,True,
PERF0002402,DUD101171,ASG001800,DUD000005,2026-01-14,Annual Review,4,4,3,5,3,3.8,False,
PERF0002403,DUD101172,ASG001802,DUD000016,2025-12-30,Performance Improvement Review,4,3,4,3,3,3.4,False,
PERF0002404,DUD101172,ASG001804,DUD000016,2027-09-01,School Visit,4,4,4,4,5,4.2,False,
PERF0002405,DUD101173,ASG001805,DUD000019,2023-04-08,Annual Review,5,4,4,4,4,4.2,False,
PERF0002406,DUD101173,ASG001805,DUD000029,2023-07-30,School Visit,5,4,3,3,4,3.8,False,
PERF0002407,DUD101173,ASG001805,DUD000028,2024-05-07,Annual Review,5,5,4,5,5,4.8,False,
PERF0002408,DUD101174,ASG001807,DUD000013,2022-11-20,School Visit,4,5,5,4,4,4.4,False,
PERF0002409,DUD101174,ASG001807,DUD000081,2022-12-04,Performance Improvement Review,5,4,4,5,5,4.6,False,
PERF0002410,DUD101174,ASG001808,DUD000091,2026-01-28,Annual Review,1,1,3,1,2,1.6,True,
PERF0002411,DUD101175,ASG001809,DUD000062,2026-03-28,Performance Improvement Review,4,4,4,3,4,3.8,False,
PERF0002412,DUD101175,ASG001809,DUD000036,2025-03-02,Six-Month Review,4,4,4,5,5,4.4,False,
PERF0002413,DUD101175,ASG001809,DUD000038,2024-04-10,Performance Improvement Review,4,4,3,4,5,4.0,False,
PERF0002414,DUD101176,ASG001811,DUD000049,2023-06-23,Six-Month Review,5,4,5,5,5,4.8,False,
PERF0002415,DUD101176,ASG001812,DUD000041,2025-09-02,School Visit,4,5,4,4,3,4.0,False,
PERF0002416,DUD101177,ASG001813,DUD000049,2025-01-15,Six-Month Review,5,4,5,5,5,4.8,False,
PERF0002417,DUD101178,ASG001815,DUD000019,2025-09-04,Annual Review,4,3,4,5,4,4.0,False,
PERF0002418,DUD101178,ASG001814,DUD000074,2023-07-27,Performance Improvement Review,5,4,5,4,4,4.4,False,
PERF0002419,DUD101179,ASG001816,DUD000076,2023-05-08,Six-Month Review,3,5,4,3,3,3.6,False,
PERF0002420,DUD101179,ASG001816,DUD000097,2023-10-31,Performance Improvement Review,4,4,5,5,5,4.6,False,
PERF0002421,DUD101179,ASG001816,DUD000079,2025-02-03,Annual Review,4,3,3,5,5,4.0,False,
PERF0002422,DUD101180,ASG001817,DUD000085,2021-06-30,Annual Review,3,2,2,3,2,2.4,True,
PERF0002423,DUD101180,ASG001818,DUD000017,2022-10-24,Annual Review,3,3,3,4,3,3.2,False,
PERF0002424,DUD101180,ASG001818,DUD000044,2022-01-07,Performance Improvement Review,5,4,4,4,3,4.0,False,
PERF0002425,DUD101181,ASG001819,DUD000047,2021-06-24,School Visit,5,4,5,4,5,4.6,False,
PERF0002426,DUD101181,ASG001819,DUD000062,2021-12-06,Six-Month Review,5,3,3,4,4,3.8,False,
PERF0002427,DUD101182,ASG001822,DUD000017,2026-07-24,Annual Review,4,4,3,2,3,3.2,False,
PERF0002428,DUD101182,ASG001823,DUD000064,2026-09-18,Performance Improvement Review,5,4,5,5,4,4.6,False,
PERF0002429,DUD101183,ASG001825,DUD000059,2026-11-21,Performance Improvement Review,4,5,4,5,4,4.4,False,
PERF0002430,DUD101183,ASG001826,DUD000066,2028-03-14,School Visit,5,5,4,5,5,4.8,False,
PERF0002431,DUD101184,ASG001827,DUD000012,2022-02-25,Six-Month Review,3,2,2,2,1,2.0,True,
PERF0002432,DUD101185,ASG001828,DUD000051,2022-06-06,School Visit,4,2,2,2,4,2.8,True,
PERF0002433,DUD101185,ASG001828,DUD000021,2022-04-02,School Visit,4,4,5,4,3,4.0,False,
PERF0002434,DUD101185,ASG001829,DUD000091,2023-09-08,School Visit,5,5,5,5,5,5.0,False,
PERF0002435,DUD101186,ASG001830,DUD000066,2023-10-09,Six-Month Review,4,4,4,5,5,4.4,False,
PERF0002436,DUD101187,ASG001832,DUD000051,2023-10-17,School Visit,2,3,2,4,2,2.6,True,
PERF0002437,DUD101188,ASG001833,DUD000071,2022-09-07,Performance Improvement Review,5,5,5,4,4,4.6,False,
PERF0002438,DUD101188,ASG001833,DUD000017,2022-03-20,Annual Review,3,4,3,2,4,3.2,False,
PERF0002439,DUD101188,ASG001833,DUD000030,2024-08-14,Annual Review,3,4,4,4,4,3.8,False,
PERF0002440,DUD101189,ASG001835,DUD000031,2026-07-06,School Visit,2,2,2,2,2,2.0,True,
PERF0002441,DUD101189,ASG001835,DUD000027,2026-03-09,Annual Review,3,5,3,3,4,3.6,False,
PERF0002442,DUD101190,ASG001836,DUD000092,2022-10-05,Six-Month Review,3,3,3,4,3,3.2,False,
PERF0002443,DUD101191,ASG001838,DUD000017,2025-05-05,Performance Improvement Review,3,2,4,4,2,3.0,False,
PERF0002444,DUD101191,ASG001840,DUD000055,2026-07-29,Annual Review,4,5,4,3,4,4.0,False,
PERF0002445,DUD101191,ASG001839,DUD000001,2025-10-12,Six-Month Review,4,4,5,3,4,4.0,False,
PERF0002446,DUD101192,ASG001842,DUD000071,2024-07-31,School Visit,4,4,4,4,4,4.0,False,
PERF0002447,DUD101192,ASG001841,DUD000031,2021-02-22,Annual Review,4,3,3,4,3,3.4,False,
PERF0002448,DUD101192,ASG001842,DUD000093,2023-11-08,Six-Month Review,5,5,5,4,4,4.6,False,
PERF0002449,DUD101193,ASG001845,DUD000014,2026-03-05,Annual Review,4,3,5,4,4,4.0,False,
PERF0002450,DUD101194,ASG001847,DUD000016,2026-03-25,Performance Improvement Review,4,5,4,4,4,4.2,False,
PERF0002451,DUD101194,ASG001847,DUD000086,2025-09-16,School Visit,5,5,4,3,3,4.0,False,
PERF0002452,DUD101195,ASG001849,DUD000003,2025-10-14,Six-Month Review,1,1,1,1,1,1.0,True,
PERF0002453,DUD101195,ASG001848,DUD000100,2023-06-24,Six-Month Review,4,5,3,4,5,4.2,False,
PERF0002454,DUD101196,ASG001850,DUD000082,2024-03-16,Performance Improvement Review,1,1,1,1,2,1.2,True,
PERF0002455,DUD101197,ASG001851,DUD000071,2024-03-09,Performance Improvement Review,4,4,4,4,4,4.0,False,
PERF0002456,DUD101197,ASG001852,DUD000034,2026-04-28,Six-Month Review,4,5,3,3,5,4.0,False,
PERF0002457,DUD101197,ASG001852,DUD000087,2026-06-09,Performance Improvement Review,2,1,3,2,2,2.0,True,
PERF0002458,DUD101198,ASG001853,DUD000093,2023-06-15,Six-Month Review,3,4,3,5,4,3.8,False,
PERF0002459,DUD101198,ASG001855,DUD000098,2025-02-14,Annual Review,2,3,2,2,1,2.0,True,
PERF0002460,DUD101198,ASG001855,DUD000079,2025-08-21,Six-Month Review,3,2,3,2,2,2.4,True,
PERF0002461,DUD101199,ASG001857,DUD000018,2026-08-16,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0002462,DUD101200,ASG001858,DUD000051,2025-10-28,Six-Month Review,4,4,3,4,3,3.6,False,
PERF0002463,DUD101201,ASG001861,DUD000018,2024-09-23,School Visit,4,4,5,5,5,4.6,False,
PERF0002464,DUD101201,ASG001861,DUD000082,2024-10-31,Annual Review,4,4,5,5,4,4.4,False,
PERF0002465,DUD101201,ASG001861,DUD000032,2024-08-06,Annual Review,3,4,4,3,5,3.8,False,
PERF0002466,DUD101202,ASG001862,DUD000098,2024-12-11,School Visit,1,1,1,1,1,1.0,True,
PERF0002467,DUD101202,ASG001862,DUD000009,2025-02-05,Annual Review,4,2,4,3,2,3.0,False,
PERF0002468,DUD101203,ASG001863,DUD000071,2022-05-23,Six-Month Review,4,5,5,5,5,4.8,False,
PERF0002469,DUD101203,ASG001863,DUD000025,2022-05-15,Six-Month Review,4,4,4,5,5,4.4,False,
PERF0002470,DUD101203,ASG001863,DUD000089,2022-07-22,Annual Review,2,2,2,2,1,1.8,True,
PERF0002471,DUD101204,ASG001864,DUD000042,2022-06-13,Annual Review,4,5,3,3,4,3.8,False,
PERF0002472,DUD101204,ASG001865,DUD000079,2023-01-01,Annual Review,5,5,5,4,5,4.8,False,
PERF0002473,DUD101205,ASG001866,DUD000038,2025-12-29,Performance Improvement Review,5,5,3,3,4,4.0,False,
PERF0002474,DUD101205,ASG001867,DUD000058,2027-04-15,Six-Month Review,5,5,5,5,4,4.8,False,
PERF0002475,DUD101205,ASG001866,DUD000090,2026-11-05,Six-Month Review,3,3,3,3,2,2.8,True,
PERF0002476,DUD101206,ASG001868,DUD000032,2024-08-31,Performance Improvement Review,3,3,3,2,2,2.6,True,
PERF0002477,DUD101207,ASG001869,DUD000016,2025-10-22,School Visit,4,3,3,4,4,3.6,False,
PERF0002478,DUD101208,ASG001871,DUD000009,2026-04-13,Performance Improvement Review,4,5,5,5,4,4.6,False,
PERF0002479,DUD101208,ASG001871,DUD000041,2025-10-06,Six-Month Review,4,4,4,3,5,4.0,False,
PERF0002480,DUD101209,ASG001872,DUD000057,2026-01-30,Performance Improvement Review,4,5,5,5,5,4.8,False,
PERF0002481,DUD101209,ASG001872,DUD000010,2026-01-02,Performance Improvement Review,3,3,3,3,3,3.0,False,
PERF0002482,DUD101210,ASG001874,DUD000042,2025-04-11,School Visit,4,4,5,3,5,4.2,False,
PERF0002483,DUD101210,ASG001873,DUD000074,2023-11-25,Performance Improvement Review,4,4,5,4,5,4.4,False,
PERF0002484,DUD101211,ASG001875,DUD000087,2024-01-26,Performance Improvement Review,5,4,3,5,3,4.0,False,
PERF0002485,DUD101211,ASG001875,DUD000004,2022-06-04,Six-Month Review,2,4,3,3,4,3.2,False,
PERF0002486,DUD101211,ASG001875,DUD000050,2025-07-05,Six-Month Review,5,4,4,4,4,4.2,False,
PERF0002487,DUD101212,ASG001876,DUD000066,2022-01-14,Performance Improvement Review,4,3,3,4,5,3.8,False,
PERF0002488,DUD101213,ASG001878,DUD000054,2025-05-14,Performance Improvement Review,3,2,3,1,3,2.4,True,
PERF0002489,DUD101214,ASG001880,DUD000090,2023-10-12,Performance Improvement Review,4,4,3,4,4,3.8,False,
PERF0002490,DUD101214,ASG001880,DUD000079,2023-01-11,Annual Review,5,4,5,5,5,4.8,False,
PERF0002491,DUD101214,ASG001879,DUD000076,2022-02-20,School Visit,4,3,2,4,3,3.2,False,
PERF0002492,DUD101215,ASG001882,DUD000021,2026-05-19,School Visit,2,3,2,4,2,2.6,True,
PERF0002493,DUD101215,ASG001882,DUD000085,2026-02-18,School Visit,4,5,4,4,4,4.2,False,
PERF0002494,DUD101215,ASG001882,DUD000016,2026-07-19,Performance Improvement Review,4,4,3,4,3,3.6,False,
PERF0002495,DUD101216,ASG001883,DUD000026,2026-07-20,Performance Improvement Review,5,5,4,5,4,4.6,False,
PERF0002496,DUD101216,ASG001883,DUD000029,2024-07-06,Performance Improvement Review,5,3,5,4,3,4.0,False,
PERF0002497,DUD101217,ASG001884,DUD000053,2024-07-29,Annual Review,5,4,4,4,4,4.2,False,
PERF0002498,DUD101218,ASG001885,DUD000018,2025-10-23,Annual Review,5,4,5,5,4,4.6,False,
PERF0002499,DUD101219,ASG001886,DUD000049,2021-10-01,Annual Review,4,5,5,4,5,4.6,False,
PERF0002500,DUD101220,ASG001888,DUD000001,2026-10-22,School Visit,5,4,4,5,3,4.2,False,
PERF0002501,DUD101221,ASG001889,DUD000038,2023-12-11,Six-Month Review,3,3,4,3,2,3.0,False,
PERF0002502,DUD101221,ASG001889,DUD000061,2023-03-25,Performance Improvement Review,2,1,1,1,1,1.2,True,
PERF0002503,DUD101222,ASG001890,DUD000009,2026-07-20,Annual Review,5,5,5,5,5,5.0,False,
PERF0002504,DUD101222,ASG001890,DUD000033,2025-11-05,Performance Improvement Review,4,5,4,5,5,4.6,False,
PERF0002505,DUD101223,ASG001891,DUD000032,2024-08-07,Six-Month Review,1,2,2,2,1,1.6,True,
PERF0002506,DUD101224,ASG001892,DUD000098,2024-04-25,Annual Review,3,3,4,4,5,3.8,False,
PERF0002507,DUD101224,ASG001892,DUD000005,2024-01-15,Annual Review,5,4,5,5,4,4.6,False,
PERF0002508,DUD101225,ASG001895,DUD000018,2026-04-17,Performance Improvement Review,3,3,3,3,3,3.0,False,
PERF0002509,DUD101225,ASG001893,DUD000002,2024-06-11,School Visit,3,4,4,3,5,3.8,False,
PERF0002510,DUD101226,ASG001896,DUD000030,2026-07-02,Annual Review,5,5,5,5,5,5.0,False,
PERF0002511,DUD101226,ASG001897,DUD000071,2026-10-30,Annual Review,5,5,4,5,5,4.8,False,
PERF0002512,DUD101227,ASG001898,DUD000043,2025-10-28,Annual Review,4,4,4,4,4,4.0,False,
PERF0002513,DUD101228,ASG001899,DUD000029,2023-10-07,Performance Improvement Review,4,4,5,4,3,4.0,False,
PERF0002514,DUD101229,ASG001901,DUD000065,2026-02-02,Performance Improvement Review,5,4,5,4,4,4.4,False,
PERF0002515,DUD101230,ASG001903,DUD000020,2025-03-29,Annual Review,4,3,4,3,4,3.6,False,
PERF0002516,DUD101230,ASG001902,DUD000037,2024-01-12,Six-Month Review,5,3,4,4,4,4.0,False,
PERF0002517,DUD101231,ASG001904,DUD000023,2026-02-18,Annual Review,2,1,3,1,2,1.8,True,
PERF0002518,DUD101231,ASG001904,DUD000094,2026-02-17,Six-Month Review,4,5,5,4,5,4.6,False,
PERF0002519,DUD101231,ASG001904,DUD000025,2026-06-13,Annual Review,5,5,4,4,4,4.4,False,
PERF0002520,DUD101232,ASG001906,DUD000076,2028-06-20,Annual Review,5,5,5,5,5,5.0,False,
PERF0002521,DUD101233,ASG001907,DUD000043,2026-06-15,Annual Review,3,4,5,3,4,3.8,False,
PERF0002522,DUD101234,ASG001909,DUD000051,2025-01-06,Annual Review,4,4,4,4,5,4.2,False,
PERF0002523,DUD101235,ASG001912,DUD000084,2026-12-09,Six-Month Review,2,1,1,1,1,1.2,True,
PERF0002524,DUD101235,ASG001912,DUD000047,2027-09-26,School Visit,2,4,3,4,4,3.4,False,
PERF0002525,DUD101236,ASG001915,DUD000009,2022-09-04,School Visit,4,4,4,5,4,4.2,False,
PERF0002526,DUD101236,ASG001914,DUD000098,2022-01-27,School Visit,5,4,4,5,5,4.6,False,
PERF0002527,DUD101236,ASG001914,DUD000057,2021-11-20,School Visit,4,4,4,4,5,4.2,False,
PERF0002528,DUD101237,ASG001917,DUD000019,2023-12-02,Annual Review,4,4,4,4,4,4.0,False,
PERF0002529,DUD101237,ASG001917,DUD000062,2026-02-11,Annual Review,4,3,5,4,5,4.2,False,
PERF0002530,DUD101237,ASG001917,DUD000004,2024-09-02,Six-Month Review,3,4,3,3,3,3.2,False,
PERF0002531,DUD101238,ASG001918,DUD000048,2026-06-07,Performance Improvement Review,3,4,3,4,4,3.6,False,
PERF0002532,DUD101238,ASG001918,DUD000056,2026-04-16,Six-Month Review,4,5,5,5,4,4.6,False,
PERF0002533,DUD101238,ASG001918,DUD000059,2024-12-29,Annual Review,3,5,4,4,4,4.0,False,
PERF0002534,DUD101239,ASG001919,DUD000064,2023-02-14,Performance Improvement Review,4,3,3,4,5,3.8,False,
PERF0002535,DUD101239,ASG001919,DUD000041,2023-05-02,Six-Month Review,2,2,3,1,2,2.0,True,
PERF0002536,DUD101239,ASG001919,DUD000061,2022-09-16,Performance Improvement Review,3,2,4,4,3,3.2,False,
PERF0002537,DUD101240,ASG001920,DUD000094,2026-07-23,School Visit,4,5,5,5,3,4.4,False,
PERF0002538,DUD101240,ASG001920,DUD000016,2025-10-09,School Visit,3,3,2,3,4,3.0,False,
PERF0002539,DUD101241,ASG001921,DUD000077,2025-04-13,Annual Review,4,4,4,4,4,4.0,False,
PERF0002540,DUD101242,ASG001923,DUD000057,2026-03-03,Performance Improvement Review,4,4,4,3,5,4.0,False,
PERF0002541,DUD101242,ASG001923,DUD000092,2025-12-03,Performance Improvement Review,4,3,4,5,4,4.0,False,
PERF0002542,DUD101243,ASG001925,DUD000038,2022-03-30,Annual Review,5,5,5,5,5,5.0,False,
PERF0002543,DUD101243,ASG001926,DUD000074,2025-04-20,Six-Month Review,5,5,5,4,5,4.8,False,
PERF0002544,DUD101243,ASG001925,DUD000014,2022-01-31,Annual Review,4,4,3,4,5,4.0,False,
PERF0002545,DUD101244,ASG001928,DUD000028,2026-07-10,School Visit,4,4,3,4,3,3.6,False,
PERF0002546,DUD101245,ASG001931,DUD000084,2026-04-30,Performance Improvement Review,3,3,3,3,4,3.2,False,
PERF0002547,DUD101245,ASG001930,DUD000069,2025-03-24,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0002548,DUD101246,ASG001932,DUD000004,2025-01-28,Six-Month Review,4,4,5,3,4,4.0,False,
PERF0002549,DUD101246,ASG001932,DUD000044,2026-06-18,School Visit,5,4,5,5,5,4.8,False,
PERF0002550,DUD101246,ASG001932,DUD000095,2026-03-07,Six-Month Review,3,3,3,2,4,3.0,False,
PERF0002551,DUD101247,ASG001933,DUD000018,2025-09-17,Performance Improvement Review,4,2,2,3,2,2.6,True,
PERF0002552,DUD101247,ASG001933,DUD000091,2026-07-13,Six-Month Review,4,5,5,5,5,4.8,False,
PERF0002553,DUD101247,ASG001933,DUD000054,2025-07-25,Annual Review,5,3,4,3,4,3.8,False,
PERF0002554,DUD101248,ASG001935,DUD000076,2026-08-13,Performance Improvement Review,4,4,4,5,4,4.2,False,
PERF0002555,DUD101249,ASG001937,DUD000043,2026-08-15,Annual Review,5,5,5,4,5,4.8,False,
PERF0002556,DUD101249,ASG001936,DUD000090,2025-09-22,Performance Improvement Review,5,3,3,5,5,4.2,False,
PERF0002557,DUD101250,ASG001938,DUD000011,2023-02-21,Performance Improvement Review,4,3,4,5,4,4.0,False,
PERF0002558,DUD101251,ASG001939,DUD000067,2025-02-05,Six-Month Review,5,4,5,4,5,4.6,False,
PERF0002559,DUD101251,ASG001939,DUD000027,2026-06-26,Performance Improvement Review,5,4,4,5,4,4.4,False,
PERF0002560,DUD101251,ASG001939,DUD000060,2026-01-13,Six-Month Review,3,3,5,4,4,3.8,False,
PERF0002561,DUD101252,ASG001940,DUD000012,2025-09-19,School Visit,5,5,5,4,4,4.6,False,
PERF0002562,DUD101253,ASG001941,DUD000099,2025-09-17,Annual Review,4,3,5,5,3,4.0,False,
PERF0002563,DUD101253,ASG001941,DUD000084,2025-09-25,Performance Improvement Review,4,3,4,3,3,3.4,False,
PERF0002564,DUD101254,ASG001944,DUD000061,2024-02-22,Annual Review,3,1,1,2,3,2.0,True,
PERF0002565,DUD101254,ASG001944,DUD000047,2024-03-25,School Visit,4,4,5,5,5,4.6,False,
PERF0002566,DUD101254,ASG001944,DUD000010,2023-09-29,Annual Review,5,4,3,3,4,3.8,False,
PERF0002567,DUD101255,ASG001945,DUD000074,2021-12-15,School Visit,3,4,5,5,3,4.0,False,
PERF0002568,DUD101255,ASG001945,DUD000081,2021-12-05,Performance Improvement Review,4,4,2,3,4,3.4,False,
PERF0002569,DUD101256,ASG001947,DUD000022,2024-07-17,School Visit,2,4,4,2,2,2.8,True,
PERF0002570,DUD101256,ASG001948,DUD000065,2026-03-02,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0002571,DUD101256,ASG001948,DUD000034,2026-03-27,Performance Improvement Review,5,5,5,5,5,5.0,False,
PERF0002572,DUD101257,ASG001949,DUD000044,2023-11-16,Six-Month Review,1,2,3,1,3,2.0,True,
PERF0002573,DUD101257,ASG001949,DUD000081,2024-08-19,School Visit,3,5,4,4,4,4.0,False,
PERF0002574,DUD101258,ASG001950,DUD000061,2026-01-09,School Visit,4,5,5,4,4,4.4,False,
PERF0002575,DUD101258,ASG001951,DUD000088,2026-09-15,Annual Review,5,5,5,4,5,4.8,False,
PERF0002576,DUD101259,ASG001952,DUD000090,2021-07-09,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0002577,DUD101259,ASG001953,DUD000011,2022-09-19,Annual Review,5,5,5,5,5,5.0,False,
PERF0002578,DUD101259,ASG001953,DUD000080,2022-05-17,Performance Improvement Review,4,4,5,5,4,4.4,False,
PERF0002579,DUD101260,ASG001954,DUD000052,2025-07-26,Six-Month Review,3,3,2,3,3,2.8,True,
PERF0002580,DUD101260,ASG001954,DUD000096,2025-02-09,Performance Improvement Review,2,2,1,2,1,1.6,True,
PERF0002581,DUD101260,ASG001954,DUD000055,2025-11-26,Annual Review,4,4,5,5,4,4.4,False,
PERF0002582,DUD101261,ASG001956,DUD000057,2026-08-30,Performance Improvement Review,3,4,4,4,5,4.0,False,
PERF0002583,DUD101262,ASG001957,DUD000009,2024-11-30,Performance Improvement Review,5,5,4,5,5,4.8,False,
PERF0002584,DUD101262,ASG001957,DUD000046,2024-12-20,Performance Improvement Review,3,3,5,4,5,4.0,False,
PERF0002585,DUD101263,ASG001959,DUD000010,2027-06-11,Annual Review,5,5,3,4,4,4.2,False,
PERF0002586,DUD101263,ASG001958,DUD000033,2026-03-12,Six-Month Review,3,2,3,2,4,2.8,True,
PERF0002587,DUD101264,ASG001963,DUD000054,2026-10-13,School Visit,1,2,3,2,2,2.0,True,
PERF0002588,DUD101264,ASG001963,DUD000023,2026-11-19,Performance Improvement Review,5,5,5,5,5,5.0,False,
PERF0002589,DUD101264,ASG001962,DUD000019,2026-01-12,Performance Improvement Review,5,5,4,5,5,4.8,False,
PERF0002590,DUD101265,ASG001964,DUD000087,2024-12-02,Annual Review,3,3,4,2,2,2.8,True,
PERF0002591,DUD101265,ASG001964,DUD000011,2025-05-03,Performance Improvement Review,5,5,5,5,4,4.8,False,
PERF0002592,DUD101265,ASG001964,DUD000088,2025-05-31,Annual Review,3,1,2,1,3,2.0,True,
PERF0002593,DUD101266,ASG001965,DUD000092,2022-10-27,Six-Month Review,5,4,4,4,3,4.0,False,
PERF0002594,DUD101266,ASG001965,DUD000002,2022-01-11,Performance Improvement Review,3,5,3,4,3,3.6,False,
PERF0002595,DUD101267,ASG001967,DUD000005,2025-05-11,Performance Improvement Review,4,5,5,5,5,4.8,False,
PERF0002596,DUD101268,ASG001968,DUD000072,2026-06-10,School Visit,3,3,3,4,2,3.0,False,
PERF0002597,DUD101269,ASG001969,DUD000094,2024-12-24,Annual Review,3,4,5,4,3,3.8,False,
PERF0002598,DUD101270,ASG001970,DUD000001,2026-05-18,School Visit,5,5,4,5,5,4.8,False,
PERF0002599,DUD101271,ASG001971,DUD000060,2025-03-27,Performance Improvement Review,4,5,5,4,5,4.6,False,
PERF0002600,DUD101271,ASG001971,DUD000028,2026-02-21,Performance Improvement Review,3,3,4,2,3,3.0,False,
PERF0002601,DUD101272,ASG001972,DUD000078,2026-08-06,Performance Improvement Review,5,4,4,5,5,4.6,False,
PERF0002602,DUD101272,ASG001972,DUD000093,2026-01-05,Annual Review,3,3,3,5,5,3.8,False,
PERF0002603,DUD101273,ASG001973,DUD000042,2024-01-12,School Visit,5,4,5,3,4,4.2,False,
PERF0002604,DUD101274,ASG001974,DUD000085,2025-08-09,Performance Improvement Review,5,5,4,4,5,4.6,False,
PERF0002605,DUD101274,ASG001974,DUD000077,2023-10-01,Performance Improvement Review,3,3,3,3,3,3.0,False,
PERF0002606,DUD101275,ASG001976,DUD000010,2025-03-07,Performance Improvement Review,5,4,4,5,5,4.6,False,
PERF0002607,DUD101275,ASG001975,DUD000087,2024-11-09,Annual Review,5,5,5,5,5,5.0,False,
PERF0002608,DUD101276,ASG001979,DUD000099,2025-08-03,Performance Improvement Review,3,3,5,3,4,3.6,False,
PERF0002609,DUD101276,ASG001979,DUD000018,2026-04-16,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0002610,DUD101277,ASG001980,DUD000058,2025-12-22,Performance Improvement Review,4,4,4,4,3,3.8,False,
PERF0002611,DUD101277,ASG001980,DUD000054,2023-12-30,Performance Improvement Review,4,3,5,3,3,3.6,False,
PERF0002612,DUD101278,ASG001981,DUD000016,2026-04-20,Annual Review,3,3,3,4,4,3.4,False,
PERF0002613,DUD101279,ASG001982,DUD000053,2023-09-06,School Visit,4,3,4,5,5,4.2,False,
PERF0002614,DUD101279,ASG001983,DUD000066,2025-03-08,Performance Improvement Review,5,4,4,4,5,4.4,False,
PERF0002615,DUD101279,ASG001982,DUD000017,2023-10-10,School Visit,5,5,4,3,5,4.4,False,
PERF0002616,DUD101280,ASG001984,DUD000086,2024-07-17,Performance Improvement Review,5,5,4,5,5,4.8,False,
PERF0002617,DUD101280,ASG001984,DUD000072,2024-08-03,Six-Month Review,4,3,4,4,3,3.6,False,
PERF0002618,DUD101280,ASG001984,DUD000023,2024-08-14,Annual Review,2,3,3,4,3,3.0,False,
PERF0002619,DUD101281,ASG001985,DUD000008,2027-01-06,Performance Improvement Review,4,5,4,4,3,4.0,False,
PERF0002620,DUD101282,ASG001987,DUD000033,2025-08-04,Six-Month Review,3,2,2,4,3,2.8,True,
PERF0002621,DUD101282,ASG001987,DUD000046,2026-06-04,Annual Review,3,3,5,4,3,3.6,False,
PERF0002622,DUD101283,ASG001988,DUD000059,2023-10-18,Performance Improvement Review,4,4,5,5,5,4.6,False,
PERF0002623,DUD101283,ASG001988,DUD000087,2023-11-15,Annual Review,4,4,4,4,4,4.0,False,
PERF0002624,DUD101283,ASG001988,DUD000069,2023-11-01,School Visit,4,4,4,3,4,3.8,False,
PERF0002625,DUD101284,ASG001990,DUD000084,2023-12-17,Annual Review,3,3,3,3,2,2.8,True,
PERF0002626,DUD101285,ASG001991,DUD000085,2022-10-24,Annual Review,3,4,3,3,3,3.2,False,
PERF0002627,DUD101285,ASG001991,DUD000083,2023-02-01,School Visit,5,4,5,5,5,4.8,False,
PERF0002628,DUD101286,ASG001992,DUD000017,2026-06-07,Annual Review,4,5,3,5,4,4.2,False,
PERF0002629,DUD101286,ASG001992,DUD000001,2025-01-12,Annual Review,2,3,3,2,2,2.4,True,
PERF0002630,DUD101287,ASG001994,DUD000010,2024-04-19,Six-Month Review,5,4,5,4,4,4.4,False,
PERF0002631,DUD101287,ASG001993,DUD000015,2023-05-29,Six-Month Review,4,4,4,3,3,3.6,False,
PERF0002632,DUD101287,ASG001993,DUD000085,2023-03-24,Six-Month Review,3,5,5,4,4,4.2,False,
PERF0002633,DUD101288,ASG001995,DUD000036,2025-02-07,Performance Improvement Review,4,4,5,4,5,4.4,False,
PERF0002634,DUD101288,ASG001995,DUD000099,2026-07-08,Six-Month Review,5,5,4,5,5,4.8,False,
