onboarding_id,employee_id,onboarding_start_date,onboarding_end_date,onboarding_type,onboarding_method,duration_days,completion_status,result,onboarding_satisfaction,notes
ONB000736,DUD100736,2023-08-28,2023-09-08,Standard Teacher Onboarding,Online,11,Delayed,Satisfactory,2,
ONB000737,DUD100737,2024-01-27,2024-02-07,Standard Teacher Onboarding,Online,11,Completed,Passed,1,
ONB000738,DUD100738,2025-03-18,2025-03-28,Rehire Onboarding,Hybrid,10,Completed,Needs Improvement,2,
ONB000739,DUD100739,2023-09-21,2023-10-02,Experienced Teacher Onboarding,Hybrid,11,Delayed,Satisfactory,1,
ONB000740,DUD100740,2025-09-24,,Rehire Onboarding,Hybrid,17,Incomplete,Incomplete,,
ONB000741,DUD100741,2024-06-02,,Experienced Teacher Onboarding,Hybrid,15,Incomplete,Incomplete,,
ONB000742,DUD100742,2025-02-09,,Rehire Onboarding,In-person,7,Incomplete,Incomplete,,
ONB000743,DUD100743,2026-04-21,2026-04-30,Rehire Onboarding,Online,9,Delayed,Passed,5,
ONB000744,DUD100744,2021-05-01,2021-05-21,Rehire Onboarding,Online,20,Completed,Passed,1,
ONB000745,DUD100745,2023-09-08,,Experienced Teacher Onboarding,In-person,14,Incomplete,Incomplete,,
ONB000746,DUD100746,2022-10-24,2022-11-06,Standard Teacher Onboarding,In-person,13,Completed,Passed,5,
ONB000747,DUD100747,2025-08-20,2025-09-09,Standard Teacher Onboarding,In-person,20,Completed,Passed,5,
ONB000748,DUD100748,2022-08-04,2022-08-12,Experienced Teacher Onboarding,In-person,8,Completed,Passed,2,
ONB000749,DUD100749,2025-03-16,2025-03-31,Standard Teacher Onboarding,Online,15,Completed,Satisfactory,1,
ONB000750,DUD100750,2025-09-05,2025-09-16,Standard Teacher Onboarding,In-person,11,Completed,Passed,2,
ONB000751,DUD100751,2025-02-24,2025-03-13,Rehire Onboarding,In-person,17,Completed,Needs Improvement,4,
ONB000752,DUD100752,2023-01-04,2023-01-22,Experienced Teacher Onboarding,Online,18,Completed,Needs Improvement,5,
ONB000753,DUD100753,2022-05-15,2022-05-22,Standard Teacher Onboarding,Hybrid,7,Completed,Needs Improvement,4,
ONB000754,DUD100754,2024-01-22,2024-02-09,Standard Teacher Onboarding,Online,18,Delayed,Needs Improvement,4,
ONB000755,DUD100755,2023-10-01,2023-10-08,Experienced Teacher Onboarding,Hybrid,7,Completed,Needs Improvement,1,
ONB000756,DUD100756,2021-08-15,2021-09-03,Standard Teacher Onboarding,In-person,19,Completed,Satisfactory,2,
ONB000757,DUD100757,2023-03-27,2023-04-12,Rehire Onboarding,Hybrid,16,Completed,Satisfactory,1,
ONB000758,DUD100758,2021-10-26,2021-11-13,Rehire Onboarding,In-person,18,Completed,Satisfactory,4,
ONB000759,DUD100759,2024-04-18,2024-04-27,Standard Teacher Onboarding,In-person,9,Completed,Satisfactory,4,
ONB000760,DUD100760,2024-03-31,2024-04-21,Standard Teacher Onboarding,Hybrid,21,Completed,Passed,1,
ONB000761,DUD100761,2022-10-29,2022-11-19,Standard Teacher Onboarding,In-person,21,Delayed,Passed,5,
ONB000762,DUD100762,2025-03-31,2025-04-13,Standard Teacher Onboarding,Hybrid,13,Completed,Passed,3,
ONB000763,DUD100763,2022-07-26,2022-08-13,Experienced Teacher Onboarding,Online,18,Delayed,Passed,1,
ONB000764,DUD100764,2021-12-23,2021-12-31,Standard Teacher Onboarding,Online,8,Completed,Passed,2,
ONB000765,DUD100765,2024-02-20,2024-03-04,Standard Teacher Onboarding,Online,13,Delayed,Needs Improvement,1,
ONB000766,DUD100766,2023-03-01,2023-03-13,Standard Teacher Onboarding,Online,12,Completed,Passed,1,
ONB000767,DUD100767,2025-09-12,2025-09-24,Standard Teacher Onboarding,Hybrid,12,Delayed,Passed,5,
ONB000768,DUD100768,2022-12-28,,Experienced Teacher Onboarding,Online,7,Incomplete,Incomplete,,
ONB000769,DUD100769,2026-06-21,,Standard Teacher Onboarding,Online,9,Incomplete,Incomplete,,
ONB000770,DUD100770,2022-09-26,2022-10-04,Rehire Onboarding,Hybrid,8,Completed,Passed,5,
ONB000771,DUD100771,2023-06-01,,Standard Teacher Onboarding,In-person,20,Incomplete,Incomplete,,
ONB000772,DUD100772,2021-12-22,,Standard Teacher Onboarding,In-person,9,Incomplete,Incomplete,,
ONB000773,DUD100773,2023-12-15,2023-12-27,Rehire Onboarding,In-person,12,Delayed,Needs Improvement,1,
ONB000774,DUD100774,2025-03-15,2025-03-23,Standard Teacher Onboarding,In-person,8,Completed,Passed,2,
ONB000775,DUD100775,2021-04-17,2021-04-26,Standard Teacher Onboarding,Online,9,Completed,Needs Improvement,1,
ONB000776,DUD100776,2023-04-23,2023-05-06,Rehire Onboarding,Hybrid,13,Delayed,Needs Improvement,5,
ONB000777,DUD100777,2025-03-23,2025-04-09,Standard Teacher Onboarding,Hybrid,17,Completed,Passed,1,
ONB000778,DUD100778,2022-08-29,,Standard Teacher Onboarding,Online,12,Incomplete,Incomplete,,
ONB000779,DUD100779,2023-02-09,,Standard Teacher Onboarding,Online,14,Incomplete,Incomplete,,
ONB000780,DUD100780,2023-05-15,2023-06-03,Rehire Onboarding,Hybrid,19,Completed,Passed,2,
ONB000781,DUD100781,2023-09-04,2023-09-14,Experienced Teacher Onboarding,In-person,10,Completed,Satisfactory,1,
ONB000782,DUD100782,2023-08-10,2023-08-30,Standard Teacher Onboarding,Hybrid,20,Completed,Satisfactory,1,
ONB000783,DUD100783,2023-09-01,,Experienced Teacher Onboarding,Hybrid,19,Incomplete,Incomplete,,
ONB000784,DUD100784,2021-04-21,2021-05-05,Experienced Teacher Onboarding,In-person,14,Completed,Passed,1,
ONB000785,DUD100785,2021-06-10,,Rehire Onboarding,Online,18,Incomplete,Incomplete,,
ONB000786,DUD100786,2025-02-21,2025-03-03,Standard Teacher Onboarding,Hybrid,10,Delayed,Passed,2,
ONB000787,DUD100787,2025-07-19,2025-08-02,Standard Teacher Onboarding,Online,14,Completed,Passed,2,
ONB000788,DUD100788,2022-10-02,2022-10-22,Experienced Teacher Onboarding,Online,20,Completed,Passed,2,
ONB000789,DUD100789,2021-07-06,,Rehire Onboarding,Hybrid,16,Incomplete,Incomplete,,
ONB000790,DUD100790,2023-01-11,2023-01-30,Experienced Teacher Onboarding,Online,19,Completed,Needs Improvement,3,
ONB000791,DUD100791,2024-06-08,2024-06-16,Experienced Teacher Onboarding,Hybrid,8,Completed,Satisfactory,1,
ONB000792,DUD100792,2022-02-15,2022-02-22,Rehire Onboarding,Online,7,Completed,Satisfactory,3,
ONB000793,DUD100793,2021-01-28,,Experienced Teacher Onboarding,Hybrid,17,Incomplete,Incomplete,,
ONB000794,DUD100794,2021-04-28,2021-05-09,Standard Teacher Onboarding,Hybrid,11,Completed,Passed,1,
ONB000795,DUD100795,2022-10-01,,Rehire Onboarding,Hybrid,17,Incomplete,Incomplete,,
ONB000796,DUD100796,2026-07-20,2026-07-29,Experienced Teacher Onboarding,Hybrid,9,Completed,Passed,3,
ONB000797,DUD100797,2025-10-07,2025-10-24,Experienced Teacher Onboarding,Online,17,Completed,Satisfactory,3,
ONB000798,DUD100798,2022-07-09,,Experienced Teacher Onboarding,Hybrid,8,Incomplete,Incomplete,,
ONB000799,DUD100799,2025-11-23,2025-12-04,Experienced Teacher Onboarding,Online,11,Completed,Needs Improvement,3,
ONB000800,DUD100800,2023-09-22,2023-10-07,Standard Teacher Onboarding,Online,15,Completed,Needs Improvement,3,
ONB000801,DUD100801,2022-10-21,2022-10-30,Standard Teacher Onboarding,Hybrid,9,Completed,Satisfactory,2,
ONB000802,DUD100802,2023-06-20,,Standard Teacher Onboarding,In-person,15,Incomplete,Incomplete,,
ONB000803,DUD100803,2024-04-07,,Experienced Teacher Onboarding,Hybrid,13,Incomplete,Incomplete,,
ONB000804,DUD100804,2021-09-05,,Standard Teacher Onboarding,In-person,21,Incomplete,Incomplete,,
ONB000805,DUD100805,2024-01-21,2024-01-30,Standard Teacher Onboarding,In-person,9,Completed,Passed,1,
ONB000806,DUD100806,2021-10-18,2021-10-30,Standard Teacher Onboarding,Hybrid,12,Completed,Passed,1,
ONB000807,DUD100807,2022-07-09,2022-07-29,Rehire Onboarding,In-person,20,Delayed,Passed,2,
ONB000808,DUD100808,2021-03-05,2021-03-25,Standard Teacher Onboarding,Online,20,Completed,Passed,5,
ONB000809,DUD100809,2026-06-14,2026-07-05,Rehire Onboarding,In-person,21,Delayed,Needs Improvement,4,
ONB000810,DUD100810,2024-07-14,,Standard Teacher Onboarding,In-person,10,Incomplete,Incomplete,,
ONB000811,DUD100811,2025-08-10,2025-08-24,Experienced Teacher Onboarding,In-person,14,Completed,Passed,4,
ONB000812,DUD100812,2022-06-09,2022-06-20,Rehire Onboarding,In-person,11,Completed,Passed,4,
ONB000813,DUD100813,2022-10-31,2022-11-13,Experienced Teacher Onboarding,Online,13,Completed,Needs Improvement,2,
ONB000814,DUD100814,2024-01-26,2024-02-06,Standard Teacher Onboarding,In-person,11,Delayed,Needs Improvement,5,
ONB000815,DUD100815,2022-09-28,2022-10-15,Standard Teacher Onboarding,Online,17,Delayed,Passed,4,
ONB000816,DUD100816,2021-12-25,,Standard Teacher Onboarding,Hybrid,18,Incomplete,Incomplete,,
ONB000817,DUD100817,2025-05-13,,Rehire Onboarding,Hybrid,14,Incomplete,Incomplete,,
ONB000818,DUD100818,2024-05-22,2024-05-31,Experienced Teacher Onboarding,Hybrid,9,Delayed,Passed,4,
ONB000819,DUD100819,2024-11-24,2024-12-15,Standard Teacher Onboarding,Hybrid,21,Completed,Satisfactory,1,
ONB000820,DUD100820,2021-11-20,2021-12-01,Rehire Onboarding,Online,11,Completed,Passed,4,
ONB000821,DUD100821,2023-02-21,2023-02-28,Experienced Teacher Onboarding,Online,7,Completed,Passed,5,
ONB000822,DUD100822,2021-06-25,2021-07-09,Standard Teacher Onboarding,In-person,14,Completed,Needs Improvement,5,
ONB000823,DUD100823,2021-06-11,,Standard Teacher Onboarding,Hybrid,15,Incomplete,Incomplete,,
ONB000824,DUD100824,2022-12-01,2022-12-14,Rehire Onboarding,In-person,13,Completed,Passed,1,
ONB000825,DUD100825,2022-07-26,2022-08-03,Standard Teacher Onboarding,Hybrid,8,Completed,Satisfactory,1,
ONB000826,DUD100826,2021-01-26,2021-02-16,Rehire Onboarding,Online,21,Completed,Needs Improvement,5,
ONB000827,DUD100827,2021-12-13,2021-12-24,Rehire Onboarding,In-person,11,Completed,Satisfactory,2,
ONB000828,DUD100828,2021-11-25,,Standard Teacher Onboarding,Online,7,Incomplete,Incomplete,,
ONB000829,DUD100829,2023-02-02,2023-02-19,Experienced Teacher Onboarding,Online,17,Completed,Needs Improvement,1,
ONB000830,DUD100830,2026-02-11,2026-02-26,Rehire Onboarding,In-person,15,Completed,Passed,2,
ONB000831,DUD100831,2026-04-06,2026-04-23,Rehire Onboarding,Hybrid,17,Completed,Passed,4,
ONB000832,DUD100832,2023-09-12,,Standard Teacher Onboarding,In-person,7,Incomplete,Incomplete,,
ONB000833,DUD100833,2022-12-06,2022-12-25,Rehire Onboarding,Hybrid,19,Completed,Needs Improvement,5,
ONB000834,DUD100834,2026-02-05,,Rehire Onboarding,Online,7,Incomplete,Incomplete,,
ONB000835,DUD100835,2024-11-07,2024-11-15,Standard Teacher Onboarding,Hybrid,8,Completed,Needs Improvement,2,
ONB000836,DUD100836,2025-12-13,2026-01-02,Experienced Teacher Onboarding,In-person,20,Delayed,Passed,2,
ONB000837,DUD100837,2021-05-15,2021-06-05,Rehire Onboarding,Online,21,Delayed,Satisfactory,3,
ONB000838,DUD100838,2024-10-05,2024-10-14,Rehire Onboarding,Hybrid,9,Completed,Satisfactory,1,
ONB000839,DUD100839,2023-04-12,2023-04-28,Experienced Teacher Onboarding,In-person,16,Delayed,Passed,4,
ONB000840,DUD100840,2021-10-16,2021-11-03,Rehire Onboarding,Online,18,Completed,Passed,5,
ONB000841,DUD100841,2022-07-23,2022-08-03,Rehire Onboarding,In-person,11,Completed,Satisfactory,5,
ONB000842,DUD100842,2021-07-15,2021-08-03,Rehire Onboarding,Online,19,Delayed,Satisfactory,2,
ONB000843,DUD100843,2024-11-20,2024-12-01,Standard Teacher Onboarding,In-person,11,Completed,Needs Improvement,3,
ONB000844,DUD100844,2025-11-07,2025-11-23,Rehire Onboarding,Online,16,Delayed,Passed,2,
ONB000845,DUD100845,2025-05-13,2025-05-28,Experienced Teacher Onboarding,In-person,15,Completed,Passed,5,
ONB000846,DUD100846,2024-08-26,,Rehire Onboarding,In-person,19,Incomplete,Incomplete,,
ONB000847,DUD100847,2021-09-23,,Standard Teacher Onboarding,In-person,8,Incomplete,Incomplete,,
ONB000848,DUD100848,2024-02-11,2024-02-29,Standard Teacher Onboarding,Online,18,Delayed,Needs Improvement,3,
ONB000849,DUD100849,2024-11-03,2024-11-16,Rehire Onboarding,Hybrid,13,Delayed,Passed,1,
ONB000850,DUD100850,2026-05-19,2026-06-04,Experienced Teacher Onboarding,Online,16,Delayed,Needs Improvement,3,
ONB000851,DUD100851,2025-05-11,2025-05-29,Rehire Onboarding,Online,18,Delayed,Needs Improvement,4,
ONB000852,DUD100852,2026-07-02,2026-07-12,Standard Teacher Onboarding,Hybrid,10,Delayed,Needs Improvement,3,
ONB000853,DUD100853,2024-04-17,2024-05-02,Rehire Onboarding,Online,15,Delayed,Passed,4,
ONB000854,DUD100854,2023-10-12,2023-10-20,Standard Teacher Onboarding,In-person,8,Completed,Satisfactory,2,
ONB000855,DUD100855,2021-08-25,,Experienced Teacher Onboarding,Online,14,Incomplete,Incomplete,,
ONB000856,DUD100856,2021-08-16,2021-08-30,Rehire Onboarding,Hybrid,14,Completed,Passed,2,
ONB000857,DUD100857,2023-02-12,2023-03-01,Rehire Onboarding,In-person,17,Completed,Needs Improvement,2,
ONB000858,DUD100858,2022-12-23,2023-01-13,Standard Teacher Onboarding,Online,21,Completed,Satisfactory,4,
ONB000859,DUD100859,2024-12-30,2025-01-07,Rehire Onboarding,Online,8,Completed,Needs Improvement,1,
ONB000860,DUD100860,2024-12-20,2025-01-06,Standard Teacher Onboarding,Online,17,Completed,Passed,1,
ONB000861,DUD100861,2024-09-14,2024-09-30,Rehire Onboarding,In-person,16,Delayed,Satisfactory,2,
ONB000862,DUD100862,2025-09-27,2025-10-12,Standard Teacher Onboarding,Online,15,Completed,Passed,2,
ONB000863,DUD100863,2022-10-07,,Standard Teacher Onboarding,In-person,13,Incomplete,Incomplete,,
ONB000864,DUD100864,2021-10-14,2021-10-21,Rehire Onboarding,Hybrid,7,Completed,Satisfactory,1,
ONB000865,DUD100865,2023-05-29,2023-06-06,Experienced Teacher Onboarding,In-person,8,Delayed,Passed,5,
ONB000866,DUD100866,2022-12-29,2023-01-09,Experienced Teacher Onboarding,In-person,11,Delayed,Satisfactory,3,
ONB000867,DUD100867,2026-03-07,,Standard Teacher Onboarding,In-person,14,Incomplete,Incomplete,,
ONB000868,DUD100868,2026-07-21,,Experienced Teacher Onboarding,In-person,21,Incomplete,Incomplete,,
ONB000869,DUD100869,2022-01-25,2022-02-07,Standard Teacher Onboarding,Hybrid,13,Completed,Needs Improvement,5,
ONB000870,DUD100870,2021-09-10,2021-09-23,Standard Teacher Onboarding,In-person,13,Completed,Passed,5,
ONB000871,DUD100871,2024-12-18,2025-01-06,Rehire Onboarding,Hybrid,19,Completed,Needs Improvement,2,
ONB000872,DUD100872,2021-11-08,,Experienced Teacher Onboarding,Online,11,Incomplete,Incomplete,,
ONB000873,DUD100873,2024-11-04,,Standard Teacher Onboarding,In-person,12,Incomplete,Incomplete,,
ONB000874,DUD100874,2022-01-03,2022-01-13,Standard Teacher Onboarding,In-person,10,Completed,Passed,1,
ONB000875,DUD100875,2022-04-02,,Rehire Onboarding,Online,20,Incomplete,Incomplete,,
ONB000876,DUD100876,2025-07-27,2025-08-03,Experienced Teacher Onboarding,In-person,7,Delayed,Passed,1,
ONB000877,DUD100877,2024-04-11,2024-04-21,Rehire Onboarding,In-person,10,Delayed,Passed,5,
ONB000878,DUD100878,2024-06-13,2024-06-24,Standard Teacher Onboarding,Online,11,Completed,Satisfactory,5,
ONB000879,DUD100879,2025-09-27,2025-10-09,Rehire Onboarding,Online,12,Completed,Needs Improvement,5,
ONB000880,DUD100880,2024-12-11,,Experienced Teacher Onboarding,Hybrid,21,Incomplete,Incomplete,,
ONB000881,DUD100881,2022-05-29,2022-06-07,Experienced Teacher Onboarding,Hybrid,9,Completed,Passed,4,
ONB000882,DUD100882,2026-02-07,2026-02-25,Experienced Teacher Onboarding,Hybrid,18,Completed,Needs Improvement,4,
ONB000883,DUD100883,2026-03-02,2026-03-17,Experienced Teacher Onboarding,Hybrid,15,Delayed,Satisfactory,2,
ONB000884,DUD100884,2022-02-15,,Rehire Onboarding,In-person,16,Incomplete,Incomplete,,
ONB000885,DUD100885,2022-11-17,2022-12-08,Rehire Onboarding,Hybrid,21,Delayed,Passed,5,
ONB000886,DUD100886,2025-11-16,2025-11-26,Standard Teacher Onboarding,Hybrid,10,Completed,Passed,2,
ONB000887,DUD100887,2026-07-29,2026-08-07,Standard Teacher Onboarding,In-person,9,Completed,Passed,1,
ONB000888,DUD100888,2021-11-21,2021-12-11,Experienced Teacher Onboarding,In-person,20,Delayed,Satisfactory,1,
ONB000889,DUD100889,2021-02-22,2021-03-08,Standard Teacher Onboarding,Online,14,Delayed,Needs Improvement,4,
ONB000890,DUD100890,2021-05-06,2021-05-27,Rehire Onboarding,In-person,21,Delayed,Satisfactory,2,
ONB000891,DUD100891,2022-09-09,2022-09-26,Standard Teacher Onboarding,Online,17,Delayed,Needs Improvement,4,
ONB000892,DUD100892,2022-06-17,2022-07-02,Standard Teacher Onboarding,Hybrid,15,Completed,Passed,4,
ONB000893,DUD100893,2021-07-21,,Experienced Teacher Onboarding,In-person,20,Incomplete,Incomplete,,
ONB000894,DUD100894,2022-02-23,2022-03-10,Experienced Teacher Onboarding,Hybrid,15,Completed,Passed,3,
ONB000895,DUD100895,2023-02-18,,Experienced Teacher Onboarding,In-person,14,Incomplete,Incomplete,,
ONB000896,DUD100896,2023-10-31,,Experienced Teacher Onboarding,Online,21,Incomplete,Incomplete,,
ONB000897,DUD100897,2022-05-26,2022-06-11,Experienced Teacher Onboarding,Online,16,Delayed,Passed,5,
ONB000898,DUD100898,2023-12-18,2023-12-27,Rehire Onboarding,Hybrid,9,Completed,Needs Improvement,4,
ONB000899,DUD100899,2021-03-17,,Rehire Onboarding,In-person,14,Incomplete,Incomplete,,
ONB000900,DUD100900,2021-11-01,2021-11-12,Experienced Teacher Onboarding,In-person,11,Completed,Passed,2,
ONB000901,DUD100901,2023-12-31,2024-01-10,Standard Teacher Onboarding,In-person,10,Completed,Passed,4,
ONB000902,DUD100902,2021-03-19,2021-04-03,Experienced Teacher Onboarding,Online,15,Delayed,Needs Improvement,4,
ONB000903,DUD100903,2025-05-16,2025-05-24,Experienced Teacher Onboarding,In-person,8,Completed,Needs Improvement,2,
ONB000904,DUD100904,2023-09-28,2023-10-10,Rehire Onboarding,Online,12,Delayed,Passed,3,
ONB000905,DUD100905,2026-06-28,,Standard Teacher Onboarding,Online,21,Incomplete,Incomplete,,
ONB000906,DUD100906,2023-02-19,2023-03-11,Experienced Teacher Onboarding,In-person,20,Completed,Passed,3,
ONB000907,DUD100907,2024-06-04,,Standard Teacher Onboarding,Online,13,Incomplete,Incomplete,,
ONB000908,DUD100908,2024-04-28,2024-05-14,Experienced Teacher Onboarding,Online,16,Completed,Satisfactory,5,
ONB000909,DUD100909,2023-11-15,,Experienced Teacher Onboarding,Online,18,Incomplete,Incomplete,,
ONB000910,DUD100910,2023-07-03,2023-07-24,Experienced Teacher Onboarding,Online,21,Completed,Passed,5,
ONB000911,DUD100911,2025-02-17,,Standard Teacher Onboarding,Hybrid,9,Incomplete,Incomplete,,
ONB000912,DUD100912,2021-02-26,2021-03-07,Rehire Onboarding,In-person,9,Delayed,Satisfactory,3,
ONB000913,DUD100913,2021-05-03,2021-05-20,Experienced Teacher Onboarding,Online,17,Completed,Passed,4,
ONB000914,DUD100914,2024-04-10,2024-05-01,Rehire Onboarding,Hybrid,21,Completed,Passed,3,
ONB000915,DUD100915,2025-02-26,2025-03-10,Standard Teacher Onboarding,Online,12,Completed,Satisfactory,5,
ONB000916,DUD100916,2021-03-21,2021-03-30,Rehire Onboarding,In-person,9,Completed,Needs Improvement,1,
ONB000917,DUD100917,2024-10-17,2024-11-02,Standard Teacher Onboarding,In-person,16,Delayed,Passed,1,
ONB000918,DUD100918,2025-10-11,2025-10-28,Rehire Onboarding,In-person,17,Delayed,Needs Improvement,1,
ONB000919,DUD100919,2023-03-21,2023-04-02,Rehire Onboarding,In-person,12,Completed,Needs Improvement,1,
ONB000920,DUD100920,2022-09-04,2022-09-23,Experienced Teacher Onboarding,In-person,19,Completed,Needs Improvement,3,
ONB000921,DUD100921,2022-12-28,2023-01-13,Standard Teacher Onboarding,Hybrid,16,Completed,Passed,3,
ONB000922,DUD100922,2021-05-09,2021-05-28,Experienced Teacher Onboarding,In-person,19,Completed,Needs Improvement,4,
ONB000923,DUD100923,2022-07-25,2022-08-07,Rehire Onboarding,Online,13,Completed,Passed,3,
ONB000924,DUD100924,2023-01-13,,Experienced Teacher Onboarding,In-person,13,Incomplete,Incomplete,,
ONB000925,DUD100925,2022-12-09,2022-12-26,Experienced Teacher Onboarding,Online,17,Completed,Passed,3,
ONB000926,DUD100926,2025-01-12,2025-01-19,Experienced Teacher Onboarding,In-person,7,Completed,Satisfactory,4,
ONB000927,DUD100927,2025-09-30,2025-10-12,Rehire Onboarding,Hybrid,12,Completed,Passed,3,
ONB000928,DUD100928,2023-12-22,2023-12-31,Standard Teacher Onboarding,In-person,9,Delayed,Satisfactory,3,
ONB000929,DUD100929,2022-03-13,2022-03-24,Experienced Teacher Onboarding,Online,11,Completed,Passed,5,
ONB000930,DUD100930,2026-03-13,2026-04-03,Standard Teacher Onboarding,Hybrid,21,Completed,Passed,5,
ONB000931,DUD100931,2022-01-03,2022-01-13,Standard Teacher Onboarding,In-person,10,Completed,Passed,1,
ONB000932,DUD100932,2024-12-06,2024-12-17,Experienced Teacher Onboarding,Online,11,Completed,Needs Improvement,3,
ONB000933,DUD100933,2024-02-05,2024-02-16,Experienced Teacher Onboarding,In-person,11,Completed,Satisfactory,2,
ONB000934,DUD100934,2021-10-03,2021-10-23,Experienced Teacher Onboarding,In-person,20,Completed,Needs Improvement,2,
ONB000935,DUD100935,2024-04-05,2024-04-12,Standard Teacher Onboarding,Hybrid,7,Completed,Passed,3,
ONB000936,DUD100936,2022-06-02,2022-06-19,Standard Teacher Onboarding,Hybrid,17,Completed,Passed,1,
ONB000937,DUD100937,2026-01-05,,Standard Teacher Onboarding,In-person,8,Incomplete,Incomplete,,
ONB000938,DUD100938,2025-08-28,2025-09-16,Experienced Teacher Onboarding,Online,19,Completed,Passed,3,
ONB000939,DUD100939,2026-03-02,,Experienced Teacher Onboarding,Hybrid,17,Incomplete,Incomplete,,
ONB000940,DUD100940,2025-06-25,2025-07-10,Standard Teacher Onboarding,In-person,15,Completed,Needs Improvement,4,
ONB000941,DUD100941,2022-05-09,,Experienced Teacher Onboarding,Hybrid,14,Incomplete,Incomplete,,
ONB000942,DUD100942,2023-02-23,,Rehire Onboarding,Online,17,Incomplete,Incomplete,,
ONB000943,DUD100943,2023-08-26,2023-09-03,Rehire Onboarding,Hybrid,8,Completed,Passed,4,
ONB000944,DUD100944,2024-01-19,2024-01-31,Rehire Onboarding,Online,12,Completed,Passed,1,
ONB000945,DUD100945,2022-07-21,2022-08-11,Standard Teacher Onboarding,Hybrid,21,Completed,Needs Improvement,1,
ONB000946,DUD100946,2026-08-06,2026-08-25,Rehire Onboarding,Hybrid,19,Completed,Passed,4,
ONB000947,DUD100947,2024-01-23,2024-02-11,Rehire Onboarding,Online,19,Completed,Needs Improvement,1,
ONB000948,DUD100948,2021-03-04,2021-03-21,Experienced Teacher Onboarding,In-person,17,Delayed,Satisfactory,5,
ONB000949,DUD100949,2023-03-21,2023-04-03,Experienced Teacher Onboarding,Online,13,Completed,Passed,2,
ONB000950,DUD100950,2025-11-25,2025-12-04,Standard Teacher Onboarding,In-person,9,Completed,Satisfactory,2,
ONB000951,DUD100951,2025-11-15,2025-11-23,Experienced Teacher Onboarding,Hybrid,8,Completed,Satisfactory,2,
ONB000952,DUD100952,2024-06-28,2024-07-08,Standard Teacher Onboarding,In-person,10,Completed,Passed,4,
ONB000953,DUD100953,2021-09-19,2021-10-10,Experienced Teacher Onboarding,In-person,21,Delayed,Needs Improvement,2,
ONB000954,DUD100954,2023-12-22,2023-12-31,Experienced Teacher Onboarding,Online,9,Completed,Needs Improvement,3,
ONB000955,DUD100955,2024-08-03,2024-08-17,Rehire Onboarding,Online,14,Completed,Satisfactory,1,
ONB000956,DUD100956,2024-05-13,2024-06-03,Standard Teacher Onboarding,Hybrid,21,Completed,Passed,5,
ONB000957,DUD100957,2022-04-10,2022-05-01,Experienced Teacher Onboarding,Online,21,Completed,Passed,5,
ONB000958,DUD100958,2023-04-04,2023-04-23,Rehire Onboarding,In-person,19,Completed,Needs Improvement,2,
ONB000959,DUD100959,2023-09-04,2023-09-18,Rehire Onboarding,Online,14,Completed,Needs Improvement,2,
ONB000960,DUD100960,2025-01-22,2025-02-12,Standard Teacher Onboarding,Online,21,Completed,Passed,2,
ONB000961,DUD100961,2023-09-12,,Rehire Onboarding,In-person,18,Incomplete,Incomplete,,
ONB000962,DUD100962,2024-12-03,2024-12-19,Rehire Onboarding,Online,16,Completed,Passed,4,
ONB000963,DUD100963,2021-03-23,2021-04-07,Experienced Teacher Onboarding,Hybrid,15,Completed,Passed,2,
ONB000964,DUD100964,2023-07-16,2023-07-26,Rehire Onboarding,In-person,10,Completed,Passed,3,
ONB000965,DUD100965,2025-04-21,2025-05-05,Standard Teacher Onboarding,In-person,14,Delayed,Passed,4,
ONB000966,DUD100966,2022-08-13,2022-09-02,Standard Teacher Onboarding,In-person,20,Completed,Passed,5,
ONB000967,DUD100967,2023-04-22,2023-04-29,Standard Teacher Onboarding,In-person,7,Completed,Needs Improvement,2,
ONB000968,DUD100968,2025-09-17,2025-10-08,Rehire Onboarding,Online,21,Completed,Passed,2,
ONB000969,DUD100969,2021-02-06,2021-02-19,Standard Teacher Onboarding,In-person,13,Completed,Satisfactory,5,
ONB000970,DUD100970,2023-03-02,2023-03-23,Standard Teacher Onboarding,In-person,21,Completed,Passed,1,
ONB000971,DUD100971,2021-12-31,2022-01-16,Rehire Onboarding,In-person,16,Completed,Passed,3,
ONB000972,DUD100972,2025-04-22,,Standard Teacher Onboarding,In-person,10,Incomplete,Incomplete,,
ONB000973,DUD100973,2024-03-10,2024-03-20,Standard Teacher Onboarding,In-person,10,Completed,Satisfactory,4,
ONB000974,DUD100974,2024-12-25,2025-01-02,Rehire Onboarding,Hybrid,8,Completed,Needs Improvement,3,
ONB000975,DUD100975,2023-06-17,,Standard Teacher Onboarding,Online,16,Incomplete,Incomplete,,
ONB000976,DUD100976,2023-12-29,2024-01-18,Experienced Teacher Onboarding,Hybrid,20,Completed,Passed,4,
ONB000977,DUD100977,2024-04-30,,Standard Teacher Onboarding,Hybrid,9,Incomplete,Incomplete,,
ONB000978,DUD100978,2023-11-30,2023-12-19,Standard Teacher Onboarding,In-person,19,Completed,Needs Improvement,3,
ONB000979,DUD100979,2023-09-27,2023-10-14,Rehire Onboarding,Hybrid,17,Completed,Satisfactory,4,
ONB000980,DUD100980,2021-01-11,2021-01-30,Experienced Teacher Onboarding,Hybrid,19,Completed,Needs Improvement,3,
ONB000981,DUD100981,2025-09-15,2025-10-01,Experienced Teacher Onboarding,In-person,16,Completed,Passed,5,
