application_id,candidate_id,application_date,position_applied,recruiter_id,screening_date,interview_date,offer_date,offer_response_date,rejection_date,application_status,rejection_reason
APP001919,CAN001903,2021-06-02,ALT / English Teacher,REC013,2021-06-07,2021-06-21,,,2021-06-05,Rejected,Interview Result
APP001920,CAN001051,2024-06-02,Experienced Teacher,REC014,2024-06-06,2024-06-12,,,2024-06-16,Rejected,Availability
APP001921,CAN000950,2021-06-20,Experienced Teacher,REC025,2021-06-24,2021-07-08,,,,Interviewing,
APP001922,CAN000389,2024-08-07,ALT / English Teacher,REC023,2024-08-10,,,,2024-08-30,Rejected,Experience
APP001923,CAN001623,2026-11-25,ALT / English Teacher,REC004,2026-12-03,2026-12-16,2026-12-25,2026-12-29,,Hired,
APP001924,CAN000700,2021-01-18,ALT / English Teacher,REC003,2021-01-26,2021-02-01,2021-02-02,2021-02-07,,Hired,
APP001925,CAN000384,2021-10-01,Senior Teacher,REC011,,,,,,Withdrawn,
APP001926,CAN000688,2026-10-14,Experienced Teacher,REC017,2026-10-19,2026-10-28,,,2026-11-12,Rejected,Work Eligibility
APP001927,CAN000642,2022-12-04,Senior Teacher,REC010,2022-12-06,2022-12-09,2022-12-14,2022-12-15,,Hired,
APP001928,CAN000111,2022-02-10,Experienced Teacher,REC025,2022-02-16,2022-03-02,2022-03-08,2022-03-12,,Hired,
APP001929,CAN001083,2025-04-19,Experienced Teacher,REC001,2025-04-23,2025-04-29,,,2025-04-23,Rejected,Position Filled
APP001930,CAN001145,2022-01-16,Senior Teacher,REC012,2022-01-18,2022-01-29,,,2022-01-29,Rejected,Work Eligibility
APP001931,CAN000825,2025-08-01,ALT / English Teacher,REC015,2025-08-03,2025-08-12,,,,Interviewing,
APP001932,CAN000125,2021-08-13,Senior Teacher,REC023,2021-08-20,2021-08-28,2021-09-05,2021-09-06,,Hired,
APP001933,CAN001623,2021-10-24,ALT / English Teacher,REC003,,,,,,Withdrawn,
APP001934,CAN000138,2021-11-02,ALT / English Teacher,REC024,2021-11-08,2021-11-14,2021-11-17,2021-11-22,,Hired,
APP001935,CAN001454,2025-02-11,Experienced Teacher,REC019,2025-02-21,2025-02-24,2025-02-27,2025-03-02,,Hired,
APP001936,CAN001759,2024-06-11,Senior Teacher,REC003,2024-06-21,2024-06-30,,,2024-07-04,Rejected,Interview Result
APP001937,CAN001340,2021-09-26,ALT / English Teacher,REC008,2021-10-05,2021-10-18,,,2021-10-16,Rejected,Language Requirements
APP001938,CAN001357,2021-03-22,Experienced Teacher,REC008,2021-03-24,2021-04-07,,,2021-03-27,Rejected,Position Filled
APP001939,CAN001251,2023-06-16,ALT / English Teacher,REC023,2023-06-21,,,,,Hired,
APP001940,CAN001227,2024-05-24,Experienced Teacher,REC025,2024-05-31,2024-06-07,2024-06-14,2024-06-16,,Hired,
APP001941,CAN001254,2021-12-26,Senior Teacher,REC017,,,,,,Withdrawn,
APP001942,CAN001667,2023-02-26,Experienced Teacher,REC006,2023-03-01,2023-03-05,,,2023-03-18,Rejected,Interview Result
APP001943,CAN001012,2025-02-05,ALT / English Teacher,REC022,2025-02-07,2025-02-09,2025-02-19,2025-02-21,,Hired,
APP001944,CAN001509,2025-10-13,Experienced Teacher,REC007,2025-10-14,2025-10-25,,,,Interviewing,
APP001945,CAN000344,2024-03-10,Experienced Teacher,REC024,2024-03-19,2024-03-27,,,2024-03-26,Rejected,Work Eligibility
APP001946,CAN000207,2025-02-12,Experienced Teacher,REC004,2025-02-21,2025-02-27,,,2025-02-19,Rejected,Experience
APP001947,CAN000318,2022-07-10,Experienced Teacher,REC009,2022-07-16,2022-07-17,,,2022-07-17,Rejected,Work Eligibility
APP001948,CAN000131,2023-05-12,Senior Teacher,REC001,,,,,,Withdrawn,
APP001949,CAN001079,2022-08-14,ALT / English Teacher,REC002,2022-08-17,2022-08-31,2022-09-02,2022-09-04,,Hired,
APP001950,CAN000551,2024-06-25,ALT / English Teacher,REC014,2024-06-29,,,,2024-07-15,Rejected,Interview Result
APP001951,CAN000413,2021-12-18,Experienced Teacher,REC012,2021-12-27,,,,,Hired,
APP001952,CAN001466,2024-11-28,ALT / English Teacher,REC016,2024-12-05,2024-12-16,,,,Interviewing,
APP001953,CAN001912,2022-01-23,Experienced Teacher,REC003,2022-01-29,2022-02-04,2022-02-12,2022-02-17,,Hired,
APP001954,CAN001415,2022-01-23,Experienced Teacher,REC006,2022-01-26,2022-01-30,2022-01-31,2022-02-03,,Hired,
APP001955,CAN001608,2023-10-18,Senior Teacher,REC005,2023-10-19,2023-10-25,,,,Interviewing,
APP001956,CAN000370,2024-04-14,Experienced Teacher,REC004,2024-04-22,2024-05-01,,,,Interviewing,
APP001957,CAN001832,2025-04-15,Senior Teacher,REC022,2025-04-17,2025-04-24,2025-05-01,2025-05-07,,Hired,
APP001958,CAN000163,2023-09-02,Experienced Teacher,REC002,2023-09-11,2023-09-16,2023-09-25,2023-09-27,,Hired,
APP001959,CAN001140,2024-03-23,ALT / English Teacher,REC015,2024-03-30,2024-04-12,,,,Interviewing,
APP001960,CAN001959,2026-09-04,ALT / English Teacher,REC019,2026-09-14,2026-09-16,2026-09-21,2026-09-23,,Hired,
APP001961,CAN000816,2026-12-11,Senior Teacher,REC008,2026-12-19,2026-12-23,2026-12-24,2026-12-28,,Hired,
APP001962,CAN001502,2025-06-28,ALT / English Teacher,REC002,,,,,,Withdrawn,
APP001963,CAN000099,2026-05-21,Senior Teacher,REC023,2026-05-25,2026-06-03,2026-06-10,2026-06-16,,Hired,
APP001964,CAN001786,2026-08-11,ALT / English Teacher,REC013,2026-08-19,,,,2026-08-22,Rejected,Experience
APP001965,CAN000773,2023-10-21,Experienced Teacher,REC014,2023-10-27,2023-10-31,2023-11-09,2023-11-13,,Hired,
APP001966,CAN001202,2022-12-02,Experienced Teacher,REC025,2022-12-06,2022-12-15,2022-12-17,2022-12-21,,Hired,
APP001967,CAN000451,2021-04-15,Senior Teacher,REC002,2021-04-24,2021-05-07,,,2021-04-23,Rejected,Experience
APP001968,CAN000254,2023-08-16,ALT / English Teacher,REC018,2023-08-24,2023-08-26,,,2023-08-26,Rejected,Interview Result
APP001969,CAN001413,2025-12-05,ALT / English Teacher,REC023,2025-12-08,2025-12-15,2025-12-17,2025-12-24,,Hired,
APP001970,CAN001933,2025-08-02,Experienced Teacher,REC021,2025-08-07,2025-08-20,,,2025-08-17,Rejected,Interview Result
APP001971,CAN001939,2024-05-20,Senior Teacher,REC013,2024-05-25,2024-06-08,,,2024-06-13,Rejected,Work Eligibility
APP001972,CAN001038,2026-11-18,Senior Teacher,REC006,2026-11-27,,,,,Hired,
APP001973,CAN001882,2026-11-04,ALT / English Teacher,REC004,2026-11-08,2026-11-10,2026-11-11,2026-11-18,,Hired,
APP001974,CAN000998,2021-04-09,ALT / English Teacher,REC024,2021-04-16,2021-04-29,,,2021-05-04,Rejected,Experience
APP001975,CAN000491,2021-04-01,ALT / English Teacher,REC025,2021-04-02,2021-04-09,,,2021-04-15,Rejected,Interview Result
APP001976,CAN000273,2023-06-21,ALT / English Teacher,REC024,2023-06-23,2023-07-01,,,2023-07-12,Rejected,Availability
APP001977,CAN001636,2021-06-16,Experienced Teacher,REC011,,,,,,Withdrawn,
APP001978,CAN000311,2021-10-14,Experienced Teacher,REC008,2021-10-24,2021-10-31,,,,Interviewing,
APP001979,CAN000611,2022-01-03,ALT / English Teacher,REC012,2022-01-07,2022-01-09,2022-01-19,2022-01-24,,Hired,
APP001980,CAN000222,2025-06-14,ALT / English Teacher,REC013,,,,,,Withdrawn,
APP001981,CAN000739,2022-05-22,Senior Teacher,REC025,2022-05-23,,,,,Interviewing,
APP001982,CAN000164,2026-06-24,Senior Teacher,REC004,,,,,,Withdrawn,
APP001983,CAN001567,2023-02-14,ALT / English Teacher,REC009,,,,,,Withdrawn,
APP001984,CAN000917,2022-06-14,Experienced Teacher,REC012,2022-06-20,2022-06-27,2022-06-29,2022-07-02,,Hired,
APP001985,CAN001734,2023-02-11,Experienced Teacher,REC005,,,,,,Withdrawn,
APP001986,CAN001961,2021-10-26,ALT / English Teacher,REC002,2021-10-28,2021-10-31,,,2021-11-05,Rejected,Interview Result
APP001987,CAN000449,2024-08-24,Senior Teacher,REC019,,,,,,Withdrawn,
APP001988,CAN000247,2024-04-15,Experienced Teacher,REC005,2024-04-16,2024-04-29,,,2024-05-10,Rejected,Interview Result
APP001989,CAN000068,2022-03-27,Senior Teacher,REC011,2022-04-03,2022-04-05,,,,Interviewing,
APP001990,CAN001011,2021-02-16,Senior Teacher,REC005,2021-02-18,,,,,Hired,
APP001991,CAN000932,2022-01-11,Experienced Teacher,REC014,2022-01-15,2022-01-28,,,2022-01-21,Rejected,Availability
APP001992,CAN001780,2021-08-06,Experienced Teacher,REC015,,,,,,Withdrawn,
APP001993,CAN000149,2022-05-03,Senior Teacher,REC006,2022-05-12,2022-05-24,2022-05-31,2022-06-05,,Hired,
APP001994,CAN000781,2026-07-13,Experienced Teacher,REC023,2026-07-19,2026-07-25,2026-08-02,2026-08-09,,Hired,
APP001995,CAN001199,2022-07-12,ALT / English Teacher,REC004,2022-07-15,,,,2022-08-04,Rejected,Experience
APP001996,CAN000583,2022-10-27,Experienced Teacher,REC001,2022-10-29,2022-11-03,,,,Interviewing,
APP001997,CAN001064,2025-06-18,ALT / English Teacher,REC013,2025-06-24,2025-07-03,,,2025-07-14,Rejected,Experience
APP001998,CAN000755,2026-06-26,Experienced Teacher,REC023,2026-06-30,2026-07-07,2026-07-13,2026-07-18,,Hired,
APP001999,CAN000274,2025-10-22,Experienced Teacher,REC021,2025-11-01,2025-11-04,,,2025-11-19,Rejected,Experience
APP002000,CAN000318,2023-12-13,Experienced Teacher,REC024,2023-12-15,2023-12-26,2024-01-01,2024-01-07,,Hired,
APP002001,CAN001502,2026-10-17,Experienced Teacher,REC016,2026-10-18,2026-10-20,,,2026-10-29,Rejected,Experience
APP002002,CAN000381,2025-05-10,Senior Teacher,REC023,2025-05-17,2025-05-26,,,,Interviewing,
APP002003,CAN000970,2023-11-03,ALT / English Teacher,REC001,2023-11-11,2023-11-16,2023-11-26,2023-12-02,,Hired,
APP002004,CAN000245,2022-11-10,Experienced Teacher,REC007,2022-11-11,2022-11-24,,,,Interviewing,
APP002005,CAN001979,2021-04-19,Experienced Teacher,REC009,2021-04-21,,,,,Interviewing,
APP002006,CAN001248,2025-08-09,ALT / English Teacher,REC001,,,,,,Withdrawn,
APP002007,CAN001019,2022-01-08,Senior Teacher,REC023,2022-01-11,2022-01-25,,,2022-02-02,Rejected,Language Requirements
APP002008,CAN000753,2026-06-10,ALT / English Teacher,REC003,2026-06-19,2026-06-23,2026-06-28,2026-06-30,,Hired,
APP002009,CAN001435,2023-08-13,Experienced Teacher,REC012,2023-08-18,,,,,Hired,
APP002010,CAN001381,2024-07-03,Experienced Teacher,REC016,2024-07-05,2024-07-08,2024-07-14,2024-07-19,,Hired,
APP002011,CAN000226,2021-11-02,Senior Teacher,REC016,2021-11-11,2021-11-18,2021-11-23,2021-11-24,,Hired,
APP002012,CAN001716,2024-11-06,Experienced Teacher,REC017,2024-11-10,2024-11-24,,,,Interviewing,
APP002013,CAN001894,2021-03-23,ALT / English Teacher,REC021,2021-04-01,2021-04-10,2021-04-19,2021-04-24,,Hired,
APP002014,CAN001749,2024-11-06,Experienced Teacher,REC002,2024-11-08,2024-11-17,,,2024-12-01,Rejected,Work Eligibility
APP002015,CAN001970,2025-01-01,Experienced Teacher,REC017,2025-01-11,2025-01-25,,,2025-01-07,Rejected,Language Requirements
APP002016,CAN000346,2023-09-15,Experienced Teacher,REC003,2023-09-24,2023-10-06,,,2023-09-20,Rejected,Work Eligibility
APP002017,CAN000490,2024-01-20,Experienced Teacher,REC007,,,,,,Withdrawn,
APP002018,CAN001265,2021-04-01,ALT / English Teacher,REC004,2021-04-04,2021-04-12,2021-04-17,2021-04-24,,Hired,
APP002019,CAN001464,2024-10-14,ALT / English Teacher,REC004,2024-10-21,2024-11-01,2024-11-10,2024-11-11,,Hired,
APP002020,CAN001412,2021-10-15,ALT / English Teacher,REC021,2021-10-21,,,,,Hired,
APP002021,CAN000051,2022-06-13,ALT / English Teacher,REC003,2022-06-20,2022-06-23,2022-07-03,2022-07-08,,Hired,
APP002022,CAN001004,2026-11-07,ALT / English Teacher,REC005,2026-11-16,2026-11-27,2026-12-06,2026-12-13,,Hired,
APP002023,CAN001361,2023-02-04,Experienced Teacher,REC013,2023-02-14,2023-02-24,,,2023-02-08,Rejected,Availability
APP002024,CAN001850,2023-11-11,Experienced Teacher,REC001,2023-11-12,2023-11-13,,,,Interviewing,
APP002025,CAN001316,2024-05-23,ALT / English Teacher,REC016,2024-06-02,,,,,Hired,
APP002026,CAN000419,2022-07-07,Senior Teacher,REC011,2022-07-11,2022-07-24,,,2022-07-15,Rejected,Position Filled
APP002027,CAN000888,2024-01-23,Senior Teacher,REC003,2024-02-02,2024-02-14,,,2024-02-08,Rejected,Availability
APP002028,CAN001801,2022-08-04,ALT / English Teacher,REC007,2022-08-06,2022-08-14,2022-08-23,2022-08-26,,Hired,
APP002029,CAN001400,2026-07-01,Experienced Teacher,REC018,2026-07-06,2026-07-17,2026-07-20,2026-07-26,,Hired,
APP002030,CAN000452,2024-09-17,ALT / English Teacher,REC011,2024-09-21,2024-09-26,,,,Interviewing,
APP002031,CAN001745,2023-03-02,ALT / English Teacher,REC025,,,,,,Withdrawn,
APP002032,CAN001852,2023-08-15,ALT / English Teacher,REC018,2023-08-24,2023-09-05,,,2023-09-14,Rejected,Experience
APP002033,CAN000083,2025-07-25,Experienced Teacher,REC023,2025-07-27,,,,,Hired,
APP002034,CAN001228,2026-09-26,Experienced Teacher,REC025,2026-10-03,2026-10-16,,,,Interviewing,
APP002035,CAN001669,2025-08-06,Senior Teacher,REC016,2025-08-09,,,,,Interviewing,
APP002036,CAN000236,2024-07-12,ALT / English Teacher,REC014,,,,,,Withdrawn,
APP002037,CAN001482,2023-09-16,Senior Teacher,REC005,2023-09-18,2023-09-19,2023-09-25,2023-10-01,,Hired,
APP002038,CAN000430,2023-11-10,Experienced Teacher,REC011,2023-11-19,2023-11-23,,,2023-12-10,Rejected,Interview Result
APP002039,CAN001222,2026-09-22,Experienced Teacher,REC016,2026-09-29,2026-10-08,2026-10-18,2026-10-21,,Hired,
APP002040,CAN001131,2023-03-21,Experienced Teacher,REC019,2023-03-28,2023-03-29,,,2023-04-08,Rejected,Work Eligibility
APP002041,CAN001942,2025-02-04,Senior Teacher,REC019,2025-02-12,2025-02-19,,,,Interviewing,
APP002042,CAN001282,2024-10-13,Senior Teacher,REC017,,,,,,Withdrawn,
APP002043,CAN001620,2026-03-13,Experienced Teacher,REC023,2026-03-15,2026-03-16,2026-03-26,2026-03-30,,Hired,
APP002044,CAN001289,2024-06-10,Senior Teacher,REC008,2024-06-16,2024-06-24,2024-06-29,2024-07-04,,Hired,
APP002045,CAN000337,2025-09-11,Senior Teacher,REC017,2025-09-12,2025-09-26,,,2025-09-24,Rejected,Language Requirements
APP002046,CAN000395,2026-04-12,ALT / English Teacher,REC019,2026-04-20,2026-04-27,2026-04-30,2026-05-05,,Hired,
APP002047,CAN001058,2026-07-15,ALT / English Teacher,REC002,2026-07-23,2026-07-25,2026-07-26,2026-07-31,,Hired,
APP002048,CAN001390,2024-05-23,Experienced Teacher,REC019,2024-05-29,,,,,Hired,
APP002049,CAN000274,2021-03-14,Experienced Teacher,REC005,2021-03-17,2021-03-24,,,2021-03-26,Rejected,Availability
APP002050,CAN001156,2025-11-15,Experienced Teacher,REC007,2025-11-18,2025-11-29,2025-12-06,2025-12-07,,Hired,
APP002051,CAN000970,2026-05-13,Senior Teacher,REC016,2026-05-18,2026-05-25,2026-05-29,2026-06-05,,Hired,
APP002052,CAN000243,2025-09-15,Experienced Teacher,REC018,,,,,,Withdrawn,
APP002053,CAN000365,2024-10-11,ALT / English Teacher,REC025,2024-10-21,2024-11-02,,,,Interviewing,
APP002054,CAN001968,2025-12-21,Experienced Teacher,REC001,2025-12-31,2026-01-14,,,2026-01-10,Rejected,Work Eligibility
APP002055,CAN000420,2026-09-08,Experienced Teacher,REC016,2026-09-14,2026-09-21,2026-09-23,2026-09-26,,Hired,
APP002056,CAN001869,2025-11-28,Senior Teacher,REC009,2025-12-06,2025-12-16,,,,Interviewing,
APP002057,CAN000646,2021-08-03,Experienced Teacher,REC008,2021-08-06,2021-08-13,2021-08-14,2021-08-20,,Hired,
APP002058,CAN001409,2023-03-18,ALT / English Teacher,REC012,,,,,,Withdrawn,
APP002059,CAN001836,2023-07-23,Experienced Teacher,REC007,2023-07-30,2023-08-05,,,2023-08-01,Rejected,Work Eligibility
APP002060,CAN000162,2023-03-02,ALT / English Teacher,REC002,2023-03-12,,,,,Hired,
APP002061,CAN001352,2021-09-22,Senior Teacher,REC003,2021-10-02,2021-10-05,,,,Interviewing,
APP002062,CAN001396,2025-07-21,Senior Teacher,REC007,,,,,,Withdrawn,
APP002063,CAN001929,2025-06-17,ALT / English Teacher,REC008,2025-06-19,,,,2025-06-27,Rejected,Experience
APP002064,CAN001509,2025-08-07,Senior Teacher,REC010,2025-08-10,2025-08-17,,,2025-08-14,Rejected,Work Eligibility
APP002065,CAN001257,2022-06-11,Experienced Teacher,REC016,2022-06-21,2022-06-28,2022-07-07,2022-07-08,,Hired,
APP002066,CAN001108,2021-02-19,Senior Teacher,REC021,2021-03-01,2021-03-07,,,2021-03-20,Rejected,Position Filled
APP002067,CAN001050,2023-06-28,ALT / English Teacher,REC004,2023-07-03,2023-07-06,,,,Interviewing,
APP002068,CAN000054,2023-10-15,Experienced Teacher,REC015,2023-10-25,2023-11-05,2023-11-14,2023-11-21,,Hired,
APP002069,CAN000724,2022-09-12,ALT / English Teacher,REC024,2022-09-15,2022-09-20,,,2022-10-05,Rejected,Availability
APP002070,CAN001764,2025-04-03,Senior Teacher,REC006,,,,,,Withdrawn,
APP002071,CAN000113,2021-07-20,ALT / English Teacher,REC014,2021-07-22,2021-08-03,,,2021-07-23,Rejected,Availability
APP002072,CAN000699,2024-05-09,Experienced Teacher,REC015,2024-05-14,2024-05-20,2024-05-21,2024-05-28,,Hired,
APP002073,CAN000087,2024-12-21,ALT / English Teacher,REC022,2024-12-31,2025-01-07,,,2024-12-30,Rejected,Interview Result
APP002074,CAN001405,2021-12-09,ALT / English Teacher,REC024,2021-12-11,2021-12-16,,,2022-01-07,Rejected,Work Eligibility
APP002075,CAN000089,2025-08-11,Experienced Teacher,REC022,2025-08-19,2025-09-02,2025-09-07,2025-09-10,,Hired,
APP002076,CAN001509,2026-05-15,Experienced Teacher,REC024,2026-05-16,2026-05-29,,,,Interviewing,
APP002077,CAN000967,2021-06-28,Experienced Teacher,REC008,2021-07-02,2021-07-16,,,2021-07-15,Rejected,Work Eligibility
APP002078,CAN000241,2026-03-08,Experienced Teacher,REC022,2026-03-18,,,,2026-03-23,Rejected,Work Eligibility
APP002079,CAN000668,2022-08-26,Senior Teacher,REC015,2022-09-01,2022-09-06,2022-09-07,2022-09-14,,Hired,
APP002080,CAN001889,2025-09-09,Experienced Teacher,REC020,2025-09-18,2025-09-24,2025-09-26,2025-09-28,,Hired,
APP002081,CAN000569,2023-02-02,Experienced Teacher,REC015,2023-02-12,2023-02-18,,,2023-02-06,Rejected,Interview Result
APP002082,CAN000663,2023-11-20,Senior Teacher,REC018,2023-11-30,2023-12-09,2023-12-15,2023-12-18,,Hired,
APP002083,CAN000164,2025-11-16,Experienced Teacher,REC003,2025-11-25,2025-12-04,,,,Interviewing,
APP002084,CAN000435,2022-02-21,Senior Teacher,REC007,2022-02-28,,,,,Hired,
APP002085,CAN001244,2022-03-04,Experienced Teacher,REC025,2022-03-09,2022-03-23,2022-03-28,2022-04-01,,Hired,
APP002086,CAN001918,2023-10-21,Senior Teacher,REC021,2023-10-28,,,,,Interviewing,
APP002087,CAN000007,2022-07-11,ALT / English Teacher,REC020,2022-07-19,2022-07-28,,,,Interviewing,
APP002088,CAN001813,2025-10-09,Senior Teacher,REC016,2025-10-15,2025-10-29,,,,Interviewing,
APP002089,CAN001841,2022-05-01,Senior Teacher,REC005,,,,,,Withdrawn,
APP002090,CAN001999,2026-10-19,Senior Teacher,REC002,2026-10-28,2026-11-07,,,,Interviewing,
APP002091,CAN000716,2024-11-06,Senior Teacher,REC011,2024-11-16,,,,2024-11-13,Rejected,Work Eligibility
APP002092,CAN000018,2023-01-15,ALT / English Teacher,REC003,2023-01-25,2023-01-29,,,,Interviewing,
APP002093,CAN000509,2021-10-13,Senior Teacher,REC006,2021-10-19,2021-10-23,2021-10-25,2021-10-30,,Hired,
APP002094,CAN001481,2024-06-27,ALT / English Teacher,REC005,2024-06-28,2024-07-02,2024-07-05,2024-07-11,,Hired,
APP002095,CAN001224,2026-12-09,ALT / English Teacher,REC022,2026-12-14,2026-12-15,2026-12-24,2026-12-25,,Hired,
APP002096,CAN001761,2023-10-03,Senior Teacher,REC009,2023-10-08,,,,,Hired,
APP002097,CAN000314,2022-11-27,ALT / English Teacher,REC004,,,,,,Withdrawn,
APP002098,CAN000973,2022-08-24,Senior Teacher,REC008,2022-08-29,2022-08-31,,,2022-09-22,Rejected,Availability
APP002099,CAN000711,2021-11-06,Experienced Teacher,REC006,2021-11-16,2021-11-20,2021-11-25,2021-11-30,,Hired,
APP002100,CAN000626,2021-01-14,Senior Teacher,REC011,2021-01-17,2021-01-20,2021-01-24,2021-01-30,,Hired,
APP002101,CAN000055,2021-05-13,ALT / English Teacher,REC001,2021-05-20,2021-06-01,2021-06-08,2021-06-12,,Hired,
APP002102,CAN001236,2025-08-20,Senior Teacher,REC013,2025-08-28,2025-09-10,,,2025-08-26,Rejected,Experience
APP002103,CAN001369,2022-12-23,Senior Teacher,REC016,2023-01-01,2023-01-13,,,2022-12-31,Rejected,Language Requirements
APP002104,CAN001766,2025-12-26,ALT / English Teacher,REC010,2026-01-02,2026-01-16,2026-01-21,2026-01-24,,Hired,
APP002105,CAN000637,2021-07-26,ALT / English Teacher,REC011,2021-07-28,2021-08-05,2021-08-14,2021-08-19,,Hired,
APP002106,CAN000788,2021-05-15,ALT / English Teacher,REC017,2021-05-23,,,,,Interviewing,
APP002107,CAN001092,2022-01-24,Senior Teacher,REC008,2022-02-02,2022-02-12,,,2022-02-12,Rejected,Work Eligibility
APP002108,CAN000670,2021-03-23,Experienced Teacher,REC021,2021-03-24,2021-04-06,,,2021-04-04,Rejected,Position Filled
APP002109,CAN001492,2023-12-01,ALT / English Teacher,REC007,2023-12-03,,,,,Hired,
APP002110,CAN001354,2023-07-25,Experienced Teacher,REC010,2023-07-30,,,,2023-08-17,Rejected,Work Eligibility
APP002111,CAN000795,2025-01-22,Experienced Teacher,REC004,2025-01-30,2025-02-02,2025-02-12,2025-02-16,,Hired,
APP002112,CAN001684,2025-04-10,Senior Teacher,REC007,2025-04-14,,,,,Hired,
APP002113,CAN001432,2024-09-03,Senior Teacher,REC004,2024-09-10,2024-09-23,,,,Interviewing,
APP002114,CAN001841,2024-03-10,Senior Teacher,REC023,2024-03-12,,,,,Hired,
APP002115,CAN001775,2025-06-25,ALT / English Teacher,REC001,2025-07-02,2025-07-11,2025-07-13,2025-07-20,,Hired,
APP002116,CAN000992,2026-07-19,Senior Teacher,REC007,2026-07-28,,,,,Hired,
APP002117,CAN001218,2024-12-08,Senior Teacher,REC009,2024-12-10,,,,,Hired,
APP002118,CAN001318,2026-10-04,Experienced Teacher,REC004,2026-10-10,2026-10-16,2026-10-23,2026-10-29,,Hired,
APP002119,CAN000383,2025-02-20,ALT / English Teacher,REC024,,,,,,Withdrawn,
APP002120,CAN000229,2026-10-19,Senior Teacher,REC004,2026-10-23,2026-10-28,,,2026-10-26,Rejected,Language Requirements
APP002121,CAN000152,2026-11-26,Experienced Teacher,REC012,2026-12-01,2026-12-06,,,2026-12-06,Rejected,Position Filled
APP002122,CAN001748,2024-05-19,ALT / English Teacher,REC016,2024-05-28,2024-06-03,2024-06-13,2024-06-18,,Hired,
APP002123,CAN001587,2024-01-14,Senior Teacher,REC007,2024-01-18,2024-01-24,,,,Interviewing,
APP002124,CAN000296,2021-04-26,ALT / English Teacher,REC005,2021-05-01,2021-05-04,2021-05-14,2021-05-17,,Hired,
APP002125,CAN000291,2025-06-11,Experienced Teacher,REC012,2025-06-14,,,,,Hired,
APP002126,CAN001626,2026-03-17,Experienced Teacher,REC019,2026-03-22,2026-03-31,,,,Interviewing,
APP002127,CAN000193,2026-05-16,ALT / English Teacher,REC005,2026-05-19,2026-05-31,2026-06-08,2026-06-11,,Hired,
APP002128,CAN001161,2026-11-23,ALT / English Teacher,REC016,2026-11-26,,,,,Interviewing,
APP002129,CAN000359,2023-03-25,Experienced Teacher,REC016,2023-04-02,2023-04-15,,,2023-04-01,Rejected,Position Filled
APP002130,CAN000125,2025-01-10,Experienced Teacher,REC005,2025-01-20,,,,,Hired,
APP002131,CAN001330,2025-05-28,Experienced Teacher,REC020,2025-06-04,2025-06-17,,,2025-06-24,Rejected,Experience
APP002132,CAN001180,2025-11-03,Experienced Teacher,REC023,2025-11-13,,,,,Hired,
APP002133,CAN000655,2023-11-13,Experienced Teacher,REC003,2023-11-21,2023-12-03,,,2023-11-16,Rejected,Experience
APP002134,CAN001555,2023-06-11,ALT / English Teacher,REC019,2023-06-13,2023-06-26,2023-06-29,2023-06-30,,Hired,
APP002135,CAN000778,2026-11-14,Senior Teacher,REC025,2026-11-20,,,,,Hired,
APP002136,CAN000665,2022-05-09,ALT / English Teacher,REC001,2022-05-14,2022-05-28,,,2022-06-07,Rejected,Language Requirements
APP002137,CAN001002,2024-04-21,ALT / English Teacher,REC005,2024-04-24,2024-05-06,,,2024-05-20,Rejected,Interview Result
APP002138,CAN001854,2021-07-16,ALT / English Teacher,REC015,2021-07-24,2021-07-25,2021-07-31,2021-08-05,,Hired,
APP002139,CAN000787,2021-08-12,ALT / English Teacher,REC019,,,,,,Withdrawn,
APP002140,CAN000454,2024-09-25,Experienced Teacher,REC001,2024-09-29,,,,,Hired,
APP002141,CAN001684,2024-07-04,ALT / English Teacher,REC008,2024-07-14,2024-07-27,,,,Interviewing,
APP002142,CAN001448,2024-09-20,Senior Teacher,REC024,2024-09-28,2024-10-04,2024-10-06,2024-10-07,,Hired,
APP002143,CAN000100,2021-02-25,Senior Teacher,REC016,2021-03-07,2021-03-18,,,2021-03-06,Rejected,Language Requirements
APP002144,CAN001442,2021-02-18,ALT / English Teacher,REC006,2021-02-28,2021-03-03,,,,Interviewing,
APP002145,CAN001853,2021-08-24,Experienced Teacher,REC025,2021-08-28,2021-09-05,,,2021-09-12,Rejected,Experience
APP002146,CAN001254,2025-02-13,ALT / English Teacher,REC016,2025-02-22,2025-03-01,,,2025-03-04,Rejected,Language Requirements
APP002147,CAN001384,2023-08-11,ALT / English Teacher,REC016,2023-08-13,2023-08-22,,,2023-08-25,Rejected,Experience
APP002148,CAN001056,2026-12-16,ALT / English Teacher,REC008,2026-12-22,2026-12-31,,,,Interviewing,
APP002149,CAN001807,2025-10-28,ALT / English Teacher,REC009,2025-10-31,2025-11-13,2025-11-17,2025-11-19,,Hired,
APP002150,CAN000158,2024-12-08,Senior Teacher,REC016,2024-12-13,2024-12-21,,,2024-12-29,Rejected,Work Eligibility
APP002151,CAN001582,2021-06-16,ALT / English Teacher,REC014,2021-06-22,2021-06-29,2021-07-09,2021-07-16,,Hired,
APP002152,CAN000029,2025-09-20,ALT / English Teacher,REC015,,,,,,Withdrawn,
APP002153,CAN001399,2021-08-27,Experienced Teacher,REC019,2021-08-28,2021-09-05,,,,Interviewing,
APP002154,CAN001555,2022-04-03,Senior Teacher,REC002,2022-04-07,2022-04-17,,,2022-04-29,Rejected,Language Requirements
