survey_id,employee_id,survey_date,overall_satisfaction,management_satisfaction,compensation_satisfaction,training_satisfaction,assignment_satisfaction,work_life_balance,career_satisfaction,commute_satisfaction,engagement_score,would_recommend,comments
SURV0010264,DUD101289,2023-06-22,4,4,4,5,3,5,4,3,5,True,
SURV0010265,DUD101289,2023-07-24,5,5,5,5,4,5,4,5,5,True,
SURV0010266,DUD101289,2023-08-15,3,3,4,4,2,3,3,3,3,False,
SURV0010267,DUD101289,2023-09-17,5,5,5,5,5,5,5,5,4,True,
SURV0010268,DUD101289,2023-10-09,3,4,2,3,2,4,4,4,3,False,
SURV0010269,DUD101289,2023-11-16,4,5,3,5,4,4,4,3,4,True,
SURV0010270,DUD101289,2023-12-09,4,4,4,4,4,3,3,3,5,True,
SURV0010271,DUD101290,2022-06-20,5,5,5,4,5,5,4,5,4,True,
SURV0010272,DUD101290,2022-07-12,5,5,5,5,5,5,5,5,5,True,
SURV0010273,DUD101290,2022-08-16,5,4,5,5,5,4,5,5,5,True,
SURV0010274,DUD101290,2022-09-14,5,5,4,4,4,5,5,4,5,True,
SURV0010275,DUD101290,2022-10-21,2,2,1,1,1,1,2,2,2,False,
SURV0010276,DUD101290,2022-11-12,3,4,3,3,2,3,3,4,2,False,
SURV0010277,DUD101290,2022-12-15,4,5,3,5,4,4,4,4,4,True,
SURV0010278,DUD101290,2023-01-01,4,5,4,3,4,4,4,3,5,True,
SURV0010279,DUD101290,2023-02-24,4,4,4,4,4,3,4,5,3,True,
SURV0010280,DUD101291,2021-11-18,4,4,3,3,4,4,3,4,4,True,
SURV0010281,DUD101291,2021-12-21,5,5,5,5,4,5,4,5,5,True,
SURV0010282,DUD101291,2022-01-06,4,4,4,3,5,4,3,5,3,True,
SURV0010283,DUD101291,2022-02-03,5,5,5,4,5,5,5,5,4,True,
SURV0010284,DUD101291,2022-03-18,2,2,3,1,2,2,3,2,2,False,
SURV0010285,DUD101291,2022-04-21,3,2,2,3,3,4,2,4,4,False,
SURV0010286,DUD101291,2022-05-16,1,1,2,1,1,2,2,1,1,False,
SURV0010287,DUD101291,2022-06-12,5,4,5,5,5,5,5,5,5,True,
SURV0010288,DUD101292,2022-10-22,4,4,4,3,4,5,4,4,5,True,
SURV0010289,DUD101292,2022-11-23,3,3,4,3,2,3,3,3,2,False,
SURV0010290,DUD101292,2022-12-06,4,5,5,5,5,4,4,5,4,True,
SURV0010291,DUD101292,2023-01-15,3,4,2,4,3,4,2,4,3,False,
SURV0010292,DUD101292,2023-02-07,1,1,2,2,1,1,1,1,2,False,
SURV0010293,DUD101292,2023-03-12,4,5,4,3,5,4,5,4,3,True,
SURV0010294,DUD101292,2023-04-19,4,5,4,4,4,4,4,4,4,True,
SURV0010295,DUD101293,2023-12-18,2,2,2,1,2,2,3,2,2,False,
SURV0010296,DUD101293,2024-01-13,2,3,2,3,2,3,1,1,2,False,
SURV0010297,DUD101293,2024-02-10,4,3,4,5,4,5,5,4,5,True,
SURV0010298,DUD101293,2024-03-28,2,2,1,1,3,3,2,3,3,False,
SURV0010299,DUD101293,2024-04-02,5,5,4,5,4,4,5,5,5,True,
SURV0010300,DUD101293,2024-05-10,4,4,4,4,3,3,4,5,4,True,
SURV0010301,DUD101293,2024-06-25,5,5,5,5,4,5,4,5,4,True,
SURV0010302,DUD101293,2024-07-11,5,5,5,5,5,5,5,5,5,True,
SURV0010303,DUD101293,2024-08-28,5,5,5,4,4,4,5,5,5,True,
SURV0010304,DUD101293,2024-09-22,5,5,5,4,4,4,5,4,5,True,
SURV0010305,DUD101293,2024-10-28,4,4,4,3,3,5,5,4,4,True,
SURV0010306,DUD101293,2024-11-04,5,5,5,5,5,5,5,5,5,True,
SURV0010307,DUD101294,2022-06-03,4,4,3,4,4,5,5,5,4,True,
SURV0010308,DUD101294,2022-07-22,3,3,3,3,3,4,3,4,3,False,
SURV0010309,DUD101294,2022-08-07,5,5,5,4,5,5,4,5,5,True,
SURV0010310,DUD101294,2022-09-08,5,5,5,5,5,5,5,5,5,True,
SURV0010311,DUD101295,2022-02-11,5,5,5,5,5,4,5,5,5,True,
SURV0010312,DUD101295,2022-03-19,4,3,5,4,4,5,5,5,4,True,
SURV0010313,DUD101295,2022-04-12,2,2,1,2,1,3,3,2,2,False,
SURV0010314,DUD101295,2022-05-24,3,3,2,3,3,3,3,3,3,False,
SURV0010315,DUD101295,2022-06-28,5,5,5,5,5,5,4,5,5,True,
SURV0010316,DUD101295,2022-07-26,4,4,3,4,4,5,4,4,4,True,
SURV0010317,DUD101295,2022-08-18,4,5,4,3,5,3,4,4,4,True,
SURV0010318,DUD101295,2022-09-25,1,2,1,1,2,1,1,2,1,False,
SURV0010319,DUD101296,2022-09-27,4,5,3,3,3,4,5,3,5,True,
SURV0010320,DUD101296,2022-10-11,5,5,5,5,4,5,5,4,5,True,
SURV0010321,DUD101296,2022-11-26,5,5,5,4,4,4,5,5,5,True,
SURV0010322,DUD101296,2022-12-01,4,5,4,3,4,4,3,5,4,True,
SURV0010323,DUD101296,2023-01-27,4,4,4,3,4,3,4,5,5,True,
SURV0010324,DUD101296,2023-02-11,2,2,2,2,2,3,1,2,2,False,
SURV0010325,DUD101296,2023-03-28,4,4,5,3,5,4,4,4,4,True,
SURV0010326,DUD101297,2023-01-06,4,4,4,4,4,3,3,4,4,True,
SURV0010327,DUD101297,2023-02-05,3,3,3,2,2,3,3,3,2,False,
SURV0010328,DUD101297,2023-03-16,3,2,3,2,3,4,3,3,3,False,
SURV0010329,DUD101297,2023-04-22,4,4,3,3,5,5,5,4,5,True,
SURV0010330,DUD101297,2023-05-05,5,5,5,4,5,5,4,5,5,True,
SURV0010331,DUD101297,2023-06-03,2,2,3,2,1,3,1,1,2,False,
SURV0010332,DUD101297,2023-07-12,4,4,5,4,4,4,3,5,4,True,
SURV0010333,DUD101297,2023-08-07,5,5,5,5,4,5,4,5,4,True,
SURV0010334,DUD101297,2023-09-22,4,4,3,4,4,4,5,3,4,True,
SURV0010335,DUD101297,2023-10-03,3,2,3,3,4,2,3,3,2,False,
SURV0010336,DUD101298,2021-11-14,4,4,4,4,4,5,4,4,3,True,
SURV0010337,DUD101298,2021-12-03,4,5,5,5,5,4,5,3,4,True,
SURV0010338,DUD101298,2022-01-20,5,5,5,5,5,5,5,4,5,True,
SURV0010339,DUD101298,2022-02-12,3,3,3,3,4,2,3,3,3,False,
SURV0010340,DUD101298,2022-03-21,3,2,2,2,3,3,3,4,2,False,
SURV0010341,DUD101298,2022-04-02,4,3,3,4,5,5,3,5,5,True,
SURV0010342,DUD101298,2022-05-15,2,2,3,1,2,2,2,3,3,False,
SURV0010343,DUD101298,2022-06-22,4,4,3,4,4,3,5,5,4,True,
SURV0010344,DUD101298,2022-07-08,1,2,1,1,1,1,1,1,1,False,
SURV0010345,DUD101298,2022-08-27,3,4,3,2,3,3,2,2,3,False,
SURV0010346,DUD101298,2022-09-13,3,3,3,3,3,3,3,3,3,False,
SURV0010347,DUD101299,2021-03-03,4,5,5,3,4,5,3,5,3,True,
SURV0010348,DUD101299,2021-04-09,4,5,4,5,5,5,4,3,5,True,
SURV0010349,DUD101299,2021-05-12,5,5,4,5,5,4,5,5,5,True,
SURV0010350,DUD101299,2021-06-23,3,2,3,4,3,2,3,3,3,False,
SURV0010351,DUD101299,2021-07-15,1,1,2,2,2,1,1,1,2,False,
SURV0010352,DUD101299,2021-08-27,4,4,4,3,5,3,4,4,4,True,
SURV0010353,DUD101299,2021-09-12,3,3,3,4,4,3,3,2,3,False,
SURV0010354,DUD101299,2021-10-18,4,4,5,4,4,3,3,4,3,True,
SURV0010355,DUD101299,2021-11-04,3,2,3,3,2,3,2,3,3,False,
SURV0010356,DUD101300,2024-04-17,5,5,5,4,5,4,5,4,5,True,
SURV0010357,DUD101300,2024-05-27,3,4,4,3,4,3,3,3,3,False,
SURV0010358,DUD101300,2024-06-28,4,4,5,4,5,4,5,3,4,True,
SURV0010359,DUD101300,2024-07-10,5,5,5,4,4,5,5,5,5,True,
SURV0010360,DUD101300,2024-08-05,3,4,3,3,3,2,3,3,3,False,
SURV0010361,DUD101301,2023-11-04,5,5,5,4,5,5,5,5,5,True,
SURV0010362,DUD101301,2023-12-02,4,4,3,3,5,4,4,4,5,True,
SURV0010363,DUD101301,2024-01-06,5,5,5,5,5,5,5,5,4,True,
SURV0010364,DUD101301,2024-02-14,5,5,5,4,5,5,5,5,5,True,
SURV0010365,DUD101302,2024-06-21,5,5,5,5,5,5,5,5,5,True,
SURV0010366,DUD101302,2024-07-06,2,2,1,2,2,2,3,2,3,False,
SURV0010367,DUD101302,2024-08-15,4,5,5,3,4,5,4,4,4,True,
SURV0010368,DUD101302,2024-09-10,4,3,4,4,3,5,3,5,5,True,
SURV0010369,DUD101302,2024-10-20,3,3,3,2,3,2,3,2,3,False,
SURV0010370,DUD101302,2024-11-03,5,5,5,5,4,5,5,5,5,True,
SURV0010371,DUD101302,2024-12-10,5,5,5,5,5,5,5,4,4,True,
SURV0010372,DUD101303,2024-06-22,4,4,3,4,4,5,4,4,5,True,
SURV0010373,DUD101303,2024-07-28,2,2,1,1,2,3,1,2,2,False,
SURV0010374,DUD101303,2024-08-02,1,1,1,1,2,1,1,2,1,False,
SURV0010375,DUD101303,2024-09-11,3,3,2,3,4,4,4,2,4,False,
SURV0010376,DUD101303,2024-10-03,4,3,4,4,4,4,5,3,4,True,
SURV0010377,DUD101303,2024-11-23,3,3,4,3,3,3,4,2,3,False,
SURV0010378,DUD101303,2024-12-02,4,3,4,4,4,4,4,3,3,True,
SURV0010379,DUD101303,2025-01-14,5,5,5,5,5,5,5,5,5,True,
SURV0010380,DUD101304,2021-04-06,4,4,4,4,4,3,5,4,4,True,
SURV0010381,DUD101304,2021-05-24,1,1,2,2,1,1,1,2,1,False,
SURV0010382,DUD101304,2021-06-15,4,4,4,4,3,5,3,4,4,True,
SURV0010383,DUD101304,2021-07-07,3,2,3,3,3,3,2,2,3,False,
SURV0010384,DUD101304,2021-08-03,1,1,1,1,1,2,1,1,1,False,
SURV0010385,DUD101304,2021-09-22,3,4,3,2,3,2,2,3,2,False,
SURV0010386,DUD101304,2021-10-14,3,2,2,3,3,3,4,4,3,False,
SURV0010387,DUD101304,2021-11-02,4,5,4,4,5,4,4,5,5,True,
SURV0010388,DUD101304,2021-12-21,2,2,2,2,2,2,3,2,2,False,
SURV0010389,DUD101305,2022-08-01,2,2,2,1,2,2,3,1,2,False,
SURV0010390,DUD101305,2022-09-06,5,5,5,5,4,5,4,4,5,True,
SURV0010391,DUD101305,2022-10-24,4,5,4,4,5,5,4,4,3,True,
SURV0010392,DUD101305,2022-11-03,4,4,4,4,5,4,3,4,4,True,
SURV0010393,DUD101305,2022-12-10,4,3,4,3,4,4,4,3,5,True,
SURV0010394,DUD101305,2023-01-16,3,4,3,3,3,3,2,3,3,False,
SURV0010395,DUD101305,2023-02-12,4,4,4,5,4,5,4,4,4,True,
SURV0010396,DUD101306,2023-02-10,4,3,4,4,4,4,4,5,4,True,
SURV0010397,DUD101306,2023-03-28,4,4,4,3,5,4,3,5,4,True,
SURV0010398,DUD101306,2023-04-02,4,4,5,5,4,4,4,4,3,True,
SURV0010399,DUD101306,2023-05-16,4,5,4,5,3,4,5,5,4,True,
SURV0010400,DUD101307,2021-07-23,4,4,4,4,4,4,5,5,5,True,
SURV0010401,DUD101307,2021-08-21,3,4,4,2,3,3,3,2,4,False,
SURV0010402,DUD101307,2021-09-17,2,2,3,2,2,2,1,2,2,False,
SURV0010403,DUD101307,2021-10-25,4,4,4,4,4,3,3,4,4,True,
SURV0010404,DUD101307,2021-11-26,4,4,5,3,5,5,4,3,4,True,
SURV0010405,DUD101307,2021-12-26,3,3,4,3,2,2,3,2,2,False,
SURV0010406,DUD101308,2022-01-02,3,2,4,2,3,4,3,4,2,False,
SURV0010407,DUD101308,2022-02-03,5,5,4,5,5,5,4,5,4,True,
SURV0010408,DUD101308,2022-03-19,4,4,5,4,4,3,5,3,5,True,
SURV0010409,DUD101308,2022-04-14,4,5,4,4,5,4,4,4,3,True,
SURV0010410,DUD101308,2022-05-18,1,1,2,1,2,1,1,1,2,False,
SURV0010411,DUD101308,2022-06-13,3,4,3,3,3,3,3,2,2,False,
SURV0010412,DUD101308,2022-07-26,5,5,4,5,5,4,5,5,5,True,
SURV0010413,DUD101308,2022-08-03,4,3,5,5,3,5,5,4,3,True,
SURV0010414,DUD101308,2022-09-02,3,2,4,3,2,3,3,4,2,False,
SURV0010415,DUD101308,2022-10-09,2,3,3,2,3,3,2,2,2,False,
SURV0010416,DUD101308,2022-11-05,4,4,4,4,4,4,3,4,3,True,
SURV0010417,DUD101309,2023-05-13,5,4,5,5,4,5,5,5,5,True,
SURV0010418,DUD101309,2023-06-25,3,4,3,3,2,3,2,3,3,False,
SURV0010419,DUD101309,2023-07-22,5,5,4,4,4,5,5,5,4,True,
SURV0010420,DUD101309,2023-08-14,4,3,4,5,4,5,5,5,3,True,
SURV0010421,DUD101309,2023-09-28,3,3,3,3,3,4,4,3,4,False,
SURV0010422,DUD101309,2023-10-22,4,3,3,5,5,4,5,4,5,True,
SURV0010423,DUD101310,2022-11-27,4,4,5,4,4,3,4,3,5,True,
SURV0010424,DUD101310,2022-12-16,3,4,3,3,2,3,2,3,3,False,
SURV0010425,DUD101310,2023-01-24,5,5,5,5,4,4,5,4,5,True,
SURV0010426,DUD101310,2023-02-27,5,5,4,5,5,5,5,4,5,True,
SURV0010427,DUD101310,2023-03-27,5,5,5,4,5,5,5,4,5,True,
SURV0010428,DUD101310,2023-04-28,4,4,5,4,3,4,4,5,3,True,
SURV0010429,DUD101310,2023-05-12,2,3,2,2,3,2,1,1,2,False,
SURV0010430,DUD101311,2021-10-24,4,3,4,4,5,3,4,4,5,True,
SURV0010431,DUD101311,2021-11-04,4,4,5,5,4,3,5,4,4,True,
SURV0010432,DUD101311,2021-12-25,4,5,5,4,4,3,4,4,3,True,
SURV0010433,DUD101311,2022-01-25,3,3,3,4,3,3,3,2,4,False,
SURV0010434,DUD101311,2022-02-10,5,4,5,5,4,5,5,4,4,True,
SURV0010435,DUD101311,2022-03-28,5,5,5,5,5,5,5,5,5,True,
SURV0010436,DUD101311,2022-04-05,4,3,5,5,4,4,5,3,4,True,
SURV0010437,DUD101311,2022-05-21,5,4,5,4,5,5,5,5,5,True,
SURV0010438,DUD101311,2022-06-08,3,2,2,2,3,3,4,2,3,False,
SURV0010439,DUD101311,2022-07-14,4,3,4,4,4,4,4,4,4,True,
SURV0010440,DUD101311,2022-08-09,4,5,4,4,3,5,3,4,5,True,
SURV0010441,DUD101311,2022-09-18,5,5,5,5,5,5,5,5,5,True,
SURV0010442,DUD101312,2021-08-20,3,3,3,3,3,4,2,3,2,False,
SURV0010443,DUD101312,2021-09-27,3,3,3,2,4,4,2,2,2,False,
SURV0010444,DUD101312,2021-10-05,3,2,3,4,3,4,2,3,3,False,
SURV0010445,DUD101312,2021-11-18,4,4,4,4,5,5,5,3,4,True,
SURV0010446,DUD101312,2021-12-11,5,5,5,4,4,5,5,4,4,True,
SURV0010447,DUD101312,2022-01-15,3,3,4,3,3,3,4,3,3,False,
SURV0010448,DUD101312,2022-02-16,4,4,3,4,4,4,5,4,5,True,
SURV0010449,DUD101312,2022-03-04,5,5,4,4,5,4,5,5,4,True,
SURV0010450,DUD101312,2022-04-12,2,2,3,3,2,2,1,2,2,False,
SURV0010451,DUD101312,2022-05-15,2,3,1,1,3,2,1,2,2,False,
SURV0010452,DUD101312,2022-06-21,3,3,3,4,4,3,3,4,3,False,
SURV0010453,DUD101313,2021-07-23,3,2,2,3,2,2,3,3,3,False,
SURV0010454,DUD101313,2021-08-04,4,3,4,3,3,4,3,5,4,True,
SURV0010455,DUD101313,2021-09-07,1,2,1,2,2,1,2,1,2,False,
SURV0010456,DUD101313,2021-10-27,5,5,5,5,5,5,5,5,5,True,
SURV0010457,DUD101313,2021-11-26,5,5,5,5,5,5,5,5,5,True,
SURV0010458,DUD101314,2023-06-04,4,4,5,4,3,4,3,4,5,True,
SURV0010459,DUD101314,2023-07-11,3,3,3,3,2,2,2,3,3,False,
SURV0010460,DUD101314,2023-08-11,4,5,5,3,5,3,3,4,4,True,
SURV0010461,DUD101314,2023-09-01,4,4,4,4,4,4,4,3,4,True,
SURV0010462,DUD101314,2023-10-22,4,4,5,4,4,3,4,4,4,True,
SURV0010463,DUD101314,2023-11-08,4,5,3,5,4,4,5,4,3,True,
SURV0010464,DUD101314,2023-12-08,3,4,4,4,4,3,4,4,3,False,
SURV0010465,DUD101315,2023-05-14,4,4,4,4,4,4,3,3,5,True,
SURV0010466,DUD101315,2023-06-01,4,4,3,3,4,4,4,3,3,True,
SURV0010467,DUD101315,2023-07-03,3,4,2,2,3,3,3,3,3,False,
SURV0010468,DUD101315,2023-08-25,5,5,5,4,5,5,5,4,5,True,
SURV0010469,DUD101315,2023-09-01,3,3,2,3,2,3,3,4,4,False,
SURV0010470,DUD101315,2023-10-08,3,4,4,3,3,3,2,2,3,False,
SURV0010471,DUD101315,2023-11-10,4,4,3,4,4,4,4,3,4,True,
SURV0010472,DUD101315,2023-12-22,2,2,3,3,3,2,1,2,1,False,
SURV0010473,DUD101315,2024-01-03,4,4,4,4,5,3,4,4,5,True,
SURV0010474,DUD101315,2024-02-13,3,2,4,3,4,2,3,3,3,False,
SURV0010475,DUD101315,2024-03-15,3,3,3,2,4,4,2,3,3,False,
SURV0010476,DUD101315,2024-04-07,3,3,2,3,3,4,3,4,4,False,
SURV0010477,DUD101316,2023-05-08,4,4,5,3,4,4,4,4,3,True,
SURV0010478,DUD101316,2023-06-27,5,5,5,5,5,5,5,4,5,True,
SURV0010479,DUD101316,2023-07-08,4,4,5,4,3,4,5,5,4,True,
SURV0010480,DUD101316,2023-08-11,5,5,5,5,5,5,5,4,5,True,
SURV0010481,DUD101316,2023-09-10,3,3,3,2,3,4,2,3,4,False,
SURV0010482,DUD101317,2022-01-11,5,5,4,4,5,5,5,5,5,True,
SURV0010483,DUD101317,2022-02-11,4,3,3,4,3,5,4,4,4,True,
SURV0010484,DUD101317,2022-03-28,4,5,3,5,4,3,3,5,3,True,
SURV0010485,DUD101317,2022-04-06,4,4,3,5,4,5,4,4,4,True,
SURV0010486,DUD101317,2022-05-21,5,5,5,5,5,4,5,4,5,True,
SURV0010487,DUD101317,2022-06-15,4,3,4,4,5,5,4,4,4,True,
SURV0010488,DUD101318,2023-07-14,4,4,4,4,3,4,4,4,4,True,
SURV0010489,DUD101318,2023-08-08,1,1,1,1,1,1,1,1,2,False,
SURV0010490,DUD101318,2023-09-25,4,4,4,4,5,4,4,3,5,True,
SURV0010491,DUD101318,2023-10-03,4,5,4,4,5,5,4,4,5,True,
SURV0010492,DUD101318,2023-11-28,2,2,2,2,2,1,3,3,3,False,
SURV0010493,DUD101318,2023-12-06,4,5,5,4,5,4,4,3,5,True,
SURV0010494,DUD101318,2024-01-11,5,4,5,5,5,5,5,5,5,True,
SURV0010495,DUD101318,2024-02-12,4,4,5,4,4,5,4,4,3,True,
SURV0010496,DUD101318,2024-03-23,4,4,3,5,5,4,4,4,3,True,
SURV0010497,DUD101318,2024-04-17,3,3,3,4,3,3,3,4,3,False,
SURV0010498,DUD101319,2024-03-26,4,4,5,5,4,5,5,4,4,True,
SURV0010499,DUD101319,2024-04-13,4,4,3,4,4,4,5,5,3,True,
SURV0010500,DUD101319,2024-05-02,5,5,5,4,4,4,4,5,5,True,
SURV0010501,DUD101319,2024-06-01,4,4,4,4,4,4,5,3,5,True,
SURV0010502,DUD101319,2024-07-05,2,2,2,3,2,2,1,2,2,False,
SURV0010503,DUD101319,2024-08-08,5,4,5,5,5,5,5,5,5,True,
SURV0010504,DUD101320,2022-07-02,5,4,5,4,4,4,4,5,4,True,
SURV0010505,DUD101320,2022-08-03,3,3,3,3,3,2,2,3,3,False,
SURV0010506,DUD101320,2022-09-09,2,2,3,1,2,1,3,1,2,False,
SURV0010507,DUD101320,2022-10-26,4,3,3,3,4,4,5,5,4,True,
SURV0010508,DUD101320,2022-11-11,5,4,4,4,5,5,5,5,5,True,
SURV0010509,DUD101320,2022-12-14,4,3,4,3,3,5,4,3,5,True,
SURV0010510,DUD101320,2023-01-02,3,2,4,3,3,2,3,4,4,False,
SURV0010511,DUD101320,2023-02-01,3,2,2,3,3,3,3,3,3,False,
SURV0010512,DUD101320,2023-03-11,5,5,5,5,5,5,4,4,5,True,
SURV0010513,DUD101320,2023-04-08,5,4,5,5,5,5,5,5,4,True,
SURV0010514,DUD101320,2023-05-11,5,5,5,4,4,5,5,5,4,True,
SURV0010515,DUD101321,2021-09-10,4,5,4,3,4,5,4,4,4,True,
SURV0010516,DUD101321,2021-10-19,3,3,2,3,3,3,3,3,2,False,
SURV0010517,DUD101321,2021-11-13,4,3,3,5,3,4,4,5,5,True,
SURV0010518,DUD101321,2021-12-20,5,5,5,5,5,4,5,4,4,True,
SURV0010519,DUD101321,2022-01-17,4,4,4,4,4,4,3,4,5,True,
SURV0010520,DUD101321,2022-02-16,5,5,5,5,5,5,5,5,4,True,
SURV0010521,DUD101321,2022-03-13,4,5,4,4,4,5,3,4,4,True,
SURV0010522,DUD101322,2021-03-22,4,4,5,4,4,5,4,4,5,True,
SURV0010523,DUD101322,2021-04-04,4,4,4,4,3,5,5,3,5,True,
SURV0010524,DUD101322,2021-05-19,5,5,4,5,5,5,5,5,5,True,
SURV0010525,DUD101322,2021-06-28,2,2,2,2,3,2,3,3,2,False,
SURV0010526,DUD101322,2021-07-22,3,3,2,2,2,2,3,2,3,False,
SURV0010527,DUD101322,2021-08-19,4,3,4,3,3,4,5,5,5,True,
SURV0010528,DUD101322,2021-09-10,4,5,3,5,3,3,4,3,4,True,
SURV0010529,DUD101322,2021-10-06,4,5,3,5,4,4,3,5,3,True,
SURV0010530,DUD101322,2021-11-10,5,5,5,5,5,5,5,5,5,True,
SURV0010531,DUD101322,2021-12-02,5,5,5,4,5,5,5,4,4,True,
SURV0010532,DUD101322,2022-01-11,5,5,5,5,4,4,5,5,5,True,
SURV0010533,DUD101322,2022-02-17,4,4,4,5,3,5,5,4,4,True,
SURV0010534,DUD101323,2021-07-12,2,1,3,2,3,2,2,2,3,False,
SURV0010535,DUD101323,2021-08-02,4,3,5,4,5,4,5,4,4,True,
SURV0010536,DUD101323,2021-09-14,5,4,4,5,5,4,5,4,5,True,
SURV0010537,DUD101323,2021-10-04,3,3,2,3,3,3,3,2,4,False,
SURV0010538,DUD101324,2024-08-09,5,5,5,5,4,5,4,5,5,True,
SURV0010539,DUD101324,2024-09-03,4,4,3,3,3,4,4,3,5,True,
SURV0010540,DUD101324,2024-10-02,2,2,2,1,2,1,2,2,2,False,
SURV0010541,DUD101324,2024-11-25,5,5,4,5,5,4,4,5,4,True,
SURV0010542,DUD101325,2024-04-18,3,4,3,3,2,3,3,3,4,False,
SURV0010543,DUD101325,2024-05-03,5,5,5,4,4,4,5,5,4,True,
SURV0010544,DUD101325,2024-06-06,4,4,3,4,4,3,5,3,4,True,
SURV0010545,DUD101325,2024-07-26,4,4,3,4,5,3,4,4,4,True,
SURV0010546,DUD101325,2024-08-05,2,2,2,2,3,3,1,3,3,False,
SURV0010547,DUD101326,2022-04-11,4,5,4,5,4,4,5,4,5,True,
SURV0010548,DUD101326,2022-05-27,2,2,1,2,2,2,3,1,2,False,
SURV0010549,DUD101326,2022-06-18,1,2,1,1,1,1,1,1,2,False,
SURV0010550,DUD101326,2022-07-14,3,3,2,3,3,4,4,4,2,False,
SURV0010551,DUD101327,2023-03-23,4,4,5,4,3,4,4,3,3,True,
SURV0010552,DUD101327,2023-04-10,5,4,5,5,5,5,4,5,4,True,
SURV0010553,DUD101327,2023-05-22,2,2,3,2,2,3,1,2,1,False,
SURV0010554,DUD101327,2023-06-10,4,4,5,5,4,3,4,3,3,True,
SURV0010555,DUD101327,2023-07-07,4,3,3,5,3,4,4,3,3,True,
SURV0010556,DUD101327,2023-08-16,4,4,5,4,4,3,4,4,4,True,
SURV0010557,DUD101327,2023-09-18,3,2,4,3,3,3,2,3,3,False,
SURV0010558,DUD101328,2024-09-18,4,4,4,5,4,3,4,5,4,True,
SURV0010559,DUD101328,2024-10-06,1,1,1,1,2,2,1,1,1,False,
SURV0010560,DUD101328,2024-11-14,5,5,5,5,4,5,5,5,5,True,
SURV0010561,DUD101328,2024-12-06,4,4,3,4,4,4,3,4,4,True,
SURV0010562,DUD101328,2025-01-28,5,5,4,5,5,5,5,4,5,True,
SURV0010563,DUD101328,2025-02-13,3,2,3,4,4,4,3,3,3,False,
SURV0010564,DUD101329,2021-07-22,4,4,3,4,4,5,4,4,3,True,
SURV0010565,DUD101329,2021-08-18,4,3,4,4,5,5,4,5,4,True,
SURV0010566,DUD101329,2021-09-03,1,1,2,1,1,1,1,2,1,False,
SURV0010567,DUD101329,2021-10-07,4,4,4,4,5,5,3,3,4,True,
SURV0010568,DUD101329,2021-11-09,4,4,5,5,5,5,4,4,4,True,
SURV0010569,DUD101330,2021-05-21,3,3,3,3,3,3,3,3,3,False,
SURV0010570,DUD101330,2021-06-19,4,5,5,3,3,3,3,5,4,True,
SURV0010571,DUD101330,2021-07-26,3,3,3,3,3,2,4,2,3,False,
SURV0010572,DUD101330,2021-08-02,4,3,4,4,4,3,5,3,4,True,
SURV0010573,DUD101330,2021-09-28,2,2,1,3,2,2,2,2,2,False,
SURV0010574,DUD101330,2021-10-15,4,4,5,4,4,4,4,5,5,True,
SURV0010575,DUD101330,2021-11-28,2,1,3,3,1,2,3,2,1,False,
SURV0010576,DUD101330,2021-12-11,1,1,2,2,1,1,1,1,1,False,
SURV0010577,DUD101330,2022-01-25,3,3,4,3,2,2,3,3,3,False,
SURV0010578,DUD101330,2022-02-13,4,4,5,4,3,5,4,5,4,True,
SURV0010579,DUD101330,2022-03-22,4,5,5,3,4,3,4,5,4,True,
SURV0010580,DUD101331,2021-04-24,1,1,1,2,1,1,1,1,1,False,
SURV0010581,DUD101331,2021-05-18,1,1,1,1,2,1,1,2,1,False,
SURV0010582,DUD101331,2021-06-05,4,4,3,3,4,5,4,5,4,True,
SURV0010583,DUD101331,2021-07-27,4,4,4,4,5,5,4,5,5,True,
SURV0010584,DUD101331,2021-08-25,3,3,2,2,3,2,3,4,3,False,
SURV0010585,DUD101331,2021-09-19,4,4,5,4,3,4,3,3,4,True,
SURV0010586,DUD101331,2021-10-23,3,3,3,2,3,3,3,3,3,False,
SURV0010587,DUD101331,2021-11-26,4,3,4,3,4,4,5,4,5,True,
SURV0010588,DUD101331,2021-12-05,5,5,5,4,5,5,5,5,4,True,
SURV0010589,DUD101332,2021-07-12,4,4,4,4,4,4,4,3,4,True,
SURV0010590,DUD101332,2021-08-03,4,4,4,4,5,4,5,4,5,True,
SURV0010591,DUD101332,2021-09-02,5,5,5,4,5,5,4,5,4,True,
SURV0010592,DUD101332,2021-10-12,1,1,2,2,1,1,2,1,1,False,
SURV0010593,DUD101332,2021-11-19,2,3,2,1,3,2,3,3,3,False,
SURV0010594,DUD101332,2021-12-26,4,4,3,5,3,3,4,5,3,True,
SURV0010595,DUD101333,2023-02-09,4,4,5,3,4,3,3,3,4,True,
SURV0010596,DUD101333,2023-03-25,3,3,4,3,4,4,4,3,2,False,
SURV0010597,DUD101333,2023-04-01,4,5,4,4,4,5,4,4,4,True,
SURV0010598,DUD101333,2023-05-07,4,4,5,3,5,4,5,5,5,True,
SURV0010599,DUD101333,2023-06-11,2,2,2,1,3,1,2,1,2,False,
SURV0010600,DUD101333,2023-07-12,3,3,3,3,2,3,3,3,2,False,
SURV0010601,DUD101333,2023-08-21,4,5,5,5,5,5,4,4,4,True,
SURV0010602,DUD101334,2024-08-27,5,5,4,5,5,5,5,5,5,True,
