qualification_id,employee_id,qualification_name,qualification_type,issuing_organization,issue_date,expiry_date,qualification_status
QUAL001046,DUD100813,BA Linguistics,Degree,University,2019-09-12,,Active
QUAL001047,DUD100814,BA Linguistics,Degree,University,2018-07-16,,Active
QUAL001048,DUD100815,TEFL,Teaching Certification,International TEFL Academy,2018-06-06,,Active
QUAL001049,DUD100816,BA Education,Degree,University,2020-03-19,,Active
QUAL001050,DUD100817,MA Education,Degree,University,2020-01-02,,Active
QUAL001051,DUD100817,CELTA,Teaching Certification,Cambridge English,2018-10-12,,Active
QUAL001052,DUD100818,BA Linguistics,Degree,University,2018-04-21,,Active
QUAL001053,DUD100819,CELTA,Teaching Certification,Cambridge English,2023-07-27,,Active
QUAL001054,DUD100820,BA English,Degree,University,2020-05-16,,Active
QUAL001055,DUD100821,BA Education,Degree,University,2022-09-28,,Active
QUAL001056,DUD100821,CELTA,Teaching Certification,Cambridge English,2023-09-01,2027-11-02,Active
QUAL001057,DUD100822,TEFL,Teaching Certification,International TEFL Academy,2021-10-02,,Active
QUAL001058,DUD100823,BA Linguistics,Degree,University,2020-01-03,,Active
QUAL001059,DUD100824,BA Linguistics,Degree,University,2024-06-13,,Active
QUAL001060,DUD100825,CELTA,Teaching Certification,Cambridge English,2023-03-19,,Active
QUAL001061,DUD100826,BA Linguistics,Degree,University,2024-10-09,,Active
QUAL001062,DUD100827,MA Education,Degree,University,2020-11-06,,Active
QUAL001063,DUD100828,TESOL,Teaching Certification,TESOL International Association,2020-04-22,2022-08-22,Expired
QUAL001064,DUD100829,MA Education,Degree,University,2024-03-21,,Active
QUAL001065,DUD100830,TEFL,Teaching Certification,International TEFL Academy,2019-04-16,,Active
QUAL001066,DUD100831,CELTA,Teaching Certification,Cambridge English,2023-09-02,2027-04-01,Active
QUAL001067,DUD100832,BA Education,Degree,University,2025-07-12,,Active
QUAL001068,DUD100832,BA English,Degree,University,2018-08-08,,Active
QUAL001069,DUD100833,BA English,Degree,University,2025-08-17,,Active
QUAL001070,DUD100834,TESOL,Teaching Certification,TESOL International Association,2021-06-11,,Active
QUAL001071,DUD100835,BA Education,Degree,University,2025-12-25,,Active
QUAL001072,DUD100836,BA Education,Degree,University,2018-02-26,,Active
QUAL001073,DUD100837,BA Education,Degree,University,2021-09-19,,Active
QUAL001074,DUD100837,TESOL,Teaching Certification,TESOL International Association,2025-09-05,,Active
QUAL001075,DUD100838,CELTA,Teaching Certification,Cambridge English,2022-01-04,,Active
QUAL001076,DUD100839,TEFL,Teaching Certification,International TEFL Academy,2022-06-04,,Active
QUAL001077,DUD100839,MA Education,Degree,University,2018-05-10,,Active
QUAL001078,DUD100840,BA English,Degree,University,2019-04-23,,Active
QUAL001079,DUD100841,MA Education,Degree,University,2024-08-28,,Active
QUAL001080,DUD100841,CELTA,Teaching Certification,Cambridge English,2019-09-18,,Active
QUAL001081,DUD100842,BA English,Degree,University,2022-08-18,,Active
QUAL001082,DUD100843,BA Education,Degree,University,2024-05-20,,Active
QUAL001083,DUD100843,CELTA,Teaching Certification,Cambridge English,2025-06-19,,Active
QUAL001084,DUD100844,BA Education,Degree,University,2020-12-26,,Active
QUAL001085,DUD100845,BA English,Degree,University,2019-07-07,,Active
QUAL001086,DUD100846,BA English,Degree,University,2025-08-26,,Active
QUAL001087,DUD100847,BA Linguistics,Degree,University,2018-04-19,,Active
QUAL001088,DUD100848,CELTA,Teaching Certification,Cambridge English,2020-10-28,2023-02-11,Expired
QUAL001089,DUD100848,TESOL,Teaching Certification,TESOL International Association,2019-11-26,,Active
QUAL001090,DUD100849,BA Education,Degree,University,2019-05-19,,Active
QUAL001091,DUD100850,BA Education,Degree,University,2025-06-10,,Active
QUAL001092,DUD100851,TEFL,Teaching Certification,International TEFL Academy,2022-12-26,,Active
QUAL001093,DUD100852,BA Education,Degree,University,2022-02-05,,Active
QUAL001094,DUD100852,MA Education,Degree,University,2018-04-28,,Active
QUAL001095,DUD100853,CELTA,Teaching Certification,Cambridge English,2021-12-02,2025-09-01,Expired
QUAL001096,DUD100854,TESOL,Teaching Certification,TESOL International Association,2020-09-24,,Active
QUAL001097,DUD100854,CELTA,Teaching Certification,Cambridge English,2020-01-26,,Active
QUAL001098,DUD100855,CELTA,Teaching Certification,Cambridge English,2021-02-05,,Active
QUAL001099,DUD100856,BA Linguistics,Degree,University,2018-04-10,,Active
QUAL001100,DUD100857,TESOL,Teaching Certification,TESOL International Association,2023-11-07,,Active
QUAL001101,DUD100857,BA Education,Degree,University,2018-09-02,,Active
QUAL001102,DUD100858,TEFL,Teaching Certification,International TEFL Academy,2019-02-12,,Active
QUAL001103,DUD100858,MA Education,Degree,University,2024-09-23,,Active
QUAL001104,DUD100859,TESOL,Teaching Certification,TESOL International Association,2018-09-22,,Active
QUAL001105,DUD100860,TESOL,Teaching Certification,TESOL International Association,2022-04-07,2025-03-09,Expired
QUAL001106,DUD100861,BA English,Degree,University,2025-03-22,,Active
QUAL001107,DUD100862,TESOL,Teaching Certification,TESOL International Association,2025-03-08,,Active
QUAL001108,DUD100863,CELTA,Teaching Certification,Cambridge English,2018-07-09,,Active
QUAL001109,DUD100864,BA English,Degree,University,2019-08-24,,Active
QUAL001110,DUD100865,BA Education,Degree,University,2023-03-19,,Active
QUAL001111,DUD100866,BA Linguistics,Degree,University,2021-10-03,,Active
QUAL001112,DUD100867,BA English,Degree,University,2025-02-03,,Active
QUAL001113,DUD100868,BA Linguistics,Degree,University,2018-02-26,,Active
QUAL001114,DUD100868,TESOL,Teaching Certification,TESOL International Association,2025-12-12,,Active
QUAL001115,DUD100869,TESOL,Teaching Certification,TESOL International Association,2019-01-22,,Active
QUAL001116,DUD100870,MA Education,Degree,University,2022-11-21,,Active
QUAL001117,DUD100870,BA Education,Degree,University,2019-03-25,,Active
QUAL001118,DUD100871,BA English,Degree,University,2020-07-26,,Active
QUAL001119,DUD100872,BA Education,Degree,University,2025-07-14,,Active
QUAL001120,DUD100872,TEFL,Teaching Certification,International TEFL Academy,2024-02-03,,Active
QUAL001121,DUD100873,BA Education,Degree,University,2020-11-23,,Active
QUAL001122,DUD100874,BA Education,Degree,University,2019-07-08,,Active
QUAL001123,DUD100875,CELTA,Teaching Certification,Cambridge English,2024-06-28,,Active
QUAL001124,DUD100876,BA English,Degree,University,2024-01-22,,Active
QUAL001125,DUD100876,MA Education,Degree,University,2021-05-20,,Active
QUAL001126,DUD100877,BA English,Degree,University,2020-10-02,,Active
QUAL001127,DUD100878,TEFL,Teaching Certification,International TEFL Academy,2018-02-08,,Active
QUAL001128,DUD100879,TESOL,Teaching Certification,TESOL International Association,2018-12-23,,Active
QUAL001129,DUD100879,MA Education,Degree,University,2021-09-28,,Active
QUAL001130,DUD100880,BA Linguistics,Degree,University,2018-01-27,,Active
QUAL001131,DUD100881,BA English,Degree,University,2020-01-15,,Active
QUAL001132,DUD100882,TEFL,Teaching Certification,International TEFL Academy,2019-05-26,2023-08-02,Expired
QUAL001133,DUD100883,TESOL,Teaching Certification,TESOL International Association,2019-11-26,,Active
QUAL001134,DUD100884,CELTA,Teaching Certification,Cambridge English,2025-08-27,,Active
QUAL001135,DUD100885,TESOL,Teaching Certification,TESOL International Association,2023-11-24,,Active
QUAL001136,DUD100885,BA Education,Degree,University,2020-02-25,,Active
QUAL001137,DUD100886,TEFL,Teaching Certification,International TEFL Academy,2022-11-14,,Active
QUAL001138,DUD100887,TEFL,Teaching Certification,International TEFL Academy,2025-12-05,2027-12-15,Active
QUAL001139,DUD100888,MA Education,Degree,University,2021-07-22,,Active
QUAL001140,DUD100889,CELTA,Teaching Certification,Cambridge English,2018-12-17,,Active
QUAL001141,DUD100890,BA English,Degree,University,2018-05-11,,Active
QUAL001142,DUD100891,CELTA,Teaching Certification,Cambridge English,2022-03-04,,Active
QUAL001143,DUD100892,BA English,Degree,University,2025-08-24,,Active
QUAL001144,DUD100893,BA English,Degree,University,2021-03-03,,Active
QUAL001145,DUD100894,TEFL,Teaching Certification,International TEFL Academy,2023-02-18,,Active
QUAL001146,DUD100895,BA Education,Degree,University,2021-11-26,,Active
QUAL001147,DUD100896,TESOL,Teaching Certification,TESOL International Association,2022-01-10,2023-12-22,Expired
QUAL001148,DUD100896,BA Education,Degree,University,2022-03-09,,Active
QUAL001149,DUD100897,BA English,Degree,University,2025-03-12,,Active
QUAL001150,DUD100898,MA Education,Degree,University,2021-10-03,,Active
QUAL001151,DUD100899,BA Education,Degree,University,2018-03-03,,Active
QUAL001152,DUD100900,BA Education,Degree,University,2024-04-20,,Active
QUAL001153,DUD100901,MA Education,Degree,University,2025-07-17,,Active
QUAL001154,DUD100902,BA Linguistics,Degree,University,2025-12-25,,Active
QUAL001155,DUD100903,TEFL,Teaching Certification,International TEFL Academy,2020-05-02,,Active
QUAL001156,DUD100903,BA Education,Degree,University,2020-05-24,,Active
QUAL001157,DUD100904,BA English,Degree,University,2018-06-28,,Active
QUAL001158,DUD100905,CELTA,Teaching Certification,Cambridge English,2021-04-08,,Active
QUAL001159,DUD100906,TEFL,Teaching Certification,International TEFL Academy,2020-01-21,,Active
QUAL001160,DUD100907,BA Linguistics,Degree,University,2019-04-07,,Active
QUAL001161,DUD100908,CELTA,Teaching Certification,Cambridge English,2020-08-20,,Active
QUAL001162,DUD100909,BA Education,Degree,University,2023-01-09,,Active
QUAL001163,DUD100910,CELTA,Teaching Certification,Cambridge English,2024-12-22,,Active
QUAL001164,DUD100911,MA Education,Degree,University,2022-11-28,,Active
QUAL001165,DUD100912,BA Education,Degree,University,2022-02-20,,Active
QUAL001166,DUD100912,CELTA,Teaching Certification,Cambridge English,2020-04-08,,Active
QUAL001167,DUD100913,BA Education,Degree,University,2023-11-08,,Active
QUAL001168,DUD100914,BA English,Degree,University,2018-11-04,,Active
QUAL001169,DUD100915,MA Education,Degree,University,2020-04-20,,Active
QUAL001170,DUD100916,TEFL,Teaching Certification,International TEFL Academy,2022-03-17,,Active
QUAL001171,DUD100916,MA Education,Degree,University,2025-07-05,,Active
QUAL001172,DUD100917,BA Education,Degree,University,2024-10-26,,Active
QUAL001173,DUD100918,BA Linguistics,Degree,University,2021-12-16,,Active
QUAL001174,DUD100919,MA Education,Degree,University,2024-11-07,,Active
QUAL001175,DUD100920,CELTA,Teaching Certification,Cambridge English,2024-09-04,,Active
QUAL001176,DUD100920,MA Education,Degree,University,2020-12-23,,Active
QUAL001177,DUD100921,CELTA,Teaching Certification,Cambridge English,2019-05-13,,Active
QUAL001178,DUD100922,MA Education,Degree,University,2019-11-27,,Active
QUAL001179,DUD100922,BA Linguistics,Degree,University,2021-07-01,,Active
QUAL001180,DUD100923,BA Linguistics,Degree,University,2018-08-24,,Active
QUAL001181,DUD100923,TESOL,Teaching Certification,TESOL International Association,2022-01-19,,Active
QUAL001182,DUD100924,MA Education,Degree,University,2023-06-03,,Active
QUAL001183,DUD100925,TEFL,Teaching Certification,International TEFL Academy,2020-06-13,2024-07-23,Expired
QUAL001184,DUD100926,BA Linguistics,Degree,University,2018-11-22,,Active
QUAL001185,DUD100927,TEFL,Teaching Certification,International TEFL Academy,2018-02-19,,Active
QUAL001186,DUD100928,TESOL,Teaching Certification,TESOL International Association,2019-09-21,,Active
QUAL001187,DUD100929,CELTA,Teaching Certification,Cambridge English,2020-03-13,2022-06-15,Expired
QUAL001188,DUD100930,CELTA,Teaching Certification,Cambridge English,2019-10-26,2021-11-13,Expired
QUAL001189,DUD100931,BA English,Degree,University,2023-02-16,,Active
QUAL001190,DUD100931,TESOL,Teaching Certification,TESOL International Association,2025-01-02,,Active
QUAL001191,DUD100932,MA Education,Degree,University,2021-12-24,,Active
QUAL001192,DUD100933,MA Education,Degree,University,2019-12-13,,Active
QUAL001193,DUD100934,BA English,Degree,University,2019-11-10,,Active
QUAL001194,DUD100935,TEFL,Teaching Certification,International TEFL Academy,2025-06-17,,Active
QUAL001195,DUD100936,BA Linguistics,Degree,University,2021-11-05,,Active
QUAL001196,DUD100937,BA Linguistics,Degree,University,2020-11-21,,Active
QUAL001197,DUD100938,BA English,Degree,University,2021-07-23,,Active
QUAL001198,DUD100939,BA Education,Degree,University,2018-06-01,,Active
QUAL001199,DUD100940,BA Education,Degree,University,2021-09-27,,Active
QUAL001200,DUD100941,BA English,Degree,University,2019-10-12,,Active
QUAL001201,DUD100941,CELTA,Teaching Certification,Cambridge English,2021-05-04,,Active
QUAL001202,DUD100942,CELTA,Teaching Certification,Cambridge English,2020-10-19,2024-10-29,Expired
QUAL001203,DUD100942,TESOL,Teaching Certification,TESOL International Association,2020-05-15,,Active
QUAL001204,DUD100943,MA Education,Degree,University,2024-01-26,,Active
QUAL001205,DUD100944,BA English,Degree,University,2020-10-23,,Active
QUAL001206,DUD100945,BA Education,Degree,University,2024-06-02,,Active
QUAL001207,DUD100946,CELTA,Teaching Certification,Cambridge English,2021-09-03,,Active
QUAL001208,DUD100947,BA Education,Degree,University,2021-09-20,,Active
QUAL001209,DUD100948,BA Education,Degree,University,2022-10-22,,Active
QUAL001210,DUD100949,BA Education,Degree,University,2025-07-18,,Active
QUAL001211,DUD100950,TEFL,Teaching Certification,International TEFL Academy,2025-01-03,,Active
QUAL001212,DUD100951,BA Education,Degree,University,2018-05-22,,Active
QUAL001213,DUD100952,BA English,Degree,University,2021-02-09,,Active
QUAL001214,DUD100953,BA Education,Degree,University,2021-08-02,,Active
QUAL001215,DUD100954,BA English,Degree,University,2024-01-06,,Active
QUAL001216,DUD100955,TEFL,Teaching Certification,International TEFL Academy,2018-03-10,,Active
QUAL001217,DUD100955,BA English,Degree,University,2020-12-15,,Active
QUAL001218,DUD100956,CELTA,Teaching Certification,Cambridge English,2020-11-14,,Active
QUAL001219,DUD100957,BA Education,Degree,University,2025-12-22,,Active
QUAL001220,DUD100958,TEFL,Teaching Certification,International TEFL Academy,2019-09-22,,Active
QUAL001221,DUD100959,TEFL,Teaching Certification,International TEFL Academy,2019-01-13,,Active
QUAL001222,DUD100960,BA Linguistics,Degree,University,2020-02-06,,Active
QUAL001223,DUD100960,BA Education,Degree,University,2022-03-19,,Active
QUAL001224,DUD100961,BA Linguistics,Degree,University,2023-06-15,,Active
QUAL001225,DUD100961,TESOL,Teaching Certification,TESOL International Association,2019-03-12,,Active
QUAL001226,DUD100962,CELTA,Teaching Certification,Cambridge English,2025-12-22,,Active
QUAL001227,DUD100963,TESOL,Teaching Certification,TESOL International Association,2022-01-25,,Active
QUAL001228,DUD100964,CELTA,Teaching Certification,Cambridge English,2019-03-22,,Active
QUAL001229,DUD100965,CELTA,Teaching Certification,Cambridge English,2020-12-25,,Active
QUAL001230,DUD100966,BA Education,Degree,University,2023-05-24,,Active
QUAL001231,DUD100966,MA Education,Degree,University,2025-10-24,,Active
QUAL001232,DUD100967,TEFL,Teaching Certification,International TEFL Academy,2022-08-13,,Active
QUAL001233,DUD100968,BA English,Degree,University,2024-03-20,,Active
QUAL001234,DUD100969,BA Linguistics,Degree,University,2021-08-05,,Active
QUAL001235,DUD100970,BA English,Degree,University,2022-06-05,,Active
QUAL001236,DUD100971,CELTA,Teaching Certification,Cambridge English,2020-10-02,,Active
QUAL001237,DUD100972,CELTA,Teaching Certification,Cambridge English,2025-11-28,,Active
QUAL001238,DUD100973,CELTA,Teaching Certification,Cambridge English,2019-05-16,,Active
QUAL001239,DUD100973,TEFL,Teaching Certification,International TEFL Academy,2020-01-09,,Active
QUAL001240,DUD100974,BA Linguistics,Degree,University,2021-03-19,,Active
QUAL001241,DUD100974,MA Education,Degree,University,2021-01-10,,Active
QUAL001242,DUD100975,BA Education,Degree,University,2024-12-06,,Active
QUAL001243,DUD100976,MA Education,Degree,University,2021-03-28,,Active
QUAL001244,DUD100977,TEFL,Teaching Certification,International TEFL Academy,2023-11-27,,Active
QUAL001245,DUD100978,CELTA,Teaching Certification,Cambridge English,2018-01-05,2020-04-11,Expired
QUAL001246,DUD100979,CELTA,Teaching Certification,Cambridge English,2025-04-10,,Active
QUAL001247,DUD100980,TESOL,Teaching Certification,TESOL International Association,2023-06-14,,Active
QUAL001248,DUD100980,TEFL,Teaching Certification,International TEFL Academy,2022-11-15,,Active
QUAL001249,DUD100981,TESOL,Teaching Certification,TESOL International Association,2023-09-26,,Active
QUAL001250,DUD100981,BA English,Degree,University,2018-03-13,,Active
QUAL001251,DUD100982,BA Education,Degree,University,2023-11-07,,Active
QUAL001252,DUD100983,TEFL,Teaching Certification,International TEFL Academy,2019-11-02,,Active
QUAL001253,DUD100983,BA Linguistics,Degree,University,2022-09-04,,Active
QUAL001254,DUD100984,BA English,Degree,University,2023-04-10,,Active
QUAL001255,DUD100985,TEFL,Teaching Certification,International TEFL Academy,2025-01-06,,Active
QUAL001256,DUD100986,TESOL,Teaching Certification,TESOL International Association,2022-07-05,,Active
QUAL001257,DUD100987,BA Linguistics,Degree,University,2023-10-10,,Active
QUAL001258,DUD100988,BA English,Degree,University,2020-02-02,,Active
QUAL001259,DUD100988,TESOL,Teaching Certification,TESOL International Association,2020-11-13,,Active
QUAL001260,DUD100989,TESOL,Teaching Certification,TESOL International Association,2020-07-01,,Active
QUAL001261,DUD100990,BA Education,Degree,University,2023-10-07,,Active
QUAL001262,DUD100990,MA Education,Degree,University,2024-05-28,,Active
QUAL001263,DUD100991,TEFL,Teaching Certification,International TEFL Academy,2019-10-16,,Active
QUAL001264,DUD100991,BA Linguistics,Degree,University,2019-04-17,,Active
QUAL001265,DUD100992,BA English,Degree,University,2024-12-10,,Active
QUAL001266,DUD100993,BA English,Degree,University,2023-03-23,,Active
QUAL001267,DUD100994,CELTA,Teaching Certification,Cambridge English,2019-02-24,2021-03-14,Expired
QUAL001268,DUD100995,TESOL,Teaching Certification,TESOL International Association,2019-09-15,,Active
QUAL001269,DUD100995,BA Education,Degree,University,2020-03-08,,Active
QUAL001270,DUD100996,BA Education,Degree,University,2018-03-27,,Active
QUAL001271,DUD100996,TESOL,Teaching Certification,TESOL International Association,2020-07-18,2023-04-08,Expired
QUAL001272,DUD100997,CELTA,Teaching Certification,Cambridge English,2025-12-04,,Active
QUAL001273,DUD100998,BA Education,Degree,University,2020-03-14,,Active
QUAL001274,DUD100999,CELTA,Teaching Certification,Cambridge English,2022-03-14,,Active
QUAL001275,DUD101000,MA Education,Degree,University,2022-08-09,,Active
QUAL001276,DUD101001,TEFL,Teaching Certification,International TEFL Academy,2023-06-05,,Active
QUAL001277,DUD101002,TESOL,Teaching Certification,TESOL International Association,2021-05-08,,Active
QUAL001278,DUD101003,BA Linguistics,Degree,University,2018-03-24,,Active
QUAL001279,DUD101003,CELTA,Teaching Certification,Cambridge English,2020-03-21,,Active
QUAL001280,DUD101004,TESOL,Teaching Certification,TESOL International Association,2024-10-15,,Active
QUAL001281,DUD101005,MA Education,Degree,University,2020-11-22,,Active
QUAL001282,DUD101006,MA Education,Degree,University,2024-05-19,,Active
QUAL001283,DUD101006,TEFL,Teaching Certification,International TEFL Academy,2023-02-15,,Active
QUAL001284,DUD101007,TESOL,Teaching Certification,TESOL International Association,2020-10-06,,Active
QUAL001285,DUD101008,TESOL,Teaching Certification,TESOL International Association,2020-02-02,,Active
QUAL001286,DUD101009,CELTA,Teaching Certification,Cambridge English,2019-01-08,,Active
QUAL001287,DUD101009,TESOL,Teaching Certification,TESOL International Association,2019-11-06,,Active
QUAL001288,DUD101010,MA Education,Degree,University,2025-03-27,,Active
QUAL001289,DUD101011,BA English,Degree,University,2021-01-21,,Active
QUAL001290,DUD101011,CELTA,Teaching Certification,Cambridge English,2025-09-01,,Active
QUAL001291,DUD101012,MA Education,Degree,University,2025-04-23,,Active
QUAL001292,DUD101013,TEFL,Teaching Certification,International TEFL Academy,2023-01-06,,Active
QUAL001293,DUD101014,BA Linguistics,Degree,University,2024-02-26,,Active
QUAL001294,DUD101014,TEFL,Teaching Certification,International TEFL Academy,2022-06-14,,Active
QUAL001295,DUD101015,TEFL,Teaching Certification,International TEFL Academy,2024-05-27,,Active
QUAL001296,DUD101016,BA Linguistics,Degree,University,2022-04-17,,Active
QUAL001297,DUD101017,BA English,Degree,University,2022-08-12,,Active
QUAL001298,DUD101018,CELTA,Teaching Certification,Cambridge English,2023-10-27,2026-08-01,Expired
QUAL001299,DUD101019,MA Education,Degree,University,2025-02-28,,Active
QUAL001300,DUD101020,BA English,Degree,University,2024-10-12,,Active
QUAL001301,DUD101021,TESOL,Teaching Certification,TESOL International Association,2025-04-27,,Active
QUAL001302,DUD101022,TEFL,Teaching Certification,International TEFL Academy,2024-09-21,2028-01-16,Active
QUAL001303,DUD101023,CELTA,Teaching Certification,Cambridge English,2024-03-17,,Active
QUAL001304,DUD101024,TEFL,Teaching Certification,International TEFL Academy,2021-02-11,,Active
QUAL001305,DUD101025,TESOL,Teaching Certification,TESOL International Association,2021-08-06,,Active
QUAL001306,DUD101026,CELTA,Teaching Certification,Cambridge English,2019-03-23,,Active
QUAL001307,DUD101026,TESOL,Teaching Certification,TESOL International Association,2020-09-24,,Active
QUAL001308,DUD101027,CELTA,Teaching Certification,Cambridge English,2022-12-23,,Active
QUAL001309,DUD101028,TESOL,Teaching Certification,TESOL International Association,2024-06-11,,Active
QUAL001310,DUD101029,BA Education,Degree,University,2025-01-26,,Active
QUAL001311,DUD101029,TESOL,Teaching Certification,TESOL International Association,2022-01-14,,Active
QUAL001312,DUD101030,TESOL,Teaching Certification,TESOL International Association,2022-11-16,,Active
QUAL001313,DUD101031,TESOL,Teaching Certification,TESOL International Association,2020-07-15,,Active
QUAL001314,DUD101031,BA Linguistics,Degree,University,2020-03-23,,Active
QUAL001315,DUD101032,BA English,Degree,University,2023-10-03,,Active
QUAL001316,DUD101033,BA English,Degree,University,2023-04-17,,Active
QUAL001317,DUD101034,TEFL,Teaching Certification,International TEFL Academy,2023-10-22,,Active
QUAL001318,DUD101035,TEFL,Teaching Certification,International TEFL Academy,2021-11-01,,Active
QUAL001319,DUD101035,BA English,Degree,University,2019-09-06,,Active
QUAL001320,DUD101036,TESOL,Teaching Certification,TESOL International Association,2020-10-21,,Active
QUAL001321,DUD101037,BA Education,Degree,University,2018-09-01,,Active
QUAL001322,DUD101038,CELTA,Teaching Certification,Cambridge English,2025-02-03,,Active
QUAL001323,DUD101039,TESOL,Teaching Certification,TESOL International Association,2019-06-06,2022-10-18,Expired
QUAL001324,DUD101039,BA Education,Degree,University,2021-02-27,,Active
QUAL001325,DUD101040,BA Linguistics,Degree,University,2021-12-23,,Active
QUAL001326,DUD101040,CELTA,Teaching Certification,Cambridge English,2020-07-28,,Active
QUAL001327,DUD101041,MA Education,Degree,University,2025-09-17,,Active
QUAL001328,DUD101041,BA Education,Degree,University,2021-05-04,,Active
QUAL001329,DUD101042,BA English,Degree,University,2018-11-09,,Active
QUAL001330,DUD101043,BA Linguistics,Degree,University,2021-12-04,,Active
QUAL001331,DUD101044,MA Education,Degree,University,2021-12-11,,Active
QUAL001332,DUD101045,BA Education,Degree,University,2024-11-03,,Active
QUAL001333,DUD101046,TESOL,Teaching Certification,TESOL International Association,2024-06-04,,Active
QUAL001334,DUD101047,BA Education,Degree,University,2019-01-18,,Active
QUAL001335,DUD101048,TEFL,Teaching Certification,International TEFL Academy,2024-04-04,,Active
QUAL001336,DUD101049,MA Education,Degree,University,2024-07-15,,Active
QUAL001337,DUD101050,MA Education,Degree,University,2021-04-17,,Active
QUAL001338,DUD101051,BA Education,Degree,University,2019-02-12,,Active
QUAL001339,DUD101051,BA English,Degree,University,2018-09-18,,Active
QUAL001340,DUD101052,BA Linguistics,Degree,University,2025-05-08,,Active
QUAL001341,DUD101053,MA Education,Degree,University,2019-05-09,,Active
QUAL001342,DUD101054,TESOL,Teaching Certification,TESOL International Association,2025-02-25,,Active
QUAL001343,DUD101055,MA Education,Degree,University,2020-07-09,,Active
QUAL001344,DUD101055,BA English,Degree,University,2023-12-08,,Active
QUAL001345,DUD101056,TEFL,Teaching Certification,International TEFL Academy,2022-10-10,2025-07-21,Expired
QUAL001346,DUD101057,BA Education,Degree,University,2024-04-28,,Active
QUAL001347,DUD101058,TESOL,Teaching Certification,TESOL International Association,2020-08-03,,Active
QUAL001348,DUD101058,CELTA,Teaching Certification,Cambridge English,2022-06-06,,Active
QUAL001349,DUD101059,BA Linguistics,Degree,University,2018-02-22,,Active
QUAL001350,DUD101059,MA Education,Degree,University,2025-03-12,,Active
QUAL001351,DUD101060,CELTA,Teaching Certification,Cambridge English,2023-11-02,,Active
QUAL001352,DUD101061,TEFL,Teaching Certification,International TEFL Academy,2019-10-27,,Active
QUAL001353,DUD101062,BA Linguistics,Degree,University,2020-03-18,,Active
QUAL001354,DUD101063,BA English,Degree,University,2025-09-19,,Active
QUAL001355,DUD101063,CELTA,Teaching Certification,Cambridge English,2023-07-18,,Active
QUAL001356,DUD101064,TEFL,Teaching Certification,International TEFL Academy,2023-06-10,,Active
QUAL001357,DUD101064,CELTA,Teaching Certification,Cambridge English,2020-06-23,,Active
QUAL001358,DUD101065,TEFL,Teaching Certification,International TEFL Academy,2025-06-11,,Active
QUAL001359,DUD101066,CELTA,Teaching Certification,Cambridge English,2020-09-01,,Active
QUAL001360,DUD101067,BA English,Degree,University,2025-01-08,,Active
QUAL001361,DUD101068,BA English,Degree,University,2025-11-01,,Active
QUAL001362,DUD101069,CELTA,Teaching Certification,Cambridge English,2025-11-22,2029-11-11,Active
QUAL001363,DUD101070,TEFL,Teaching Certification,International TEFL Academy,2025-04-24,2027-06-06,Active
QUAL001364,DUD101071,TEFL,Teaching Certification,International TEFL Academy,2023-01-24,,Active
QUAL001365,DUD101072,TESOL,Teaching Certification,TESOL International Association,2020-03-18,,Active
QUAL001366,DUD101073,BA Linguistics,Degree,University,2024-07-21,,Active
QUAL001367,DUD101074,CELTA,Teaching Certification,Cambridge English,2024-02-06,2026-10-27,Active
QUAL001368,DUD101074,BA Education,Degree,University,2021-02-24,,Active
QUAL001369,DUD101075,TEFL,Teaching Certification,International TEFL Academy,2018-12-06,,Active
QUAL001370,DUD101075,BA English,Degree,University,2018-05-03,,Active
QUAL001371,DUD101076,TEFL,Teaching Certification,International TEFL Academy,2022-09-28,,Active
QUAL001372,DUD101076,TESOL,Teaching Certification,TESOL International Association,2022-11-22,,Active
QUAL001373,DUD101077,CELTA,Teaching Certification,Cambridge English,2020-10-13,,Active
QUAL001374,DUD101078,BA Linguistics,Degree,University,2021-10-13,,Active
QUAL001375,DUD101079,BA English,Degree,University,2022-02-16,,Active
QUAL001376,DUD101080,BA Linguistics,Degree,University,2022-11-17,,Active
QUAL001377,DUD101081,BA English,Degree,University,2021-10-27,,Active
QUAL001378,DUD101082,TESOL,Teaching Certification,TESOL International Association,2023-05-08,,Active
QUAL001379,DUD101083,MA Education,Degree,University,2020-07-25,,Active
QUAL001380,DUD101084,TESOL,Teaching Certification,TESOL International Association,2021-08-26,,Active
QUAL001381,DUD101084,TEFL,Teaching Certification,International TEFL Academy,2023-08-05,,Active
QUAL001382,DUD101085,TEFL,Teaching Certification,International TEFL Academy,2022-05-06,,Active
QUAL001383,DUD101086,BA Education,Degree,University,2024-05-01,,Active
QUAL001384,DUD101086,TESOL,Teaching Certification,TESOL International Association,2024-03-22,,Active
QUAL001385,DUD101087,CELTA,Teaching Certification,Cambridge English,2021-08-21,,Active
QUAL001386,DUD101087,MA Education,Degree,University,2018-01-11,,Active
QUAL001387,DUD101088,BA Education,Degree,University,2019-08-19,,Active
QUAL001388,DUD101089,BA Linguistics,Degree,University,2021-02-17,,Active
QUAL001389,DUD101090,CELTA,Teaching Certification,Cambridge English,2023-09-16,,Active
QUAL001390,DUD101091,TEFL,Teaching Certification,International TEFL Academy,2024-05-08,,Active
QUAL001391,DUD101092,TESOL,Teaching Certification,TESOL International Association,2020-02-21,,Active
