attendance_id,employee_id,assignment_id,attendance_date,attendance_status,absence_reason,approved_flag
ATD0017897,DUD101195,ASG001849,2025-10-07,Present,,True
ATD0017898,DUD101195,ASG001849,2025-10-13,Present,,True
ATD0017899,DUD101195,ASG001849,2026-04-24,Present,,True
ATD0017900,DUD101195,ASG001849,2026-06-17,Present,,True
ATD0017901,DUD101195,ASG001849,2026-08-02,Sick Leave,Illness,True
ATD0017902,DUD101196,ASG001850,2022-08-14,Present,,True
ATD0017903,DUD101196,ASG001850,2022-09-03,Present,,True
ATD0017904,DUD101196,ASG001850,2022-11-12,Present,,True
ATD0017905,DUD101196,ASG001850,2023-08-03,Paid Leave,Annual Leave,True
ATD0017906,DUD101196,ASG001850,2023-09-23,Present,,True
ATD0017907,DUD101196,ASG001850,2023-10-12,Present,,True
ATD0017908,DUD101196,ASG001850,2024-01-09,Present,,True
ATD0017909,DUD101196,ASG001850,2024-03-28,Present,,True
ATD0017910,DUD101196,ASG001850,2024-10-06,Present,,True
ATD0017911,DUD101196,ASG001850,2024-10-26,Present,,True
ATD0017912,DUD101196,ASG001850,2025-12-08,Present,,True
ATD0017913,DUD101196,ASG001850,2026-07-27,Present,,True
ATD0017914,DUD101197,ASG001851,2023-10-08,Present,,True
ATD0017915,DUD101197,ASG001851,2023-12-08,Sick Leave,Illness,True
ATD0017916,DUD101197,ASG001851,2024-02-29,Present,,True
ATD0017917,DUD101197,ASG001851,2024-03-02,Absent,Transportation Issue,True
ATD0017918,DUD101197,ASG001851,2024-03-05,Present,,True
ATD0017919,DUD101197,ASG001851,2024-04-24,Present,,True
ATD0017920,DUD101197,ASG001851,2024-05-27,Present,,True
ATD0017921,DUD101197,ASG001851,2024-06-09,Present,,True
ATD0017922,DUD101197,ASG001851,2024-06-27,Paid Leave,Annual Leave,True
ATD0017923,DUD101197,ASG001851,2024-07-01,Sick Leave,Illness,True
ATD0017924,DUD101197,ASG001852,2024-12-27,Present,,True
ATD0017925,DUD101197,ASG001852,2025-01-24,Present,,True
ATD0017926,DUD101197,ASG001852,2025-03-06,Present,,True
ATD0017927,DUD101197,ASG001852,2025-04-15,Absent,Transportation Issue,True
ATD0017928,DUD101197,ASG001852,2025-07-01,Present,,True
ATD0017929,DUD101197,ASG001852,2025-07-21,Present,,True
ATD0017930,DUD101197,ASG001852,2025-09-10,Present,,True
ATD0017931,DUD101197,ASG001852,2025-12-17,Present,,True
ATD0017932,DUD101197,ASG001852,2026-01-04,Present,,True
ATD0017933,DUD101197,ASG001852,2026-01-14,Present,,True
ATD0017934,DUD101197,ASG001852,2026-03-02,Present,,True
ATD0017935,DUD101197,ASG001852,2026-05-10,Present,,True
ATD0017936,DUD101198,ASG001853,2022-12-19,Present,,True
ATD0017937,DUD101198,ASG001853,2023-01-28,Present,,True
ATD0017938,DUD101198,ASG001853,2023-02-12,Present,,True
ATD0017939,DUD101198,ASG001853,2023-04-18,Present,,True
ATD0017940,DUD101198,ASG001853,2023-05-01,Present,,True
ATD0017941,DUD101198,ASG001853,2023-05-19,Absent,Transportation Issue,True
ATD0017942,DUD101198,ASG001853,2023-05-25,Present,,True
ATD0017943,DUD101198,ASG001853,2023-07-31,Present,,True
ATD0017944,DUD101198,ASG001854,2023-10-17,Present,,True
ATD0017945,DUD101198,ASG001854,2023-10-19,Present,,True
ATD0017946,DUD101198,ASG001854,2023-10-26,Absent,Transportation Issue,True
ATD0017947,DUD101198,ASG001854,2023-12-15,Present,,True
ATD0017948,DUD101198,ASG001854,2024-01-17,Present,,True
ATD0017949,DUD101198,ASG001854,2024-02-23,Sick Leave,Illness,True
ATD0017950,DUD101198,ASG001854,2024-03-14,Present,,True
ATD0017951,DUD101198,ASG001854,2024-05-21,Present,,True
ATD0017952,DUD101198,ASG001854,2024-08-12,Paid Leave,Annual Leave,True
ATD0017953,DUD101198,ASG001854,2024-08-21,Present,,True
ATD0017954,DUD101198,ASG001854,2024-09-09,Present,,True
ATD0017955,DUD101198,ASG001854,2024-09-16,Present,,True
ATD0017956,DUD101198,ASG001855,2025-01-09,Paid Leave,Annual Leave,True
ATD0017957,DUD101198,ASG001855,2025-02-19,Present,,True
ATD0017958,DUD101198,ASG001855,2025-02-27,Present,,True
ATD0017959,DUD101198,ASG001855,2025-03-27,Present,,True
ATD0017960,DUD101198,ASG001855,2025-04-07,Present,,True
ATD0017961,DUD101198,ASG001855,2025-05-15,Present,,True
ATD0017962,DUD101198,ASG001855,2025-05-19,Present,,True
ATD0017963,DUD101198,ASG001855,2025-07-10,Present,,True
ATD0017964,DUD101198,ASG001855,2025-08-06,Present,,True
ATD0017965,DUD101198,ASG001855,2025-10-03,Absent,Personal Reasons,True
ATD0017966,DUD101198,ASG001855,2025-11-16,Present,,True
ATD0017967,DUD101198,ASG001855,2025-11-29,Paid Leave,Annual Leave,True
ATD0017968,DUD101199,ASG001856,2026-03-18,Present,,True
ATD0017969,DUD101199,ASG001856,2026-05-17,Present,,True
ATD0017970,DUD101199,ASG001856,2026-06-19,Present,,True
ATD0017971,DUD101199,ASG001856,2026-06-26,Present,,True
ATD0017972,DUD101199,ASG001857,2026-08-06,Present,,True
ATD0017973,DUD101199,ASG001857,2026-08-11,Present,,True
ATD0017974,DUD101199,ASG001857,2026-08-16,Absent,Transportation Issue,True
ATD0017975,DUD101200,ASG001858,2025-11-10,Present,,True
ATD0017976,DUD101200,ASG001858,2025-11-28,Present,,True
ATD0017977,DUD101200,ASG001858,2025-12-24,Paid Leave,Annual Leave,True
ATD0017978,DUD101200,ASG001858,2025-12-30,Present,,True
ATD0017979,DUD101200,ASG001858,2026-03-07,Present,,True
ATD0017980,DUD101200,ASG001858,2026-05-22,Paid Leave,Annual Leave,True
ATD0017981,DUD101200,ASG001858,2026-07-02,Present,,True
ATD0017982,DUD101200,ASG001858,2026-07-05,Sick Leave,Illness,True
ATD0017983,DUD101200,ASG001858,2026-07-28,Present,,True
ATD0017984,DUD101200,ASG001858,2026-10-30,Paid Leave,Annual Leave,True
ATD0017985,DUD101200,ASG001858,2026-11-12,Present,,True
ATD0017986,DUD101200,ASG001858,2026-12-03,Present,,True
ATD0017987,DUD101200,ASG001859,2027-02-22,Present,,True
ATD0017988,DUD101200,ASG001859,2027-02-25,Present,,True
ATD0017989,DUD101200,ASG001859,2027-04-12,Present,,True
ATD0017990,DUD101200,ASG001860,2027-06-10,Present,,True
ATD0017991,DUD101201,ASG001861,2024-08-01,Present,,True
ATD0017992,DUD101201,ASG001861,2024-08-24,Present,,True
ATD0017993,DUD101201,ASG001861,2024-10-08,Absent,Unreported Absence,False
ATD0017994,DUD101201,ASG001861,2024-12-06,Present,,True
ATD0017995,DUD101202,ASG001862,2024-05-16,Present,,True
ATD0017996,DUD101202,ASG001862,2024-07-08,Present,,True
ATD0017997,DUD101202,ASG001862,2024-07-24,Present,,True
ATD0017998,DUD101202,ASG001862,2024-07-30,Present,,True
ATD0017999,DUD101202,ASG001862,2024-08-29,Present,,True
ATD0018000,DUD101202,ASG001862,2024-09-03,Present,,True
ATD0018001,DUD101202,ASG001862,2024-09-13,Present,,True
ATD0018002,DUD101202,ASG001862,2024-10-22,Present,,True
ATD0018003,DUD101202,ASG001862,2024-10-24,Present,,True
ATD0018004,DUD101202,ASG001862,2024-11-20,Present,,True
ATD0018005,DUD101203,ASG001863,2021-06-17,Present,,True
ATD0018006,DUD101203,ASG001863,2021-07-13,Present,,True
ATD0018007,DUD101203,ASG001863,2021-09-11,Present,,True
ATD0018008,DUD101203,ASG001863,2021-09-28,Present,,True
ATD0018009,DUD101203,ASG001863,2022-06-04,Paid Leave,Annual Leave,True
ATD0018010,DUD101203,ASG001863,2022-07-20,Present,,True
ATD0018011,DUD101203,ASG001863,2023-01-24,Present,,True
ATD0018012,DUD101203,ASG001863,2023-07-05,Present,,True
ATD0018013,DUD101203,ASG001863,2024-06-24,Absent,Personal Reasons,True
ATD0018014,DUD101203,ASG001863,2025-12-27,Absent,Personal Reasons,True
ATD0018015,DUD101203,ASG001863,2026-01-05,Present,,True
ATD0018016,DUD101203,ASG001863,2026-01-20,Present,,True
ATD0018017,DUD101204,ASG001864,2021-10-27,Absent,Personal Reasons,True
ATD0018018,DUD101204,ASG001864,2021-11-19,Absent,Transportation Issue,True
ATD0018019,DUD101204,ASG001864,2021-11-23,Present,,True
ATD0018020,DUD101204,ASG001864,2021-11-27,Present,,True
ATD0018021,DUD101204,ASG001864,2021-12-24,Paid Leave,Annual Leave,True
ATD0018022,DUD101204,ASG001864,2022-01-04,Present,,True
ATD0018023,DUD101204,ASG001864,2022-03-09,Present,,True
ATD0018024,DUD101204,ASG001864,2022-04-07,Present,,True
ATD0018025,DUD101204,ASG001864,2022-04-26,Present,,True
ATD0018026,DUD101204,ASG001864,2022-05-14,Present,,True
ATD0018027,DUD101204,ASG001864,2022-06-18,Present,,True
ATD0018028,DUD101204,ASG001865,2022-11-15,Present,,True
ATD0018029,DUD101204,ASG001865,2023-01-12,Present,,True
ATD0018030,DUD101204,ASG001865,2023-03-02,Absent,Transportation Issue,True
ATD0018031,DUD101204,ASG001865,2023-06-19,Present,,True
ATD0018032,DUD101204,ASG001865,2023-08-08,Present,,True
ATD0018033,DUD101204,ASG001865,2023-09-28,Present,,True
ATD0018034,DUD101204,ASG001865,2024-06-03,Present,,True
ATD0018035,DUD101204,ASG001865,2024-08-18,Present,,True
ATD0018036,DUD101204,ASG001865,2025-01-30,Present,,True
ATD0018037,DUD101204,ASG001865,2026-06-17,Paid Leave,Annual Leave,True
ATD0018038,DUD101204,ASG001865,2026-07-06,Present,,True
ATD0018039,DUD101204,ASG001865,2026-07-11,Absent,Transportation Issue,True
ATD0018040,DUD101205,ASG001866,2025-10-11,Present,,True
ATD0018041,DUD101205,ASG001866,2025-10-17,Present,,True
ATD0018042,DUD101205,ASG001866,2025-11-06,Present,,True
ATD0018043,DUD101205,ASG001866,2026-01-13,Present,,True
ATD0018044,DUD101205,ASG001866,2026-01-29,Present,,True
ATD0018045,DUD101205,ASG001866,2026-03-08,Present,,True
ATD0018046,DUD101205,ASG001866,2026-06-10,Present,,True
ATD0018047,DUD101205,ASG001866,2026-06-28,Present,,True
ATD0018048,DUD101205,ASG001866,2026-07-29,Present,,True
ATD0018049,DUD101205,ASG001866,2026-08-09,Present,,True
ATD0018050,DUD101205,ASG001866,2026-08-11,Present,,True
ATD0018051,DUD101205,ASG001866,2026-09-07,Present,,True
ATD0018052,DUD101205,ASG001867,2026-12-16,Present,,True
ATD0018053,DUD101205,ASG001867,2026-12-28,Present,,True
ATD0018054,DUD101205,ASG001867,2027-01-27,Present,,True
ATD0018055,DUD101205,ASG001867,2027-04-06,Present,,True
ATD0018056,DUD101205,ASG001867,2027-06-15,Present,,True
ATD0018057,DUD101205,ASG001867,2027-07-16,Present,,True
ATD0018058,DUD101205,ASG001867,2027-07-27,Present,,True
ATD0018059,DUD101205,ASG001867,2027-10-10,Present,,True
ATD0018060,DUD101205,ASG001867,2027-10-16,Present,,True
ATD0018061,DUD101205,ASG001867,2028-01-04,Present,,True
ATD0018062,DUD101205,ASG001867,2028-01-15,Present,,True
ATD0018063,DUD101205,ASG001867,2028-01-30,Present,,True
ATD0018064,DUD101206,ASG001868,2022-06-02,Present,,True
ATD0018065,DUD101206,ASG001868,2022-12-25,Present,,True
ATD0018066,DUD101206,ASG001868,2023-04-22,Present,,True
ATD0018067,DUD101206,ASG001868,2023-05-29,Present,,True
ATD0018068,DUD101206,ASG001868,2023-06-07,Present,,True
ATD0018069,DUD101206,ASG001868,2023-06-22,Present,,True
ATD0018070,DUD101206,ASG001868,2023-09-03,Present,,True
ATD0018071,DUD101206,ASG001868,2024-01-28,Present,,True
ATD0018072,DUD101206,ASG001868,2024-03-19,Present,,True
ATD0018073,DUD101206,ASG001868,2024-07-06,Present,,True
ATD0018074,DUD101206,ASG001868,2025-01-13,Paid Leave,Annual Leave,True
ATD0018075,DUD101206,ASG001868,2026-02-15,Present,,True
ATD0018076,DUD101207,ASG001869,2024-10-15,Present,,True
ATD0018077,DUD101207,ASG001869,2024-11-15,Present,,True
ATD0018078,DUD101207,ASG001869,2024-12-20,Present,,True
ATD0018079,DUD101207,ASG001869,2025-02-24,Present,,True
ATD0018080,DUD101207,ASG001869,2025-02-28,Present,,True
ATD0018081,DUD101207,ASG001869,2025-04-05,Present,,True
ATD0018082,DUD101207,ASG001869,2025-07-03,Present,,True
ATD0018083,DUD101207,ASG001869,2025-08-09,Present,,True
ATD0018084,DUD101207,ASG001869,2025-12-06,Present,,True
ATD0018085,DUD101207,ASG001869,2026-01-30,Present,,True
ATD0018086,DUD101207,ASG001869,2026-04-26,Present,,True
ATD0018087,DUD101207,ASG001869,2026-07-30,Present,,True
ATD0018088,DUD101208,ASG001870,2022-08-06,Sick Leave,Illness,True
ATD0018089,DUD101208,ASG001870,2022-08-26,Present,,True
ATD0018090,DUD101208,ASG001870,2022-12-24,Absent,Personal Reasons,True
ATD0018091,DUD101208,ASG001870,2023-01-19,Present,,True
ATD0018092,DUD101208,ASG001870,2023-02-06,Absent,Transportation Issue,True
ATD0018093,DUD101208,ASG001870,2023-02-07,Present,,True
ATD0018094,DUD101208,ASG001870,2023-03-09,Paid Leave,Annual Leave,True
ATD0018095,DUD101208,ASG001870,2023-03-28,Present,,True
ATD0018096,DUD101208,ASG001870,2023-05-04,Present,,True
ATD0018097,DUD101208,ASG001870,2023-05-26,Present,,True
ATD0018098,DUD101208,ASG001871,2023-12-08,Present,,True
ATD0018099,DUD101208,ASG001871,2023-12-10,Sick Leave,Illness,True
ATD0018100,DUD101208,ASG001871,2024-05-26,Present,,True
ATD0018101,DUD101208,ASG001871,2024-12-10,Present,,True
ATD0018102,DUD101208,ASG001871,2025-01-20,Present,,True
ATD0018103,DUD101208,ASG001871,2025-01-21,Present,,True
ATD0018104,DUD101208,ASG001871,2025-12-04,Present,,True
ATD0018105,DUD101208,ASG001871,2025-12-24,Paid Leave,Annual Leave,True
ATD0018106,DUD101208,ASG001871,2026-03-09,Present,,True
ATD0018107,DUD101208,ASG001871,2026-04-18,Sick Leave,Illness,True
ATD0018108,DUD101208,ASG001871,2026-05-07,Paid Leave,Annual Leave,True
ATD0018109,DUD101208,ASG001871,2026-07-03,Present,,True
ATD0018110,DUD101209,ASG001872,2026-01-10,Present,,True
ATD0018111,DUD101209,ASG001872,2026-01-12,Present,,True
ATD0018112,DUD101209,ASG001872,2026-01-29,Present,,True
ATD0018113,DUD101209,ASG001872,2026-02-15,Present,,True
ATD0018114,DUD101209,ASG001872,2026-02-16,Present,,True
ATD0018115,DUD101209,ASG001872,2026-04-11,Present,,True
ATD0018116,DUD101209,ASG001872,2026-04-20,Present,,True
ATD0018117,DUD101209,ASG001872,2026-08-11,Present,,True
ATD0018118,DUD101210,ASG001873,2023-11-15,Present,,True
ATD0018119,DUD101210,ASG001873,2023-12-05,Present,,True
ATD0018120,DUD101210,ASG001873,2023-12-24,Present,,True
ATD0018121,DUD101210,ASG001873,2024-01-09,Paid Leave,Annual Leave,True
ATD0018122,DUD101210,ASG001873,2024-02-15,Present,,True
ATD0018123,DUD101210,ASG001873,2024-07-14,Present,,True
ATD0018124,DUD101210,ASG001873,2024-08-10,Present,,True
ATD0018125,DUD101210,ASG001873,2024-09-01,Absent,Transportation Issue,True
ATD0018126,DUD101210,ASG001873,2024-09-04,Absent,Personal Reasons,True
ATD0018127,DUD101210,ASG001873,2024-09-25,Present,,True
ATD0018128,DUD101210,ASG001873,2024-10-12,Present,,True
ATD0018129,DUD101210,ASG001874,2024-11-24,Present,,True
ATD0018130,DUD101210,ASG001874,2024-12-28,Present,,True
ATD0018131,DUD101210,ASG001874,2025-01-28,Present,,True
ATD0018132,DUD101210,ASG001874,2025-03-21,Present,,True
ATD0018133,DUD101210,ASG001874,2025-04-18,Present,,True
ATD0018134,DUD101210,ASG001874,2025-05-01,Present,,True
ATD0018135,DUD101210,ASG001874,2025-05-03,Present,,True
ATD0018136,DUD101211,ASG001875,2022-07-18,Present,,True
ATD0018137,DUD101211,ASG001875,2023-03-15,Present,,True
ATD0018138,DUD101211,ASG001875,2023-07-22,Present,,True
ATD0018139,DUD101211,ASG001875,2023-08-31,Present,,True
ATD0018140,DUD101211,ASG001875,2023-10-14,Present,,True
ATD0018141,DUD101211,ASG001875,2024-01-23,Present,,True
ATD0018142,DUD101211,ASG001875,2025-03-15,Present,,True
ATD0018143,DUD101211,ASG001875,2025-03-19,Sick Leave,Illness,True
ATD0018144,DUD101211,ASG001875,2025-08-20,Present,,True
ATD0018145,DUD101211,ASG001875,2025-08-28,Present,,True
ATD0018146,DUD101211,ASG001875,2025-09-12,Present,,True
ATD0018147,DUD101211,ASG001875,2025-09-13,Present,,True
ATD0018148,DUD101212,ASG001876,2021-10-03,Present,,True
ATD0018149,DUD101212,ASG001876,2021-10-30,Present,,True
ATD0018150,DUD101212,ASG001876,2021-12-13,Paid Leave,Annual Leave,True
ATD0018151,DUD101212,ASG001876,2022-01-05,Present,,True
ATD0018152,DUD101212,ASG001876,2022-01-09,Present,,True
ATD0018153,DUD101212,ASG001876,2022-01-20,Present,,True
ATD0018154,DUD101212,ASG001876,2022-01-22,Present,,True
ATD0018155,DUD101212,ASG001876,2022-04-26,Present,,True
ATD0018156,DUD101212,ASG001876,2022-06-03,Present,,True
ATD0018157,DUD101212,ASG001876,2022-07-04,Present,,True
ATD0018158,DUD101212,ASG001876,2022-08-14,Absent,Personal Reasons,True
ATD0018159,DUD101212,ASG001876,2022-10-16,Present,,True
ATD0018160,DUD101212,ASG001877,2022-11-20,Present,,True
ATD0018161,DUD101212,ASG001877,2022-12-24,Present,,True
ATD0018162,DUD101212,ASG001877,2023-01-23,Present,,True
ATD0018163,DUD101212,ASG001877,2023-01-29,Present,,True
ATD0018164,DUD101212,ASG001877,2023-02-25,Present,,True
ATD0018165,DUD101212,ASG001877,2023-03-23,Present,,True
ATD0018166,DUD101212,ASG001877,2023-05-04,Present,,True
ATD0018167,DUD101213,ASG001878,2024-11-01,Present,,True
ATD0018168,DUD101213,ASG001878,2024-11-17,Present,,True
ATD0018169,DUD101213,ASG001878,2025-01-01,Present,,True
ATD0018170,DUD101213,ASG001878,2025-02-18,Present,,True
ATD0018171,DUD101213,ASG001878,2025-03-22,Absent,Unreported Absence,False
ATD0018172,DUD101213,ASG001878,2025-05-20,Present,,True
ATD0018173,DUD101213,ASG001878,2025-06-23,Present,,True
ATD0018174,DUD101213,ASG001878,2026-01-18,Present,,True
ATD0018175,DUD101213,ASG001878,2026-01-24,Present,,True
ATD0018176,DUD101213,ASG001878,2026-04-26,Present,,True
ATD0018177,DUD101213,ASG001878,2026-06-11,Present,,True
ATD0018178,DUD101213,ASG001878,2026-07-29,Absent,Transportation Issue,True
ATD0018179,DUD101214,ASG001879,2022-01-29,Present,,True
ATD0018180,DUD101214,ASG001879,2022-02-22,Present,,True
ATD0018181,DUD101214,ASG001879,2022-03-14,Sick Leave,Illness,True
ATD0018182,DUD101214,ASG001879,2022-03-23,Present,,True
ATD0018183,DUD101214,ASG001879,2022-04-09,Paid Leave,Annual Leave,True
ATD0018184,DUD101214,ASG001879,2022-04-12,Present,,True
ATD0018185,DUD101214,ASG001879,2022-04-18,Present,,True
ATD0018186,DUD101214,ASG001879,2022-06-03,Present,,True
ATD0018187,DUD101214,ASG001880,2022-11-09,Present,,True
ATD0018188,DUD101214,ASG001880,2022-11-19,Present,,True
ATD0018189,DUD101214,ASG001880,2022-11-27,Present,,True
ATD0018190,DUD101214,ASG001880,2022-12-17,Present,,True
ATD0018191,DUD101214,ASG001880,2023-01-24,Present,,True
ATD0018192,DUD101214,ASG001880,2023-02-17,Present,,True
ATD0018193,DUD101214,ASG001880,2023-03-02,Present,,True
ATD0018194,DUD101214,ASG001880,2023-04-10,Present,,True
ATD0018195,DUD101214,ASG001880,2023-04-27,Absent,Transportation Issue,True
ATD0018196,DUD101214,ASG001880,2023-05-27,Present,,True
ATD0018197,DUD101214,ASG001880,2023-07-04,Present,,True
ATD0018198,DUD101214,ASG001880,2023-11-13,Present,,True
ATD0018199,DUD101214,ASG001881,2024-06-02,Present,,True
ATD0018200,DUD101214,ASG001881,2024-09-29,Present,,True
ATD0018201,DUD101214,ASG001881,2024-11-28,Present,,True
ATD0018202,DUD101214,ASG001881,2024-12-20,Present,,True
ATD0018203,DUD101214,ASG001881,2025-03-21,Present,,True
ATD0018204,DUD101214,ASG001881,2025-04-05,Present,,True
ATD0018205,DUD101214,ASG001881,2025-07-03,Present,,True
ATD0018206,DUD101214,ASG001881,2025-10-23,Present,,True
ATD0018207,DUD101214,ASG001881,2026-02-13,Present,,True
ATD0018208,DUD101214,ASG001881,2026-05-19,Present,,True
ATD0018209,DUD101214,ASG001881,2026-07-12,Absent,Unreported Absence,False
ATD0018210,DUD101214,ASG001881,2026-07-13,Present,,True
ATD0018211,DUD101215,ASG001882,2024-04-23,Present,,True
ATD0018212,DUD101215,ASG001882,2024-11-07,Paid Leave,Annual Leave,True
ATD0018213,DUD101215,ASG001882,2024-11-09,Present,,True
ATD0018214,DUD101215,ASG001882,2024-12-03,Present,,True
ATD0018215,DUD101215,ASG001882,2024-12-29,Sick Leave,Illness,True
ATD0018216,DUD101215,ASG001882,2025-04-13,Present,,True
ATD0018217,DUD101215,ASG001882,2025-05-06,Present,,True
ATD0018218,DUD101215,ASG001882,2025-11-05,Absent,Transportation Issue,True
ATD0018219,DUD101215,ASG001882,2025-11-24,Present,,True
ATD0018220,DUD101215,ASG001882,2025-12-11,Present,,True
ATD0018221,DUD101215,ASG001882,2026-06-13,Present,,True
ATD0018222,DUD101215,ASG001882,2026-06-18,Present,,True
ATD0018223,DUD101216,ASG001883,2024-06-14,Absent,Transportation Issue,True
ATD0018224,DUD101216,ASG001883,2024-07-08,Present,,True
ATD0018225,DUD101216,ASG001883,2024-11-27,Present,,True
ATD0018226,DUD101216,ASG001883,2025-04-22,Present,,True
ATD0018227,DUD101216,ASG001883,2025-05-05,Paid Leave,Annual Leave,True
ATD0018228,DUD101216,ASG001883,2025-06-25,Absent,Unreported Absence,False
ATD0018229,DUD101216,ASG001883,2025-06-28,Present,,True
ATD0018230,DUD101216,ASG001883,2025-07-18,Present,,True
ATD0018231,DUD101216,ASG001883,2025-07-22,Present,,True
ATD0018232,DUD101216,ASG001883,2025-09-16,Present,,True
ATD0018233,DUD101216,ASG001883,2026-02-06,Present,,True
ATD0018234,DUD101216,ASG001883,2026-05-21,Present,,True
ATD0018235,DUD101217,ASG001884,2023-01-18,Present,,True
ATD0018236,DUD101217,ASG001884,2023-09-09,Present,,True
ATD0018237,DUD101217,ASG001884,2023-12-16,Present,,True
ATD0018238,DUD101217,ASG001884,2024-01-17,Present,,True
ATD0018239,DUD101217,ASG001884,2024-02-06,Present,,True
ATD0018240,DUD101217,ASG001884,2024-05-21,Present,,True
ATD0018241,DUD101217,ASG001884,2024-07-23,Present,,True
ATD0018242,DUD101217,ASG001884,2024-10-31,Present,,True
ATD0018243,DUD101217,ASG001884,2024-11-21,Present,,True
ATD0018244,DUD101217,ASG001884,2025-07-04,Present,,True
ATD0018245,DUD101217,ASG001884,2026-01-05,Present,,True
ATD0018246,DUD101217,ASG001884,2026-04-01,Present,,True
ATD0018247,DUD101218,ASG001885,2024-11-01,Present,,True
ATD0018248,DUD101218,ASG001885,2025-02-21,Paid Leave,Annual Leave,True
ATD0018249,DUD101218,ASG001885,2025-03-29,Present,,True
ATD0018250,DUD101218,ASG001885,2025-04-12,Absent,Unreported Absence,False
ATD0018251,DUD101218,ASG001885,2025-06-26,Present,,True
ATD0018252,DUD101218,ASG001885,2025-08-15,Present,,True
ATD0018253,DUD101218,ASG001885,2025-11-27,Present,,True
ATD0018254,DUD101218,ASG001885,2026-01-04,Present,,True
ATD0018255,DUD101218,ASG001885,2026-03-03,Sick Leave,Illness,True
ATD0018256,DUD101218,ASG001885,2026-05-03,Present,,True
ATD0018257,DUD101218,ASG001885,2026-05-26,Paid Leave,Annual Leave,True
ATD0018258,DUD101218,ASG001885,2026-08-04,Present,,True
ATD0018259,DUD101219,ASG001886,2021-11-29,Present,,True
ATD0018260,DUD101219,ASG001886,2021-12-02,Present,,True
ATD0018261,DUD101219,ASG001886,2021-12-28,Present,,True
ATD0018262,DUD101219,ASG001886,2022-01-10,Present,,True
ATD0018263,DUD101220,ASG001887,2025-08-04,Sick Leave,Illness,True
ATD0018264,DUD101220,ASG001887,2025-08-19,Present,,True
ATD0018265,DUD101220,ASG001887,2025-09-15,Present,,True
ATD0018266,DUD101220,ASG001887,2025-09-28,Present,,True
ATD0018267,DUD101220,ASG001887,2026-02-03,Present,,True
ATD0018268,DUD101220,ASG001887,2026-02-09,Present,,True
ATD0018269,DUD101220,ASG001887,2026-03-08,Present,,True
ATD0018270,DUD101220,ASG001887,2026-03-26,Present,,True
ATD0018271,DUD101220,ASG001887,2026-04-11,Present,,True
ATD0018272,DUD101220,ASG001887,2026-04-25,Present,,True
ATD0018273,DUD101220,ASG001887,2026-05-02,Present,,True
ATD0018274,DUD101220,ASG001887,2026-08-10,Present,,True
ATD0018275,DUD101220,ASG001888,2026-10-22,Present,,True
ATD0018276,DUD101221,ASG001889,2022-09-28,Sick Leave,Illness,True
ATD0018277,DUD101221,ASG001889,2023-03-12,Present,,True
ATD0018278,DUD101221,ASG001889,2023-08-15,Present,,True
ATD0018279,DUD101221,ASG001889,2023-11-19,Present,,True
ATD0018280,DUD101221,ASG001889,2024-03-05,Present,,True
ATD0018281,DUD101221,ASG001889,2024-09-03,Present,,True
ATD0018282,DUD101221,ASG001889,2024-09-06,Present,,True
ATD0018283,DUD101221,ASG001889,2025-01-10,Present,,True
ATD0018284,DUD101221,ASG001889,2025-06-26,Present,,True
ATD0018285,DUD101221,ASG001889,2026-05-31,Present,,True
ATD0018286,DUD101221,ASG001889,2026-07-22,Absent,Transportation Issue,True
ATD0018287,DUD101221,ASG001889,2026-08-06,Present,,True
ATD0018288,DUD101222,ASG001890,2025-11-18,Present,,True
ATD0018289,DUD101222,ASG001890,2025-12-04,Present,,True
ATD0018290,DUD101222,ASG001890,2025-12-14,Present,,True
ATD0018291,DUD101222,ASG001890,2026-01-11,Present,,True
ATD0018292,DUD101222,ASG001890,2026-01-29,Present,,True
ATD0018293,DUD101222,ASG001890,2026-04-12,Present,,True
ATD0018294,DUD101222,ASG001890,2026-04-14,Present,,True
ATD0018295,DUD101222,ASG001890,2026-06-18,Present,,True
ATD0018296,DUD101222,ASG001890,2026-07-23,Present,,True
ATD0018297,DUD101222,ASG001890,2026-08-17,Present,,True
ATD0018298,DUD101223,ASG001891,2021-05-16,Present,,True
ATD0018299,DUD101223,ASG001891,2021-10-02,Present,,True
ATD0018300,DUD101223,ASG001891,2021-10-25,Paid Leave,Annual Leave,True
ATD0018301,DUD101223,ASG001891,2022-10-02,Present,,True
ATD0018302,DUD101223,ASG001891,2023-06-04,Present,,True
ATD0018303,DUD101223,ASG001891,2023-06-10,Present,,True
ATD0018304,DUD101223,ASG001891,2023-09-21,Present,,True
ATD0018305,DUD101223,ASG001891,2024-02-20,Present,,True
ATD0018306,DUD101223,ASG001891,2024-04-13,Sick Leave,Illness,True
ATD0018307,DUD101223,ASG001891,2024-05-13,Present,,True
ATD0018308,DUD101223,ASG001891,2024-11-25,Present,,True
ATD0018309,DUD101223,ASG001891,2024-11-27,Present,,True
ATD0018310,DUD101224,ASG001892,2023-07-28,Present,,True
ATD0018311,DUD101224,ASG001892,2023-07-30,Present,,True
ATD0018312,DUD101224,ASG001892,2023-10-27,Present,,True
ATD0018313,DUD101224,ASG001892,2023-11-02,Present,,True
ATD0018314,DUD101224,ASG001892,2023-12-08,Present,,True
ATD0018315,DUD101224,ASG001892,2024-01-06,Present,,True
