assignment_id,employee_id,client_id,assignment_start_date,assignment_end_date,assignment_status,position,commute_minutes,contract_type,renewal_flag,replacement_flag,assignment_reason
ASG001915,DUD101236,CLI0145,2022-03-30,2023-03-29,Renewed,ALT / English Teacher,83,Monthly,0,0,Replacement
ASG001916,DUD101236,CLI0150,2023-04-24,NULL,Active,ALT / English Teacher,81,Three-Month,0,0,Transfer
ASG001917,DUD101237,CLI0062,2021-11-18,NULL,Active,Senior Teacher,89,Monthly,0,0,Initial Assignment
ASG001918,DUD101238,CLI0230,2024-09-27,NULL,Active,Experienced Teacher,17,Monthly,0,0,Replacement
ASG001919,DUD101239,CLI0168,2022-08-21,2023-05-07,Transferred,ALT / English Teacher,85,Three-Month,0,0,Staffing Demand
ASG001920,DUD101240,CLI0003,2024-05-24,NULL,Active,ALT / English Teacher,93,Six-Month,0,0,Staffing Demand
ASG001921,DUD101241,CLI0224,2024-10-12,NULL,Active,Experienced Teacher,115,Six-Month,0,0,Replacement
ASG001922,DUD101242,CLI0016,2024-09-04,2025-10-13,Transferred,Experienced Teacher,26,Three-Month,0,0,Replacement
ASG001923,DUD101242,CLI0238,2025-10-14,2026-04-05,Renewed,ALT / English Teacher,99,Three-Month,0,0,Transfer
ASG001924,DUD101242,CLI0140,2026-04-15,NULL,Active,Experienced Teacher,16,Six-Month,0,0,Initial Assignment
ASG001925,DUD101243,CLI0284,2021-12-19,2023-02-12,Renewed,Experienced Teacher,41,Three-Month,0,0,Staffing Demand
ASG001926,DUD101243,CLI0079,2023-03-10,NULL,Active,Experienced Teacher,47,Six-Month,0,0,Staffing Demand
ASG001927,DUD101244,CLI0251,2025-07-19,2026-03-12,Renewed,ALT / English Teacher,71,Monthly,0,0,Initial Assignment
ASG001928,DUD101244,CLI0168,2026-03-28,2027-01-15,Ended,Senior Teacher,19,Six-Month,0,0,Transfer
ASG001929,DUD101244,CLI0115,2027-02-06,NULL,Active,ALT / English Teacher,42,Annual,0,0,Transfer
ASG001930,DUD101245,CLI0172,2024-09-09,2026-01-25,Transferred,ALT / English Teacher,116,Six-Month,0,0,Staffing Demand
ASG001931,DUD101245,CLI0163,2026-01-27,2027-06-22,Completed,Experienced Teacher,82,Six-Month,0,0,Transfer
ASG001932,DUD101246,CLI0170,2024-12-27,NULL,Active,ALT / English Teacher,52,Monthly,0,0,Initial Assignment
ASG001933,DUD101247,CLI0210,2024-11-16,NULL,Active,ALT / English Teacher,42,Three-Month,0,0,Staffing Demand
ASG001934,DUD101248,CLI0218,2025-03-21,2026-07-04,Completed,Senior Teacher,120,Annual,0,0,Initial Assignment
ASG001935,DUD101248,CLI0204,2026-07-28,NULL,Active,ALT / English Teacher,22,Six-Month,0,0,Staffing Demand
ASG001936,DUD101249,CLI0127,2024-12-13,2026-04-21,Renewed,ALT / English Teacher,104,Monthly,0,0,Replacement
ASG001937,DUD101249,CLI0126,2026-05-11,NULL,Active,Senior Teacher,29,Six-Month,0,0,Transfer
ASG001938,DUD101250,CLI0228,2021-02-16,NULL,Active,ALT / English Teacher,102,Six-Month,0,0,Staffing Demand
ASG001939,DUD101251,CLI0205,2024-12-16,NULL,Active,ALT / English Teacher,23,Three-Month,0,0,Client Request
ASG001940,DUD101252,CLI0191,2021-09-01,NULL,Active,Experienced Teacher,75,Three-Month,0,0,Initial Assignment
ASG001941,DUD101253,CLI0230,2024-10-15,NULL,Active,ALT / English Teacher,105,Six-Month,0,0,Replacement
ASG001942,DUD101254,CLI0174,2021-12-20,2022-07-15,Ended,ALT / English Teacher,56,Annual,0,0,Client Request
ASG001943,DUD101254,CLI0253,2022-07-31,2023-05-18,Renewed,ALT / English Teacher,98,Three-Month,0,0,Transfer
ASG001944,DUD101254,CLI0093,2023-06-12,2024-08-06,Completed,ALT / English Teacher,38,Monthly,0,0,Client Request
ASG001945,DUD101255,CLI0073,2021-10-01,2022-03-24,Transferred,Senior Teacher,117,Monthly,0,0,Staffing Demand
ASG001946,DUD101256,CLI0133,2024-02-09,2024-05-23,Transferred,Experienced Teacher,105,Six-Month,0,0,Transfer
ASG001947,DUD101256,CLI0285,2024-06-06,2025-11-19,Completed,ALT / English Teacher,33,Six-Month,0,0,Replacement
ASG001948,DUD101256,CLI0117,2025-12-03,2026-11-28,Ended,ALT / English Teacher,93,Monthly,0,0,Initial Assignment
ASG001949,DUD101257,CLI0200,2023-11-12,2024-10-24,Completed,Senior Teacher,22,Monthly,0,0,Transfer
ASG001950,DUD101258,CLI0167,2026-01-03,2026-09-12,Transferred,Senior Teacher,39,Annual,0,0,Initial Assignment
ASG001951,DUD101258,CLI0044,2026-09-15,NULL,Active,Trainer,102,Monthly,0,0,Replacement
ASG001952,DUD101259,CLI0261,2021-01-11,2021-12-22,Ended,ALT / English Teacher,66,Six-Month,0,0,Client Request
ASG001953,DUD101259,CLI0188,2021-12-26,2022-12-02,Renewed,Experienced Teacher,79,Monthly,0,0,Initial Assignment
ASG001954,DUD101260,CLI0170,2022-07-14,NULL,Active,Experienced Teacher,69,Annual,0,0,Staffing Demand
ASG001955,DUD101261,CLI0005,2026-02-01,2026-08-28,Transferred,Senior Teacher,83,Annual,0,0,Replacement
ASG001956,DUD101261,CLI0153,2026-08-30,NULL,Active,ALT / English Teacher,60,Monthly,0,0,Client Request
ASG001957,DUD101262,CLI0200,2024-07-21,2025-07-10,Renewed,ALT / English Teacher,109,Six-Month,0,0,Client Request
ASG001958,DUD101263,CLI0218,2026-01-21,2026-05-20,Transferred,Experienced Teacher,71,Three-Month,0,0,Replacement
ASG001959,DUD101263,CLI0274,2026-06-17,2027-06-26,Ended,Experienced Teacher,26,Annual,0,0,Replacement
ASG001960,DUD101263,CLI0248,2027-07-08,NULL,Active,Experienced Teacher,65,Three-Month,0,0,Replacement
ASG001961,DUD101264,CLI0076,2025-03-05,2025-12-03,Ended,ALT / English Teacher,45,Three-Month,0,0,Staffing Demand
ASG001962,DUD101264,CLI0211,2026-01-02,2026-07-02,Completed,Experienced Teacher,18,Three-Month,0,0,Initial Assignment
ASG001963,DUD101264,CLI0021,2026-07-13,2027-01-26,Renewed,Experienced Teacher,113,Three-Month,0,0,Client Request
ASG001964,DUD101265,CLI0057,2024-11-25,2025-10-25,Transferred,Senior Teacher,26,Three-Month,0,0,Transfer
ASG001965,DUD101266,CLI0044,2021-12-05,2022-11-19,Transferred,Experienced Teacher,99,Monthly,0,0,Transfer
ASG001966,DUD101266,CLI0276,2022-12-03,NULL,Active,ALT / English Teacher,104,Monthly,0,0,Transfer
ASG001967,DUD101267,CLI0270,2025-01-06,NULL,Active,ALT / English Teacher,88,Six-Month,0,0,Initial Assignment
ASG001968,DUD101268,CLI0198,2023-01-08,NULL,Active,Senior Teacher,36,Monthly,0,0,Client Request
ASG001969,DUD101269,CLI0167,2024-07-14,2025-02-25,Completed,ALT / English Teacher,46,Monthly,0,0,Transfer
ASG001970,DUD101270,CLI0026,2025-02-25,NULL,Active,ALT / English Teacher,118,Annual,0,0,Client Request
ASG001971,DUD101271,CLI0225,2024-09-20,NULL,Active,Experienced Teacher,27,Annual,0,0,Client Request
ASG001972,DUD101272,CLI0142,2023-10-14,NULL,Active,Trainer,67,Six-Month,0,0,Client Request
ASG001973,DUD101273,CLI0100,2023-03-13,NULL,Active,Experienced Teacher,103,Six-Month,0,0,Transfer
ASG001974,DUD101274,CLI0267,2021-02-19,NULL,Active,ALT / English Teacher,102,Three-Month,0,0,Initial Assignment
ASG001975,DUD101275,CLI0252,2023-08-28,2024-12-01,Transferred,ALT / English Teacher,113,Six-Month,0,0,Client Request
ASG001976,DUD101275,CLI0286,2024-12-25,2025-07-20,Ended,Experienced Teacher,27,Annual,0,0,Replacement
ASG001977,DUD101275,CLI0156,2025-08-11,NULL,Active,Trainer,90,Three-Month,0,0,Transfer
ASG001978,DUD101276,CLI0279,2024-01-30,2024-07-31,Renewed,ALT / English Teacher,107,Monthly,0,0,Transfer
ASG001979,DUD101276,CLI0119,2024-08-28,NULL,Active,Experienced Teacher,91,Monthly,0,0,Transfer
ASG001980,DUD101277,CLI0131,2023-05-18,NULL,Active,ALT / English Teacher,101,Six-Month,0,0,Transfer
ASG001981,DUD101278,CLI0066,2026-03-16,NULL,Active,Experienced Teacher,37,Six-Month,0,0,Client Request
ASG001982,DUD101279,CLI0047,2023-06-27,2024-06-20,Ended,ALT / English Teacher,106,Six-Month,0,0,Client Request
ASG001983,DUD101279,CLI0257,2024-06-21,NULL,Active,Experienced Teacher,47,Annual,0,0,Initial Assignment
ASG001984,DUD101280,CLI0192,2024-05-17,2024-09-27,Completed,ALT / English Teacher,80,Monthly,0,0,Replacement
ASG001985,DUD101281,CLI0192,2025-09-08,2027-01-19,Completed,Senior Teacher,78,Monthly,0,0,Initial Assignment
ASG001986,DUD101281,CLI0270,2027-02-03,2028-06-01,Transferred,ALT / English Teacher,48,Monthly,0,0,Transfer
ASG001987,DUD101282,CLI0290,2025-07-30,NULL,Active,ALT / English Teacher,77,Annual,0,0,Staffing Demand
ASG001988,DUD101283,CLI0083,2023-10-01,2024-01-21,Completed,ALT / English Teacher,66,Monthly,0,0,Initial Assignment
ASG001989,DUD101284,CLI0148,2022-01-30,2023-04-04,Transferred,Experienced Teacher,79,Six-Month,0,0,Transfer
ASG001990,DUD101284,CLI0089,2023-04-10,2024-05-25,Transferred,Senior Teacher,36,Six-Month,0,0,Initial Assignment
ASG001991,DUD101285,CLI0130,2022-10-16,2023-03-02,Transferred,ALT / English Teacher,60,Annual,0,0,Replacement
ASG001992,DUD101286,CLI0007,2023-09-17,NULL,Active,ALT / English Teacher,71,Annual,0,0,Transfer
ASG001993,DUD101287,CLI0177,2023-02-06,2024-03-23,Renewed,Experienced Teacher,104,Six-Month,0,0,Client Request
ASG001994,DUD101287,CLI0095,2024-03-24,NULL,Active,ALT / English Teacher,59,Monthly,0,0,Replacement
ASG001995,DUD101288,CLI0047,2025-01-29,NULL,Active,ALT / English Teacher,58,Three-Month,0,0,Client Request
ASG001996,DUD101289,CLI0275,2023-11-03,NULL,Active,ALT / English Teacher,93,Monthly,0,0,Client Request
ASG001997,DUD101290,CLI0014,2024-12-22,2026-03-23,Ended,Experienced Teacher,84,Six-Month,0,0,Initial Assignment
ASG001998,DUD101290,CLI0118,2026-04-12,NULL,Active,Experienced Teacher,60,Six-Month,0,0,Transfer
ASG001999,DUD101291,CLI0059,2021-05-20,2022-11-10,Transferred,Experienced Teacher,45,Three-Month,0,0,Initial Assignment
ASG002000,DUD101291,CLI0212,2022-11-24,2024-02-06,Ended,ALT / English Teacher,61,Six-Month,0,0,Client Request
ASG002001,DUD101292,CLI0243,2023-10-06,NULL,Active,Experienced Teacher,100,Three-Month,0,0,Staffing Demand
ASG002002,DUD101293,CLI0021,2021-05-29,2022-08-28,Ended,ALT / English Teacher,47,Monthly,0,0,Staffing Demand
ASG002003,DUD101293,CLI0288,2022-09-21,2023-11-07,Ended,Senior Teacher,82,Monthly,0,0,Replacement
ASG002004,DUD101294,CLI0101,2022-09-10,2023-01-25,Transferred,ALT / English Teacher,116,Annual,0,0,Staffing Demand
ASG002005,DUD101295,CLI0097,2021-03-20,NULL,Active,ALT / English Teacher,117,Annual,0,0,Staffing Demand
ASG002006,DUD101296,CLI0111,2021-03-30,2022-04-02,Completed,Experienced Teacher,29,Annual,0,0,Staffing Demand
ASG002007,DUD101296,CLI0293,2022-04-23,2023-06-18,Ended,Senior Teacher,27,Monthly,0,0,Client Request
ASG002008,DUD101296,CLI0107,2023-07-17,2023-11-23,Ended,ALT / English Teacher,23,Monthly,0,0,Staffing Demand
ASG002009,DUD101297,CLI0019,2024-03-10,2025-06-17,Renewed,ALT / English Teacher,60,Three-Month,0,0,Client Request
ASG002010,DUD101297,CLI0103,2025-07-04,2026-11-16,Completed,ALT / English Teacher,88,Monthly,0,0,Transfer
ASG002011,DUD101298,CLI0113,2025-02-07,2025-05-13,Completed,ALT / English Teacher,52,Monthly,0,0,Transfer
ASG002012,DUD101298,CLI0206,2025-05-21,NULL,Active,ALT / English Teacher,48,Six-Month,0,0,Client Request
ASG002013,DUD101299,CLI0062,2024-09-03,2025-07-14,Renewed,Senior Teacher,120,Annual,0,0,Transfer
ASG002014,DUD101299,CLI0187,2025-07-20,NULL,Active,Senior Teacher,35,Monthly,0,0,Transfer
ASG002015,DUD101300,CLI0102,2022-04-21,2022-12-09,Completed,Trainer,88,Annual,0,0,Initial Assignment
ASG002016,DUD101301,CLI0140,2021-06-30,2022-07-11,Completed,ALT / English Teacher,84,Annual,0,0,Transfer
ASG002017,DUD101302,CLI0264,2025-06-19,2025-10-19,Ended,Experienced Teacher,83,Annual,0,0,Client Request
ASG002018,DUD101302,CLI0247,2025-10-21,NULL,Active,ALT / English Teacher,74,Monthly,0,0,Staffing Demand
ASG002019,DUD101303,CLI0168,2023-03-16,2024-06-14,Completed,ALT / English Teacher,64,Six-Month,0,0,Replacement
ASG002020,DUD101303,CLI0231,2024-06-15,2025-10-08,Renewed,Experienced Teacher,81,Annual,0,0,Client Request
ASG002021,DUD101303,CLI0039,2025-10-11,2026-09-21,Transferred,ALT / English Teacher,45,Six-Month,0,0,Replacement
ASG002022,DUD101304,CLI0104,2024-05-10,2024-09-30,Renewed,ALT / English Teacher,99,Annual,0,0,Transfer
ASG002023,DUD101304,CLI0130,2024-10-24,2026-03-12,Completed,ALT / English Teacher,63,Monthly,0,0,Staffing Demand
ASG002024,DUD101304,CLI0229,2026-03-18,NULL,Active,Experienced Teacher,23,Three-Month,0,0,Initial Assignment
ASG002025,DUD101305,CLI0011,2022-11-03,2024-03-16,Ended,ALT / English Teacher,84,Monthly,0,0,Client Request
ASG002026,DUD101306,CLI0199,2022-02-14,NULL,Active,ALT / English Teacher,43,Monthly,0,0,Staffing Demand
ASG002027,DUD101307,CLI0283,2021-12-05,2022-10-04,Completed,Senior Teacher,78,Annual,0,0,Transfer
ASG002028,DUD101308,CLI0010,2023-09-02,2024-05-14,Ended,Senior Teacher,70,Monthly,0,0,Replacement
ASG002029,DUD101309,CLI0072,2025-05-24,NULL,Active,Experienced Teacher,114,Monthly,0,0,Client Request
ASG002030,DUD101310,CLI0182,2021-06-15,NULL,Active,ALT / English Teacher,18,Annual,0,0,Replacement
ASG002031,DUD101311,CLI0036,2026-01-15,2026-11-04,Renewed,Trainer,26,Three-Month,0,0,Initial Assignment
ASG002032,DUD101311,CLI0262,2026-11-07,NULL,Active,ALT / English Teacher,32,Annual,0,0,Transfer
ASG002033,DUD101312,CLI0129,2022-09-10,2023-10-30,Renewed,ALT / English Teacher,52,Three-Month,0,0,Transfer
ASG002034,DUD101312,CLI0070,2023-11-04,NULL,Active,ALT / English Teacher,94,Three-Month,0,0,Transfer
ASG002035,DUD101313,CLI0189,2023-04-04,NULL,Active,Experienced Teacher,58,Annual,0,0,Replacement
ASG002036,DUD101314,CLI0253,2022-08-21,NULL,Active,Senior Teacher,27,Six-Month,0,0,Client Request
ASG002037,DUD101315,CLI0072,2023-05-27,NULL,Active,ALT / English Teacher,109,Annual,0,0,Replacement
ASG002038,DUD101316,CLI0018,2022-09-11,2023-09-27,Transferred,ALT / English Teacher,54,Monthly,0,0,Transfer
ASG002039,DUD101317,CLI0213,2024-08-28,2025-02-04,Completed,Experienced Teacher,49,Annual,0,0,Client Request
ASG002040,DUD101317,CLI0043,2025-02-20,2026-06-09,Transferred,ALT / English Teacher,16,Six-Month,0,0,Client Request
ASG002041,DUD101318,CLI0252,2022-06-27,NULL,Active,Experienced Teacher,22,Annual,0,0,Staffing Demand
ASG002042,DUD101319,CLI0088,2021-08-02,2021-12-18,Renewed,Trainer,84,Monthly,0,0,Initial Assignment
ASG002043,DUD101319,CLI0228,2022-01-15,2022-04-23,Completed,ALT / English Teacher,103,Annual,0,0,Staffing Demand
ASG002044,DUD101319,CLI0129,2022-05-06,NULL,Active,Experienced Teacher,76,Six-Month,0,0,Replacement
ASG002045,DUD101320,CLI0073,2023-02-24,2023-06-30,Ended,Trainer,105,Six-Month,0,0,Staffing Demand
ASG002046,DUD101320,CLI0284,2023-07-05,2024-10-06,Renewed,Experienced Teacher,31,Annual,0,0,Initial Assignment
ASG002047,DUD101321,CLI0219,2021-12-25,NULL,Active,Experienced Teacher,40,Monthly,0,0,Staffing Demand
ASG002048,DUD101322,CLI0048,2022-01-31,2022-11-13,Ended,Senior Teacher,98,Three-Month,0,0,Replacement
ASG002049,DUD101322,CLI0016,2022-12-11,2023-12-13,Renewed,ALT / English Teacher,21,Annual,0,0,Initial Assignment
ASG002050,DUD101322,CLI0060,2024-01-02,NULL,Active,Experienced Teacher,66,Monthly,0,0,Initial Assignment
ASG002051,DUD101323,CLI0158,2021-08-13,2022-02-28,Renewed,ALT / English Teacher,29,Annual,0,0,Client Request
ASG002052,DUD101323,CLI0102,2022-03-23,2023-05-22,Renewed,ALT / English Teacher,78,Three-Month,0,0,Client Request
ASG002053,DUD101324,CLI0156,2025-04-30,NULL,Active,Senior Teacher,72,Monthly,0,0,Replacement
ASG002054,DUD101325,CLI0193,2025-01-02,2026-02-21,Renewed,ALT / English Teacher,48,Three-Month,0,0,Staffing Demand
ASG002055,DUD101325,CLI0076,2026-03-16,NULL,Active,ALT / English Teacher,102,Three-Month,0,0,Transfer
ASG002056,DUD101326,CLI0172,2023-01-05,2023-05-26,Transferred,Trainer,108,Three-Month,0,0,Initial Assignment
ASG002057,DUD101326,CLI0267,2023-06-17,NULL,Active,Senior Teacher,23,Three-Month,0,0,Initial Assignment
ASG002058,DUD101327,CLI0259,2023-04-12,2023-09-19,Renewed,ALT / English Teacher,36,Three-Month,0,0,Staffing Demand
ASG002059,DUD101327,CLI0276,2023-10-16,2024-10-14,Transferred,Senior Teacher,93,Monthly,0,0,Staffing Demand
ASG002060,DUD101327,CLI0131,2024-10-28,NULL,Active,ALT / English Teacher,61,Annual,0,0,Client Request
ASG002061,DUD101328,CLI0211,2023-10-12,2025-03-17,Transferred,ALT / English Teacher,30,Annual,0,0,Initial Assignment
ASG002062,DUD101328,CLI0185,2025-04-06,2025-09-25,Renewed,Senior Teacher,26,Six-Month,0,0,Replacement
ASG002063,DUD101329,CLI0215,2022-11-04,NULL,Active,ALT / English Teacher,76,Monthly,0,0,Replacement
ASG002064,DUD101330,CLI0068,2021-02-09,NULL,Active,ALT / English Teacher,110,Annual,0,0,Staffing Demand
ASG002065,DUD101331,CLI0084,2025-02-25,2025-07-04,Renewed,Senior Teacher,16,Six-Month,0,0,Transfer
ASG002066,DUD101331,CLI0269,2025-07-11,NULL,Active,ALT / English Teacher,111,Monthly,0,0,Client Request
ASG002067,DUD101332,CLI0109,2025-02-06,2026-07-04,Completed,ALT / English Teacher,100,Three-Month,0,0,Staffing Demand
ASG002068,DUD101332,CLI0092,2026-07-31,NULL,Active,ALT / English Teacher,87,Monthly,0,0,Client Request
ASG002069,DUD101333,CLI0252,2025-12-08,NULL,Active,Experienced Teacher,66,Annual,0,0,Client Request
ASG002070,DUD101334,CLI0056,2022-12-04,2023-10-22,Renewed,Senior Teacher,45,Annual,0,0,Replacement
ASG002071,DUD101334,CLI0052,2023-11-01,NULL,Active,ALT / English Teacher,24,Six-Month,0,0,Replacement
ASG002072,DUD101335,CLI0012,2024-07-30,NULL,Active,ALT / English Teacher,39,Annual,0,0,Transfer
ASG002073,DUD101336,CLI0186,2025-10-04,2026-08-08,Renewed,ALT / English Teacher,109,Six-Month,0,0,Initial Assignment
ASG002074,DUD101336,CLI0295,2026-08-20,NULL,Active,Experienced Teacher,94,Six-Month,0,0,Replacement
ASG002075,DUD101337,CLI0288,2026-03-06,NULL,Active,Senior Teacher,73,Three-Month,0,0,Staffing Demand
ASG002076,DUD101338,CLI0012,2025-09-07,2026-12-09,Renewed,ALT / English Teacher,99,Monthly,0,0,Client Request
ASG002077,DUD101339,CLI0288,2024-11-16,2025-11-17,Renewed,ALT / English Teacher,52,Annual,0,0,Replacement
ASG002078,DUD101340,CLI0061,2023-01-13,2023-11-27,Renewed,ALT / English Teacher,70,Three-Month,0,0,Initial Assignment
ASG002079,DUD101340,CLI0235,2023-12-19,2024-06-16,Renewed,Senior Teacher,92,Monthly,0,0,Client Request
ASG002080,DUD101341,CLI0106,2023-09-29,NULL,Active,Senior Teacher,42,Annual,0,0,Transfer
ASG002081,DUD101342,CLI0130,2025-02-05,2025-05-28,Renewed,Experienced Teacher,63,Annual,0,0,Replacement
ASG002082,DUD101342,CLI0058,2025-06-27,2026-05-31,Completed,ALT / English Teacher,113,Three-Month,0,0,Client Request
ASG002083,DUD101342,CLI0176,2026-06-13,NULL,Active,ALT / English Teacher,88,Annual,0,0,Staffing Demand
ASG002084,DUD101343,CLI0112,2021-11-05,2022-07-03,Transferred,ALT / English Teacher,120,Monthly,0,0,Client Request
ASG002085,DUD101344,CLI0162,2021-12-22,2023-04-04,Transferred,Experienced Teacher,98,Six-Month,0,0,Transfer
ASG002086,DUD101344,CLI0188,2023-04-15,2024-04-01,Ended,ALT / English Teacher,53,Annual,0,0,Staffing Demand
ASG002087,DUD101345,CLI0284,2024-09-01,NULL,Active,ALT / English Teacher,38,Three-Month,0,0,Staffing Demand
ASG002088,DUD101346,CLI0260,2022-04-25,NULL,Active,Senior Teacher,118,Three-Month,0,0,Replacement
ASG002089,DUD101347,CLI0182,2021-07-06,2022-02-21,Transferred,Senior Teacher,68,Six-Month,0,0,Initial Assignment
ASG002090,DUD101347,CLI0034,2022-03-22,NULL,Active,Senior Teacher,85,Monthly,0,0,Replacement
ASG002091,DUD101348,CLI0279,2023-11-04,2024-06-13,Renewed,ALT / English Teacher,106,Annual,0,0,Replacement
ASG002092,DUD101349,CLI0120,2021-12-01,NULL,Active,ALT / English Teacher,118,Six-Month,0,0,Staffing Demand
ASG002093,DUD101350,CLI0036,2024-01-14,2024-09-21,Transferred,Experienced Teacher,55,Monthly,0,0,Initial Assignment
ASG002094,DUD101350,CLI0240,2024-09-28,NULL,Active,Experienced Teacher,84,Six-Month,0,0,Initial Assignment
ASG002095,DUD101351,CLI0080,2021-05-03,2021-12-22,Renewed,ALT / English Teacher,98,Annual,0,0,Staffing Demand
ASG002096,DUD101351,CLI0201,2021-12-24,NULL,Active,ALT / English Teacher,72,Three-Month,0,0,Initial Assignment
ASG002097,DUD101352,CLI0092,2024-02-28,2025-01-04,Transferred,ALT / English Teacher,79,Monthly,0,0,Replacement
ASG002098,DUD101352,CLI0105,2025-01-18,2025-11-15,Ended,ALT / English Teacher,71,Annual,0,0,Initial Assignment
ASG002099,DUD101353,CLI0259,2025-08-02,2027-01-12,Transferred,ALT / English Teacher,90,Three-Month,0,0,Initial Assignment
ASG002100,DUD101353,CLI0152,2027-01-15,2027-08-18,Renewed,ALT / English Teacher,94,Annual,0,0,Client Request
ASG002101,DUD101354,CLI0153,2021-11-06,2022-11-22,Transferred,ALT / English Teacher,24,Six-Month,0,0,Staffing Demand
ASG002102,DUD101354,CLI0089,2022-12-07,NULL,Active,Senior Teacher,120,Annual,0,0,Staffing Demand
ASG002103,DUD101355,CLI0032,2022-10-16,2024-02-20,Ended,ALT / English Teacher,52,Annual,0,0,Client Request
ASG002104,DUD101355,CLI0115,2024-02-29,NULL,Active,Senior Teacher,65,Three-Month,0,0,Replacement
ASG002105,DUD101356,CLI0247,2025-10-08,2026-07-05,Completed,Experienced Teacher,41,Six-Month,0,0,Client Request
ASG002106,DUD101356,CLI0221,2026-07-16,NULL,Active,ALT / English Teacher,42,Six-Month,0,0,Initial Assignment
ASG002107,DUD101357,CLI0100,2025-04-25,NULL,Active,ALT / English Teacher,46,Three-Month,0,0,Client Request
ASG002108,DUD101358,CLI0086,2023-03-29,NULL,Active,Senior Teacher,70,Three-Month,0,0,Initial Assignment
ASG002109,DUD101359,CLI0019,2024-10-01,2025-05-18,Transferred,Experienced Teacher,116,Monthly,0,0,Initial Assignment
ASG002110,DUD101360,CLI0135,2021-01-13,2022-05-31,Transferred,ALT / English Teacher,113,Monthly,0,0,Replacement
ASG002111,DUD101360,CLI0037,2022-06-19,NULL,Active,ALT / English Teacher,57,Annual,0,0,Replacement
ASG002112,DUD101361,CLI0074,2024-10-06,2026-01-29,Transferred,Senior Teacher,108,Three-Month,0,0,Transfer
ASG002113,DUD101361,CLI0020,2026-02-09,NULL,Active,ALT / English Teacher,78,Six-Month,0,0,Initial Assignment
ASG002114,DUD101362,CLI0018,2024-07-23,NULL,Active,ALT / English Teacher,56,Annual,0,0,Transfer
ASG002115,DUD101363,CLI0132,2023-02-15,2023-06-18,Ended,ALT / English Teacher,57,Six-Month,0,0,Initial Assignment
ASG002116,DUD101363,CLI0143,2023-06-27,NULL,Active,Senior Teacher,76,Six-Month,0,0,Replacement
ASG002117,DUD101364,CLI0299,2022-07-16,2022-11-15,Completed,Trainer,20,Three-Month,0,0,Replacement
ASG002118,DUD101364,CLI0112,2022-12-11,NULL,Active,Senior Teacher,73,Annual,0,0,Staffing Demand
ASG002119,DUD101365,CLI0066,2024-12-30,2025-06-19,Completed,ALT / English Teacher,118,Six-Month,0,0,Transfer
ASG002120,DUD101365,CLI0013,2025-06-30,2026-07-15,Transferred,Experienced Teacher,80,Six-Month,0,0,Replacement
ASG002121,DUD101365,CLI0008,2026-08-09,NULL,Active,ALT / English Teacher,88,Annual,0,0,Staffing Demand
ASG002122,DUD101366,CLI0075,2021-05-09,NULL,Active,ALT / English Teacher,36,Six-Month,0,0,Client Request
ASG002123,DUD101367,CLI0207,2022-10-15,2023-08-22,Ended,ALT / English Teacher,72,Six-Month,0,0,Client Request
ASG002124,DUD101367,CLI0289,2023-09-09,NULL,Active,Experienced Teacher,115,Monthly,0,0,Replacement
ASG002125,DUD101368,CLI0128,2024-03-07,2024-08-04,Renewed,ALT / English Teacher,36,Six-Month,0,0,Initial Assignment
ASG002126,DUD101369,CLI0034,2024-02-13,2024-08-03,Transferred,Trainer,81,Three-Month,0,0,Client Request
ASG002127,DUD101369,CLI0182,2024-08-19,NULL,Active,Senior Teacher,28,Six-Month,0,0,Staffing Demand
ASG002128,DUD101370,CLI0159,2025-01-02,NULL,Active,Senior Teacher,94,Six-Month,0,0,Transfer
ASG002129,DUD101371,CLI0262,2026-01-18,NULL,Active,ALT / English Teacher,78,Annual,0,0,Transfer
ASG002130,DUD101372,CLI0194,2025-01-29,2026-06-24,Ended,Senior Teacher,43,Six-Month,0,0,Staffing Demand
ASG002131,DUD101372,CLI0189,2026-07-13,2027-03-14,Renewed,ALT / English Teacher,91,Monthly,0,0,Client Request
ASG002132,DUD101372,CLI0270,2027-03-20,NULL,Active,Trainer,61,Six-Month,0,0,Staffing Demand
ASG002133,DUD101373,CLI0036,2025-01-01,NULL,Active,ALT / English Teacher,44,Three-Month,0,0,Client Request
ASG002134,DUD101374,CLI0047,2023-05-21,2023-08-31,Renewed,ALT / English Teacher,107,Three-Month,0,0,Transfer
ASG002135,DUD101374,CLI0024,2023-09-07,NULL,Active,ALT / English Teacher,29,Six-Month,0,0,Client Request
ASG002136,DUD101375,CLI0234,2024-02-12,2025-04-23,Ended,ALT / English Teacher,26,Three-Month,0,0,Client Request
ASG002137,DUD101375,CLI0023,2025-05-01,NULL,Active,ALT / English Teacher,58,Annual,0,0,Staffing Demand
ASG002138,DUD101376,CLI0011,2023-03-04,2024-04-22,Renewed,ALT / English Teacher,96,Annual,0,0,Initial Assignment
ASG002139,DUD101376,CLI0210,2024-04-30,NULL,Active,ALT / English Teacher,46,Six-Month,0,0,Staffing Demand
ASG002140,DUD101377,CLI0061,2023-07-25,NULL,Active,ALT / English Teacher,48,Six-Month,0,0,Transfer
ASG002141,DUD101378,CLI0048,2024-09-17,2026-03-02,Completed,Experienced Teacher,80,Annual,0,0,Staffing Demand
